089df23231eacd42b20be012f96ad8293b0079aa6d57fcdc9c45d6b51769bf29,f990e96abd9f5a1379c97ae2e2fe8cc0c9a88030f0b4d2f2578f47acec26e41e,ae27f96bccf663b67219855d41fe25a2dba676d0628a06e02dbe956092c95a5b,91e40ddd4ef086ae2d59f1a04013a599219e672541bbd8f0745d36a5b3de0c57,f92606049aad8828195a10a617aafb8db6a2a591f16aa1e30a29fda107a8ff64,272805ca13fb6382574999bd2027b2271ee0baf80ab1db01d6066e9854851fa0,7aa2b0e3da5944bdede69a783db5bde54c44edd5aed2825e234696a63b535d6d,d10a9ef31d4dbecd80de42f8a92faf0c0499954750660f4601b59a01c2eb6073,420d8a455f06a3112c9bc357e75241fffa0689c3ac26fb21741abe40cfd285e9,2af8ca89e0192605190c3aa2c50503d4105ef9dcf6c4cf9f18ec2ab7d9638d10,38a14879162790a891920ff11e609c84afdedd9e226d8cb8e08c19979eb70310,d40b7eb57168e7a21b1222b3da6efb3e8959b2b457dc23d8b1ef9ca8128b0b60,2aa517d963b7dc808c32ee09748b6ed343373e4a9aeb063adac741cd9233ba8b,d06846e27110030019002c287f0e653166c98544ebb6586a1cc57a8be78457d4
"0","0","1001","2015/04/01 15:00:00","402001","101","11001010","201","0","","1","2030/04/01 14:59:59","0","51001001"
"0","0","1001","2015/04/01 15:00:00","402001","101","11002012","201","0","","1","2030/04/01 14:59:59","0","51001002"
"0","0","1001","2015/04/01 15:00:00","402001","101","11003012","201","0","","1","2030/04/01 14:59:59","0","51001003"
"0","0","1001","2015/04/01 15:00:00","402001","101","11004013","201","0","","1","2030/04/01 14:59:59","0","51001004"
"0","0","1001","2015/04/01 15:00:00","402001","101","11005013","201","0","","1","2030/04/01 14:59:59","0","51001005"
"0","0","1001","2015/04/01 15:00:00","402001","101","11006014","201","0","","1","2030/04/01 14:59:59","0","51001006"
"0","0","1001","2015/04/01 15:00:00","402001","101","11007014","201","0","","1","2030/04/01 14:59:59","0","51001007"
"0","0","1001","2015/04/01 15:00:00","402001","101","11008015","201","0","","1","2030/04/01 14:59:59","0","51001008"
"0","0","1001","2015/04/01 15:00:00","402001","101","11009015","201","0","","1","2030/04/01 14:59:59","0","51001009"
"0","0","1001","2015/04/01 15:00:00","402001","101","11010017","201","0","","1","2030/04/01 14:59:59","0","51001010"
"0","0","1001","2015/04/01 15:00:00","402001","101","11011017","201","0","","1","2030/04/01 14:59:59","0","51001011"
"0","0","1001","2015/04/01 15:00:00","402001","101","11012017","201","0","","1","2030/04/01 14:59:59","0","51001012"
"0","0","1001","2015/04/01 15:00:00","402001","101","11013017","201","0","","1","2030/04/01 14:59:59","0","51001013"
"0","0","1001","2015/04/01 15:00:00","402001","101","11014014","201","0","","1","2030/04/01 14:59:59","0","51001014"
"0","0","1001","2015/04/01 15:00:00","402001","101","11015014","201","0","","1","2030/04/01 14:59:59","0","51001015"
"0","0","1001","2015/04/01 15:00:00","402001","101","11016014","201","0","","1","2030/04/01 14:59:59","0","51001016"
"0","0","1001","2015/04/01 15:00:00","402001","101","11017014","201","0","","1","2030/04/01 14:59:59","0","51001017"
"0","0","1001","2015/04/01 15:00:00","402001","101","11018014","201","0","","1","2030/04/01 14:59:59","0","51001018"
"0","0","1001","2015/04/01 15:00:00","402001","101","11019014","201","0","","1","2030/04/01 14:59:59","0","51001019"
"0","0","1001","2015/04/01 15:00:00","402001","101","11020014","201","0","","1","2030/04/01 14:59:59","0","51001020"
"0","0","1001","2015/04/01 15:00:00","402001","101","11021014","201","0","","1","2030/04/01 14:59:59","0","51001021"
"0","0","1001","2015/04/01 15:00:00","402001","101","11022014","201","0","","1","2030/04/01 14:59:59","0","51001022"
"0","0","1001","2015/04/01 15:00:00","402001","101","11023014","201","0","","1","2030/04/01 14:59:59","0","51001023"
"0","0","1001","2015/04/01 15:00:00","402001","101","11024014","201","0","","1","2030/04/01 14:59:59","0","51001024"
"0","0","1003","2015/04/01 15:00:00","403001","102","12001003","201","0","","1","2030/04/01 14:59:59","0","51003001"
"0","0","1003","2015/04/01 15:00:00","403001","102","12002003","201","0","","1","2030/04/01 14:59:59","0","51003002"
"0","0","1003","2015/04/01 15:00:00","403001","102","12003003","201","0","","1","2030/04/01 14:59:59","0","51003003"
"0","0","1003","2015/04/01 15:00:00","403001","102","12004003","201","0","","1","2030/04/01 14:59:59","0","51003004"
"0","0","1003","2015/04/01 15:00:00","403001","102","12005003","201","0","","1","2030/04/01 14:59:59","0","51003005"
"0","0","1003","2015/04/01 15:00:00","403001","102","12006003","201","0","","1","2030/04/01 14:59:59","0","51003006"
"0","0","1003","2015/04/01 15:00:00","403001","102","12007003","201","0","","1","2030/04/01 14:59:59","0","51003007"
"0","0","1003","2015/04/01 15:00:00","403001","102","12008003","201","0","","1","2030/04/01 14:59:59","0","51003008"
"0","0","1003","2015/04/01 15:00:00","403001","102","12009003","201","0","","1","2030/04/01 14:59:59","0","51003009"
