28342cc367d8c1dd671e7b45d3fb4547cea1f7efad5ae13ab0ea9cbfee6163e8,4a9ba9c2981b80915870e4cb028e9c49dffe227f41c9ab7c8aa9c35ad4ef2e3c,7500348e685981a4622bdbf91cb6080838e340b24074545a69ba69368186d0c5,e5bd2a61ff568e6d0673ac368458f7efe655bc85c711d15f6493768db917b73c,b2dfd24df2170887a09a11184a11b60178cd879d43ab97176f2c71788e6b7e58,6bd9e6d7ee9f10c8ca82a8df9b915e9b7ea041f31eb2819185fbb32027ce96de
"1","2","10","500","1","10"
"1","3","20","500","1","10"
"1","4","30","500","1","10"
"1","5","40","500","1","10"
"1","6","50","500","1","10"
"1","7","60","500","1","10"
"1","8","70","500","1","10"
"1","9","80","500","1","10"
"1","10","90","500","1","10"
"1","11","105","500","1","15"
"1","12","120","500","1","15"
"1","13","135","500","1","15"
"1","14","150","500","1","15"
"1","15","165","500","1","15"
"1","16","180","500","1","15"
"1","17","195","500","1","15"
"1","18","210","500","1","15"
"1","19","225","500","1","15"
"1","20","240","500","1","15"
"1","21","265","500","1","25"
"1","22","290","500","1","25"
"1","23","315","500","1","25"
"1","24","340","500","1","25"
"1","25","365","500","1","25"
"1","26","390","500","1","25"
"1","27","415","500","1","25"
"1","28","440","500","1","25"
"1","29","465","500","1","25"
"1","30","490","500","1","25"
"2","31","530","500","1","40"
"2","32","570","500","1","40"
"2","33","610","500","1","40"
"2","34","650","500","1","40"
"2","35","690","500","1","40"
"2","36","730","500","1","40"
"2","37","770","500","1","40"
"2","38","810","500","1","40"
"2","39","850","500","1","40"
"2","40","890","500","1","40"
"2","41","940","500","1","50"
"2","42","990","500","1","50"
"2","43","1040","500","1","50"
"2","44","1090","500","1","50"
"2","45","1140","500","1","50"
"2","46","1190","500","1","50"
"2","47","1240","500","1","50"
"2","48","1290","500","1","50"
"2","49","1340","500","1","50"
"2","50","1390","500","1","50"
"3","51","1450","500","1","60"
"3","52","1510","500","1","60"
"3","53","1570","500","1","60"
"3","54","1630","500","1","60"
"3","55","1690","500","1","60"
"3","56","1750","500","1","60"
"3","57","1810","500","1","60"
"3","58","1870","500","1","60"
"3","59","1930","500","1","60"
"3","60","1990","500","1","60"
"3","61","2065","600","1","75"
"3","62","2140","600","1","75"
"3","63","2215","600","1","75"
"3","64","2290","600","1","75"
"3","65","2365","600","1","75"
"3","66","2440","600","1","75"
"3","67","2515","600","1","75"
"3","68","2590","600","1","75"
"3","69","2665","600","1","75"
"3","70","2740","600","1","75"
"4","71","2840","600","1","100"
"4","72","2940","600","1","100"
"4","73","3040","600","1","100"
"4","74","3140","600","1","100"
"4","75","3240","600","1","100"
"4","76","3340","600","1","100"
"4","77","3440","600","1","100"
"4","78","3540","600","1","100"
"4","79","3640","600","1","100"
"4","80","3740","600","1","100"
"4","81","3865","600","1","125"
"4","82","3990","600","1","125"
"4","83","4115","600","1","125"
"4","84","4240","600","1","125"
"4","85","4365","600","1","125"
"4","86","4490","600","1","125"
"4","87","4615","600","1","125"
"4","88","4740","600","1","125"
"4","89","4865","600","1","125"
"4","90","4990","600","1","125"
"5","91","5140","600","1","150"
"5","92","5290","600","1","150"
"5","93","5440","600","1","150"
"5","94","5590","600","1","150"
"5","95","5740","600","1","150"
"5","96","5890","600","1","150"
"5","97","6040","600","1","150"
"5","98","6190","600","1","150"
"5","99","6340","600","1","150"
"5","100","6490","600","1","150"
"5","101","6665","600","1","175"
"5","102","6840","600","1","175"
"5","103","7015","600","1","175"
"5","104","7190","600","1","175"
"5","105","7365","600","1","175"
"5","106","7540","600","1","175"
"5","107","7715","600","1","175"
"5","108","7890","600","1","175"
"5","109","8065","600","1","175"
"5","110","8240","600","1","175"
"6","111","8440","600","1","200"
"6","112","8640","600","1","200"
"6","113","8840","600","1","200"
"6","114","9040","600","1","200"
"6","115","9240","600","1","200"
"6","116","9440","600","1","200"
"6","117","9640","600","1","200"
"6","118","9840","600","1","200"
"6","119","10040","600","1","200"
"6","120","10240","600","1","200"
"6","121","10465","600","1","225"
"6","122","10690","600","1","225"
"6","123","10915","600","1","225"
"6","124","11140","600","1","225"
"6","125","11365","600","1","225"
"6","126","11590","600","1","225"
"6","127","11815","600","1","225"
"6","128","12040","600","1","225"
"6","129","12265","600","1","225"
"6","130","12490","600","1","225"
"7","131","12740","600","1","250"
"7","132","12990","600","1","250"
"7","133","13240","600","1","250"
"7","134","13490","600","1","250"
"7","135","13740","600","1","250"
"7","136","13990","600","1","250"
"7","137","14240","600","1","250"
"7","138","14490","600","1","250"
"7","139","14740","600","1","250"
"7","140","14990","600","1","250"
"8","141","15240","600","1","250"
"8","142","15490","600","1","250"
"8","143","15740","600","1","250"
"8","144","15990","600","1","250"
"8","145","16240","600","1","250"
"8","146","16490","600","1","250"
"8","147","16740","600","1","250"
"8","148","16990","600","1","250"
"8","149","17240","600","1","250"
"8","150","17490","600","1","250"
"9","151","17740","600","1","250"
"9","152","17990","600","1","250"
"9","153","18240","600","1","250"
"9","154","18490","600","1","250"
"9","155","18740","600","1","250"
"9","156","18990","600","1","250"
"9","157","19240","600","1","250"
"9","158","19490","600","1","250"
"9","159","19740","600","1","250"
"9","160","19990","600","1","250"
"10","161","20240","600","1","250"
"10","162","20490","600","1","250"
"10","163","20740","600","1","250"
"10","164","20990","600","1","250"
"10","165","21240","600","1","250"
"10","166","21490","600","1","250"
"10","167","21740","600","1","250"
"10","168","21990","600","1","250"
"10","169","22240","600","1","250"
"10","170","22490","600","1","250"
"11","171","22740","600","1","250"
"11","172","22990","600","1","250"
"11","173","23240","600","1","250"
"11","174","23490","600","1","250"
"11","175","23740","600","1","250"
"11","176","23990","600","1","250"
"11","177","24240","600","1","250"
"11","178","24490","600","1","250"
"11","179","24740","600","1","250"
"11","180","24990","600","1","250"
"12","181","25240","600","1","250"
"12","182","25490","600","1","250"
"12","183","25740","600","1","250"
"12","184","25990","600","1","250"
"12","185","26240","600","1","250"
"12","186","26490","600","1","250"
"12","187","26740","600","1","250"
"12","188","26990","600","1","250"
"12","189","27240","600","1","250"
"12","190","27490","600","1","250"
"13","191","27740","600","1","250"
"13","192","27990","600","1","250"
"13","193","28240","600","1","250"
"13","194","28490","600","1","250"
"13","195","28740","600","1","250"
"13","196","28990","600","1","250"
"13","197","29240","600","1","250"
"13","198","29490","600","1","250"
"13","199","29740","600","1","250"
"13","200","29990","600","1","250"
