f91c008cbd5855701991ecffff6d91676332f8c3cb4301e793ee6ad83113f588,97b71a5aec5576d39f9b103cf0776346d44f362863128f7b368550873a990711,2279e944f241fefe00bd8dc8c6df6c154526cdee7b931237e8c2df1c0555fa4d,50936b5dbc7a0bc4580af0a314687185806578b53d90d93f917dd320b6647006,331d05437280ae3b4976e9033989cda9264ccce7dc3f5ded851ea2e6ada4ba09,06b1eb8c86ea1d98e53057c0dd1b52bf3b6077b8a09856b7843f7186c6f5724e,b7f1b3c458984e0456316f801fb9b16b7fab1e35136dcee97344b93fef6e12b6,f493fe25017f512bd4cc0ff8e0e8edfe580fa8ff64599edce83b59b45846c867,6b7623ec97aea0b7100d4e67cc41ba2fdb844b304264035e3830b3f5c33a42c1,721e5e05e2dbeaf2ffb091f5c867ced03c9f37580ccda0565859351600ee3912,0bb70dc29763d6d9d687f5a13001a98c67d009fa47ac98c30a26ae37a715902f,827c122a2ccafc9fffe7224d6159ce43be876e5c6d22d70e345a1bc347c34877,e0260d15dbe00307f0392d6debc28e74772138311bfb2a30e849711496b03a56,f544944989acfdb506a7ac3ae64c16e3094275a09ebe2d40d8f370433fe79ba6
"0","180","1","-1","1","-1","-1","1","180","19","-1","-1","-1","0"
"0","180","1","-1","2","-1","-1","1","180","19","-1","-1","-1","0"
"0","180","1","-1","3","-1","-1","1","180","19","-1","-1","-1","0"
"0","180","1","-1","4","-1","-1","0","180","19","-1","-1","-1","0"
"0","180","1","-1","5","-1","-1","1","180","19","-1","-1","-1","0"
"0","180","1","-1","6","-1","-1","1","180","19","-1","-1","-1","0"
"0","180","1","-1","7","-1","-1","1","180","19","-1","-1","-1","0"
"0","180","1","-1","8","-1","-1","1","180","19","-1","-1","-1","0"
"0","215","1","-1","9","-1","-1","1","215","23","-1","-1","-1","0"
"0","215","1","-1","10","-1","-1","1","215","23","-1","-1","-1","0"
"0","215","1","-1","11","-1","-1","0","215","23","-1","-1","-1","0"
"0","215","1","-1","12","-1","-1","1","215","23","-1","-1","-1","0"
"0","215","1","-1","13","-1","-1","1","215","23","-1","-1","-1","0"
"0","215","1","-1","14","-1","-1","1","215","23","-1","-1","-1","0"
"0","215","1","-1","15","-1","-1","1","215","23","-1","-1","-1","0"
"0","215","1","-1","16","-1","-1","1","215","23","-1","-1","-1","0"
"0","250","1","-1","17","-1","-1","1","250","26","-1","-1","-1","0"
"0","250","1","-1","18","-1","-1","0","250","26","-1","-1","-1","0"
"0","250","1","-1","20","-1","-1","1","250","26","-1","-1","-1","0"
"0","250","1","-1","21","-1","-1","1","250","26","-1","-1","-1","0"
"0","250","1","-1","22","-1","-1","1","250","26","-1","-1","-1","0"
"0","260","1","-1","23","-1","-1","0","260","28","-1","-1","-1","0"
"0","250","1","-1","24","-1","-1","1","250","26","-1","-1","-1","0"
"0","250","1","-1","25","-1","-1","1","250","26","-1","-1","-1","0"
"0","280","1","-1","26","-1","-1","0","280","29","-1","-1","-1","0"
"0","280","1","-1","27","-1","-1","1","280","29","-1","-1","-1","0"
"0","280","1","-1","28","-1","-1","1","280","29","-1","-1","-1","0"
