31387eb05e6ce86c47d8df9adfa297fe2b3ad7b966d1ef7e5e31c30acf71a9b1,b1b0ed72fb02945f5fdb8d93fab9ed87e188c0082c8cf168ddb0202237bc6a18,e430183a57b3e26458278d75e08bf8ca254719a930e5b4b886757ae239451acf,f4e7480145c75d638b38a76de77dad3e498d05247c00b0cdce369dcd09d709c8,3afe63911e9f708b9b4401178017139fb28900e9a518b5fa8a31978653422dc8,5f9155eca32447edaaed4a28a06518abe876a3091b11a4a8fd8cfa80bc8e3cdb,447f35fbf18d1caa51021ae3544d6d996d27bd1cfdd308809c217f97fb5933a6,985ad126c575bd0baa1a79a7383732362ec110035fdc592553a54bcd588c57aa,0e9fcd0a6ca0750ce81b60e9afa40e822e88c59a49c27ef0893cdf2941ad17e6
"1","3","0","唯一無二の","1","2","1","1","1"
"1","3","0","完全無欠の","1","2","1","1","2"
"1","3","1","ランドソル最速の","1","2","1","1","3"
"1","3","0","明鏡止水の","1","2","1","1","4"
"1","3","0","史上最速の","1","2","1","1","5"
"1","3","0","最強最速の","1","2","1","1","6"
"1","3","2","アルティメット","1","2","1","1","7"
"1","3","0","百点満点","1","2","1","1","8"
"1","3","0","最優秀","1","2","1","1","9"
"1","3","0","一騎当千の","1","2","1","1","10"
"1","3","0","唯一無二の","1","2","1","1","11"
"1","3","0","天下無双の","1","2","1","1","12"
"1","3","0","泰然自若の","0","2","1","1","13"
"1","3","0","ハイパー","0","2","1","1","14"
"1","3","0","光速の","0","2","1","1","15"
"1","3","0","稀代の","0","2","1","1","16"
"1","3","0","極限の","0","2","1","1","17"
"1","3","0","至高の","0","2","1","1","18"
"1","3","0","煌めく","0","2","1","1","19"
"1","3","0","百戦錬磨の","0","2","1","1","20"
"1","3","0","疾風迅雷の","0","2","1","1","21"
"1","3","0","電光石火の","0","2","1","1","22"
"1","3","0","変幻自在の","1","2","1","0","23"
"1","3","0","空前絶後の","1","2","1","0","24"
"1","3","0","レペゼン","1","2","1","0","25"
"1","3","0","音速の","1","2","1","0","26"
"1","3","0","常識外れの","1","2","1","0","27"
"1","3","0","獅子奮迅の","1","2","1","0","28"
"1","3","2","勇猛果敢なる","1","2","1","0","29"
"1","3","2","威風堂々たる","1","2","1","0","30"
"1","3","0","急がば回れ","1","2","1","0","31"
"1","3","0","心頭滅却","1","2","1","0","32"
"1","3","0","夢見る","0","2","1","0","33"
"1","3","0","ナイス","0","2","1","0","34"
"1","3","0","そこそこの","0","2","1","0","35"
"1","3","2","若葉マークの","0","2","1","0","36"
"1","3","0","未来ある","0","2","1","0","37"
"1","3","0","新米","0","2","1","0","38"
"1","3","0","駆け出しの","0","2","1","0","39"
"1","3","0","ぼちぼちの","0","2","1","0","40"
"1","3","0","新進気鋭の","0","2","1","0","41"
"1","3","0","不撓不屈の","0","2","1","0","42"
"1","3","0","七転八起の","0","2","1","0","43"
"1","3","0","がんばれ","0","2","1","0","44"
"1","3","0","選ばれし","1","2","2","1","45"
"1","3","2","アルティメット","1","2","2","1","46"
"1","3","1","オーシャンブルー","1","2","2","1","47"
