1eccd0d5e61d4f0b51f2754a00131ded608472f39f454f4b0aeb2a9db8005d02,1c51cc747f35d23ac3b056f688ecc9a057a02e4cb60f113b401138ae6b6e86fe,61f4049de02df5721f741b4a2fbc2d5cc8a26784063253bb78318f5b622a9c95,cdce7dfe70510e3cc85458de2b7333896fed2bf10e5fc35da6e6243563b00992,5c316c364c4bf30926ed79b4b457b752618bd12945f9ab1920ed466e80868851,261e4a85d3a89a0aca13d9d20b9c4414c7ae0532bfd14d7150350bf968ec2a04,abbc7b07023b5683278ffe4adac98166bfcadd5a5fd62fdd7fa8bd5a5d11c2cd,714e5e3659bff0f0dc4d083ac298eebf4836c09655096123de47cec0db648bf8,4f713657241eb44874601ac842e2785dd1b558d4296f8a41b4e7b71dea24e3fe,7f73182533da179f95f76db9517e8350e8d31474548f55b2fd07a0ff7b9d0d23,6400313a195bdc309ee482a2eef7669f66ace23219359952b3ecbb00267ff05a,6deebc94776d55d03c0a2e59a6410282304f143b59fde999a9c6b48aa9e57819,5e57a628b7907b48d40e67119392b06b181368a3937e5ae7e5f8c56d6f39f0e0,c31518bfc984a31093d731efbc3f6c704f1f0e2b6b55a9da287f42686fd8b623,c3208cdf33650cf9213e1c951e1a5e999e5662fc970aecbe4c1f1a84ec97e42c,d2c2b121b9088bdf6461ff5971b17c6e5b75fbd71e3cc95a155c4ce6a876e1d1,fd0b16a71c4de722af546bcddec2dbb0f76b347c8acfdeee58f738f848121ef7,0145e11e12164a9af2400ed5fe3c5fd63eb1fb201334b5b5eff2ff43a4c34930,9efa43d94f3e284a6ece43d4d20d3d1c0615fd63d78e0cf1f4834cefd46139b0
"0","1","1","0","0","0","16","100101","0","0","0","0","10","75","2","65","0","0","0"
"0","3","2","0","0","0","68","100101","0","0","0","0","30","125","3","185","0","0","0"
"0","7","4","0","0","0","158","100101","0","0","0","0","60","260","4","420","0","0","3"
"0","12","7","0","0","0","293","100101","0","0","0","0","100","420","5","810","0","0","7"
"0","17","11","0","0","0","486","100101","3","0","0","0","130","630","6","1340","0","0","11"
"0","26","15","0","0","0","731","100101","6","0","0","0","155","1235","7","1660","0","0","17"
"0","35","15","9","10","0","1030","100101","9","0","0","0","180","1795","8","2290","0","0","24"
"0","46","16","23","40","0","1459","100101","9","0","0","0","205","1795","9","2540","0","5","27"
"0","51","16","37","100","0","1941","100101","9","0","0","10","205","1795","10","2740","0","10","35"
"0","55","16","37","158","0","2439","100101","9","3","0","20","205","1795","11","3100","0","15","44"
"0","66","18","37","198","0","2871","100101","9","36","0","20","205","2045","12","3470","0","15","46"
"0","79","18","37","251","0","3345","100101","9","56","0","20","230","2045","13","3720","0","15","54"
"0","97","20","37","328","0","3840","100101","9","56","0","20","255","2045","14","3880","0","15","68"
"0","111","20","37","448","0","4412","100101","9","56","0","20","255","2045","15","3880","0","15","82"
"0","124","20","37","586","0","5015","100101","9","59","0","20","255","2045","16","3880","0","15","94"
"0","142","20","37","711","0","5656","100101","9","62","0","20","255","2045","17","3930","0","15","103"
"0","157","20","37","856","0","6351","100101","9","62","0","20","255","2045","18","3980","0","15","119"
"0","173","20","37","984","0","7154","100101","9","62","0","20","255","2045","19","4075","0","15","135"
"0","203","20","37","1065","0","8017","100101","9","62","0","20","255","2045","20","4270","0","15","147"
"0","232","20","37","1160","0","8971","100101","9","62","0","20","255","2045","21","4580","0","15","157"
"0","259","20","37","1262","0","10078","100101","9","62","0","20","255","2045","22","4790","0","15","176"
"0","287","20","37","1343","0","11352","100101","9","62","0","20","255","2045","23","4880","0","15","199"
"0","308","20","37","1416","0","12783","100101","9","62","0","20","255","2045","24","4970","0","15","221"
"0","331","20","37","1471","0","14334","100101","9","62","0","20","255","2045","25","5230","0","15","247"
"0","359","20","37","1495","0","15835","100101","9","62","0","20","255","2045","26","6835","0","15","280"
"0","387","20","37","1513","0","17449","100101","9","62","0","20","255","2045","27","8440","0","15","313"
"0","400","20","37","1538","0","19454","100101","9","62","0","20","255","2045","28","9225","0","15","326"
"0","415","20","37","1571","0","21599","100101","9","62","0","20","255","2045","29","10010","0","15","341"
"0","440","20","37","1614","0","23844","100101","9","62","0","20","255","2045","30","10270","0","15","366"
"0","450","20","37","1657","0","26318","100101","9","62","0","20","255","2045","31","10795","0","15","376"
"0","450","20","37","1690","0","28948","100101","9","62","0","20","255","2045","32","11845","0","15","376"
"0","461","20","37","1729","0","31669","100101","9","62","0","20","255","2045","33","12370","0","15","387"
"0","483","20","37","1775","0","34498","100101","9","62","0","20","255","2045","34","12370","0","15","409"
"0","505","20","37","1821","0","37455","100101","9","62","0","20","255","2045","35","12370","0","15","431"
"0","528","20","37","1867","0","40512","100101","9","62","0","20","255","2045","36","12370","0","15","454"
"0","552","20","37","1913","0","43669","100101","9","62","0","20","255","2045","37","12370","0","15","478"
"0","576","20","37","1959","0","46929","100101","9","62","0","20","255","2045","38","12370","0","15","502"
"0","600","20","37","2005","0","50287","100101","9","62","0","20","255","2045","39","12370","0","15","526"
"0","1","0","0","0","23","0","100201","0","0","0","0","0","75","2","55","0","0","2"
"0","1","0","0","0","81","0","100201","0","0","0","0","0","125","3","150","0","0","8"
"0","4","0","0","0","172","0","100201","0","0","0","10","5","175","4","325","0","0","17"
"0","4","0","0","0","349","0","100201","0","0","0","10","15","175","5","505","0","0","33"
"0","12","0","0","0","522","0","100201","0","0","0","25","15","175","6","1035","0","0","52"
"0","14","0","0","0","790","0","100201","0","0","0","30","85","175","7","1395","0","0","66"
"0","19","0","4","0","1089","0","100201","0","0","0","75","85","175","8","1675","0","0","88"
"0","25","0","9","0","1389","0","100201","0","0","6","110","100","175","9","2130","0","5","109"
"0","28","0","14","0","1758","0","100201","0","0","30","115","135","395","10","2490","0","10","126"
"0","35","0","14","0","2159","0","100201","0","0","53","129","151","735","11","2910","0","10","145"
"0","56","0","17","0","2471","0","100201","0","0","63","138","177","955","12","3430","0","12","171"
"0","94","0","20","0","2705","0","100201","0","0","63","140","199","1175","13","3810","0","14","209"
"0","133","0","20","0","2982","0","100201","0","0","71","146","199","1295","14","3990","0","16","251"
"0","168","0","20","0","3310","0","100201","0","0","81","151","199","1395","15","4130","0","18","293"
"0","208","0","20","0","3658","0","100201","0","0","81","157","199","1495","16","4330","0","18","336"
"0","250","3","20","0","4008","0","100201","0","0","81","158","214","1495","17","4510","0","18","384"
"0","295","6","20","0","4353","0","100201","0","0","81","158","229","1495","18","4915","0","18","441"
"0","349","6","20","0","4719","0","100201","0","0","81","158","229","1590","19","5560","0","18","506"
"0","406","6","20","0","5176","0","100201","0","0","93","158","229","1685","20","6145","0","18","568"
"0","472","6","20","0","5618","0","100201","0","0","93","158","229","1685","21","6765","0","18","646"
"0","541","6","20","0","6142","0","100201","0","0","93","158","229","1685","22","8080","0","18","725"
"0","619","6","20","0","6707","0","100201","0","0","93","158","229","1685","23","9855","0","18","810"
"0","704","6","20","0","7347","0","100201","0","0","93","158","229","1685","24","11380","0","18","901"
"0","784","6","20","0","8212","0","100201","0","0","103","158","229","1685","25","12675","0","18","987"
"0","853","6","20","0","9328","0","100201","0","0","118","158","229","1685","26","13965","0","18","1062"
"0","920","6","20","0","10563","0","100201","0","0","128","158","229","1685","27","15535","0","18","1132"
"0","990","6","20","0","11885","0","100201","0","0","138","158","229","1685","28","17300","0","18","1203"
"0","1066","6","20","0","13290","0","100201","0","0","148","158","229","1685","29","19295","0","18","1279"
"0","1147","6","20","0","14765","0","100201","0","0","158","158","229","1685","30","21525","0","18","1360"
"0","1230","6","20","0","16312","0","100201","0","0","168","158","229","1685","31","23915","0","18","1443"
"0","1315","6","20","0","17930","0","100201","0","0","178","158","229","1685","32","26460","0","18","1528"
"0","1402","6","20","0","19645","0","100201","0","0","188","158","229","1685","33","29250","0","18","1615"
"0","1491","6","20","0","21457","0","100201","0","0","198","158","229","1685","34","32450","0","18","1704"
"0","1581","6","20","0","23342","0","100201","0","0","208","158","229","1685","35","36060","0","18","1794"
"0","1672","6","20","0","25290","0","100201","0","0","218","158","229","1685","36","40010","0","18","1885"
"0","1765","6","20","0","27300","0","100201","0","0","228","158","229","1685","37","44205","0","18","1978"
"0","1859","6","20","0","29381","0","100201","0","0","238","158","229","1685","38","48640","0","18","2072"
"0","1953","6","20","0","31528","0","100201","0","0","248","158","229","1685","39","53405","0","18","2166"
"0","2","0","0","0","0","22","100301","0","0","0","0","0","75","2","95","0","0","0"
"0","6","0","0","0","0","71","100301","0","0","0","0","0","125","3","310","0","0","2"
