c18b5eaa43a10e872a15e5f0464eefec0c1225372ee355e4e1ac0bf1087db0a1,9a4968820f1b66bebbd33592a8bd1de99dcfaf9181dfba6b10134fa9f65c139d,4cdf3cbc049fbea1c3cded2357dd8dd7eeb25b7ba2b5a8f1f7579fdce3f95234,8979e722ca078842b4d4822c1ec82b72c7e88b78fb6bc625bc410d898105f79d,d9869c8eda3d0ea911bd00a716c985cf76f65d475a715a868c7d563e34776bbb,10692858f97cef443b1b2e6911e2dfcdf1bd1ca1545cf750ca86f4c7bf9d8a86,23c201588fd980120451c0507f182476e17e8a5aa17e12e59454f2adb999a7fb
"101","2020-08-04 12:00:00","2023/12/31 23:59:59","10101","アニメ プリンセスコネクト！Re:Dive 1 封入特典","1","0"
"101","2020-09-03 19:00:00","2023/12/31 23:59:59","10102","アニメ プリンセスコネクト！Re:Dive 2 封入特典","1","0"
"101","2020-10-01 17:00:00","2023/12/31 23:59:59","10103","アニメ プリンセスコネクト！Re:Dive 3 封入特典","1","0"
"101","2020-11-05 12:00:00","2023/12/31 23:59:59","10104","アニメ プリンセスコネクト！Re:Dive 4 封入特典","1","0"
"102","2022-03-21 00:00:00","2026/12/31 23:59:59","10201","アニメ プリコネ！Re:Dive Season2 1巻 購入特典","1","0"
"102","2022-04-18 00:00:00","2026/12/31 23:59:59","10202","アニメ プリコネ！Re:Dive Season2 2巻 購入特典","1","0"
"102","2022-05-16 00:00:00","2026/12/31 23:59:59","10203","アニメ プリコネ！Re:Dive Season2 3巻 購入特典","1","0"
"201","2021-05-19 00:00:00","2022/05/19 23:59:59","20101","週刊ファミ通6月3日号（5月20日発売） 封入特典","1","0"
"202","2021-07-30 00:00:00","2030/07/30 23:59:59","20201","公式アートワークス Vol.3 発売記念アイテム","1","0"
"203","2023-01-15 15:00:00","2024/01/31 23:59:59","20301","プリコネフェス2023　リアルガチャ","3","1"
"203","2023-01-15 15:00:00","2024/01/31 23:59:59","20302","プリコネフェス2023　リアルガチャ","3","1"
"203","2023-01-15 15:00:00","2024/01/31 23:59:59","20303","プリコネフェス2023　リアルガチャ","3","1"
"203","2023-01-15 15:00:00","2024/01/31 23:59:59","20304","プリコネフェス2023　リアルガチャ","3","1"
"203","2023-01-15 15:00:00","2024/01/31 23:59:59","20305","プリコネフェス2023　リアルガチャ","3","1"
"203","2023-01-15 15:00:00","2024/01/31 23:59:59","20306","プリコネフェス2023　リアルガチャ","3","1"
"203","2023-01-15 15:00:00","2024/01/31 23:59:59","20307","プリコネフェス2023　リアルガチャ","3","1"
"203","2023-01-15 15:00:00","2024/01/31 23:59:59","20308","プリコネフェス2023　リアルガチャ","3","1"
"203","2023-01-15 15:00:00","2024/01/31 23:59:59","20309","プリコネフェス2023　リアルガチャ","3","1"
"203","2023-01-15 15:00:00","2024/01/31 23:59:59","20310","プリコネフェス2023　リアルガチャ","3","1"
"203","2023-01-15 15:00:00","2024/01/31 23:59:59","20311","プリコネフェス2023　リアルガチャ","3","1"
"203","2023-01-15 15:00:00","2024/01/31 23:59:59","20312","プリコネフェス2023　リアルガチャ","3","1"
"203","2023-01-15 15:00:00","2024/01/31 23:59:59","20313","プリコネフェス2023　リアルガチャ","3","1"
"203","2023-01-15 15:00:00","2024/01/31 23:59:59","20314","プリコネフェス2023　リアルガチャ","3","1"
"203","2023-01-15 15:00:00","2024/01/31 23:59:59","20315","プリコネフェス2023　リアルガチャ","3","1"
"203","2023-01-15 15:00:00","2024/01/31 23:59:59","20316","プリコネフェス2023　リアルガチャ","3","1"
"203","2023-01-15 15:00:00","2024/01/31 23:59:59","20317","プリコネフェス2023　リアルガチャ","3","1"
"204","2024-02-14 00:00:00","2025/02/13 23:59:59","20401","キャラクターソングアルバムVol.5 購入特典","1","0"
"205","2024-02-14 00:00:00","2025/02/13 23:59:59","20501","サウンドトラックVol.6 購入特典","1","0"
