bfd75ce74e0b9c449ac8e96f5c8926c55ad1ca08f28698d9561c86644b28da69,ffe234d055af50aa2669a5c27f69c21ed156fee01d2d3fc9213da5f08ecf3ff0,bd6fcb69d23ff7d81d899e505e936df0e3b7194a3546f5f84f7e74663022d6ca,0db659fc627b4a528eb4f22cfa047811f31c1d1ce601b20fe5690a2b80c594de,63b6329d716b822c5208908299363bf0f8440cb4ed1e0ec100c1aae86a02a649,a99981674e4dc9b48aa8781744129bfcd4ae7439ab203a3ebe454ad0a85081fe,91529198d282657bc572b3772f31628a610fed213d3328020879a9ef67528c0f,793816d7d544990e2fa3f21b24e9445d9b81a112906ea709da53ab1910015170,cf113b9ebcbcfc62dfe4f2ed593d37be4204404ce575c1f6e1a038a31df04fb9,5df53efd4428f1531b17b4f57759eb0a1649795e12a07632cde5795b66c0dd98,d6650bdd55ea0fe2ec9d234af90bb203e8ff76627b071e6e8fa1ce9b2421a761,154713d6c6c1c0c09a8b8d3b60056bb4eadb775d3da7ef5aeae507fc23677f86,4f749c45bb68347c63e66d7b8da63aa3b8fda5d9a1853ca52a98e1705d5b6ec1,c70a2800e884ab9d283cd94d16535eba259245766a932d20c3d763e174ff6aa4,236136eeaf8695f456a1c7f50a264425da339ffee3e6be3f6b4ba4de4b57bc95
"0","0","11","111","112","113","0","0","2816","0","2022/02/15 5:00:00","1","1","540","100"
"0","0","21","211","212","213","0","0","2816","0","2022/02/16 5:00:00","2","1","493","100"
"0","0","31","311","312","313","0","0","2816","0","2022/02/17 5:00:00","3","1","458","100"
"0","0","41","411","412","413","0","0","2816","0","2022/02/18 5:00:00","4","1","420","100"
"0","0","51","511","512","513","0","0","2816","0","2022/02/19 5:00:00","5","1","380","100"
"0","0","61","611","612","613","0","0","2816","0","2022/02/20 5:00:00","6","1","340","100"
"1","0","71","711","712","713","0","0","2816","0","2022/02/21 5:00:00","7","1","430","100"
"1","0","81","811","812","813","0","0","2816","0","2022/02/22 5:00:00","8","1","402","100"
"1","0","91","911","912","913","0","0","2816","0","2022/02/23 5:00:00","9","1","302","100"
"1","0","101","1011","1012","1013","0","0","2816","0","2022/02/24 5:00:00","10","1","264","100"
"1","0","111","1111","1112","1113","0","0","2816","0","2022/02/25 5:00:00","11","1","225","100"
"1","0","121","1211","1212","1213","0","0","2816","0","2022/02/26 5:00:00","12","1","328","100"
"1","0","131","1311","1312","1313","0","0","2816","0","2022/02/27 5:00:00","13","1","280","100"
"1","0","141","1411","1412","1413","0","0","2816","0","2022/02/28 5:00:00","14","1","269","100"
"1","0","151","1511","1512","1513","0","0","2816","0","2022/03/01 5:00:00","15","1","180","100"
"1","0","161","1611","1612","1613","0","0","2816","0","2022/03/02 5:00:00","16","1","138","100"
"1","0","171","1711","1712","1713","0","0","2816","0","2022/03/03 5:00:00","17","1","97","100"
"1","0","181","1811","1812","1813","0","0","2816","0","2022/03/04 5:00:00","18","1","56","100"
"1","0","191","1911","1912","1913","0","0","2816","0","2022/03/05 5:00:00","19","1","150","100"
"1","0","201","2011","2012","2013","0","0","2816","0","2022/03/06 5:00:00","20","1","100","100"
"1","0","211","2111","2112","2113","0","0","2816","0","2022/03/07 5:00:00","21","1","15","100"
"1","0","221","2211","2212","2213","0","0","2816","0","2022/03/08 5:00:00","22","1","-25","100"
"1","0","231","2311","2312","2313","0","0","2816","0","2022/03/09 5:00:00","23","1","-66","100"
"1","0","241","2411","2412","2413","0","0","2816","0","2022/03/10 5:00:00","24","1","-107","100"
"1","0","251","2511","2512","2513","0","0","2816","0","2022/03/11 5:00:00","25","1","-149","100"
"1","0","261","2611","2612","2613","0","0","2816","0","2022/03/12 5:00:00","26","1","-188","100"
"1","0","271","2711","2712","2713","0","0","2816","0","2022/03/13 5:00:00","27","1","-96","100"
"1","0","281","2811","2812","2813","0","0","2816","0","2022/03/14 5:00:00","28","1","-133","100"
"1","0","291","2911","2912","2913","0","0","2816","0","2022/03/15 5:00:00","29","1","-174","100"
"1","0","301","3011","3012","3013","0","0","2816","0","2022/03/16 5:00:00","30","1","-230","100"
"1","0","311","3111","3112","3113","0","0","2816","0","2022/03/17 5:00:00","31","1","-272","100"
"1","0","321","3211","3212","3213","0","0","2816","0","2022/03/18 5:00:00","32","1","-313","100"
"1","0","331","3311","3312","3313","0","0","2816","0","2022/03/19 5:00:00","33","1","-240","100"
"1","0","341","3411","3412","3413","0","0","2816","0","2022/03/20 5:00:00","34","1","-260","100"
"1","0","351","3511","3512","3513","0","0","2816","0","2022/03/21 5:00:00","35","1","-280","100"
"1","0","361","3611","3612","3613","0","0","2816","0","2022/03/22 5:00:00","36","1","-354","100"
"1","0","371","3711","3712","3713","0","0","2816","0","2022/03/23 5:00:00","37","1","-395","100"
"1","0","381","3811","3812","3813","0","0","2816","0","2022/03/24 5:00:00","38","1","-436","100"
"1","0","391","3911","3912","3913","0","0","2816","0","2022/03/25 5:00:00","39","1","-477","100"
"1","0","401","4011","4012","4013","0","0","2816","0","2022/03/26 5:00:00","40","1","-400","100"
"1","0","411","4111","4112","4113","0","0","2816","0","2022/03/27 5:00:00","41","1","-438","100"
"1","0","421","4211","4212","4213","0","0","2816","0","2022/03/28 5:00:00","42","1","0","100"
"2","0","431","4311","4312","4313","0","0","2816","0","2022/03/29 5:00:00","43","2","371","200"
"2","0","441","4411","4412","4413","0","0","2816","0","2022/03/30 5:00:00","44","2","343","200"
"2","0","451","4511","4512","4513","0","105801","2816","9105803","2022/03/31 5:00:00","45","2","260","200"
"2","0","461","4611","4612","4613","0","0","2816","0","2022/04/01 5:00:00","46","2","313","200"
"2","0","471","4711","4712","4713","0","0","2816","0","2022/04/02 5:00:00","47","2","285","200"
"2","0","481","4811","4812","4813","0","102001","2816","9102003","2022/04/03 5:00:00","48","2","260","200"
"2","0","491","4911","4912","4913","0","0","2816","0","2022/04/04 5:00:00","49","2","257","200"
"2","0","501","5011","5012","5013","0","100201","2816","9100203","2022/04/05 5:00:00","50","2","173","200"
"2","0","511","5111","5112","5113","0","0","2816","0","2022/04/06 5:00:00","51","2","227","200"
"2","0","521","5211","5212","5213","0","105501","2816","9105503","2022/04/07 5:00:00","52","2","57","200"
"2","0","531","5311","5312","5313","0","0","2816","0","2022/04/08 5:00:00","53","2","197","200"
"2","0","541","5411","5412","5413","0","0","2816","0","2022/04/09 5:00:00","54","2","169","200"
"2","0","551","5511","5512","5513","0","101601","2816","9101603","2022/04/10 5:00:00","55","2","-55","200"
"2","0","561","5611","5612","5613","0","0","2816","0","2022/04/11 5:00:00","56","2","141","200"
"2","0","571","5711","5712","5713","0","0","2816","0","2022/04/12 5:00:00","57","2","111","200"
"2","0","581","5811","5812","5813","0","0","2816","0","2022/04/13 5:00:00","58","2","81","200"
"2","0","591","5911","5912","5913","0","0","2816","0","2022/04/14 5:00:00","59","2","53","200"
"2","0","601","6011","6012","6013","0","0","2816","0","2022/04/15 5:00:00","60","2","-180","200"
"2","0","611","6111","6112","6113","0","0","2816","0","2022/04/16 5:00:00","61","2","-210","200"
"2","0","621","6211","6212","6213","0","106701","2816","9106703","2022/04/17 5:00:00","62","2","-221","200"
"2","0","631","6311","6312","6313","0","0","2816","0","2022/04/18 5:00:00","63","2","24","200"
"2","0","641","6411","6412","6413","0","0","2816","0","2022/04/19 5:00:00","64","2","-6","200"
"2","0","651","6511","6512","6513","0","0","2816","0","2022/04/20 5:00:00","65","2","-33","200"
"2","0","661","6611","6612","6613","0","0","2816","0","2022/04/21 5:00:00","66","2","-63","200"
"2","0","671","6711","6712","6713","0","0","2816","0","2022/04/22 5:00:00","67","2","-91","200"
"2","0","681","6811","6812","6813","0","0","2816","0","2022/04/23 5:00:00","68","2","-121","200"
"2","0","691","6911","6912","6913","0","0","2816","0","2022/04/24 5:00:00","69","2","-150","200"
"2","0","701","7011","7012","7013","0","0","2816","0","2022/04/25 5:00:00","70","2","-180","200"
"2","0","711","7111","7112","7113","0","0","2816","0","2022/04/26 5:00:00","71","2","-208","200"
"2","0","721","7211","7212","7213","0","0","2816","0","2022/04/27 5:00:00","72","2","-236","200"
"2","0","731","7311","7312","7313","0","0","2816","0","2022/04/28 5:00:00","73","2","-266","200"
"2","0","741","7411","7412","7413","0","0","2816","0","2022/04/29 5:00:00","74","2","-295","200"
"2","1","751","7511","7512","7513","0","0","2816","0","2022/04/30 5:00:00","75","2","-360","200"
"3","0","761","7611","7612","7613","0","0","2816","0","2022/05/01 5:00:00","76","1","344","100"
"3","0","771","7711","7712","7713","0","0","2816","0","2022/05/02 5:00:00","77","1","306","100"
"3","0","781","7811","7812","7813","0","0","2816","0","2022/05/03 5:00:00","78","1","390","100"
"3","0","791","7911","7912","7913","0","0","2816","0","2022/05/04 5:00:00","79","1","267","100"
"3","0","801","8011","8012","8013","0","104401","2816","9104403","2022/05/05 5:00:00","80","1","254","100"
"3","0","811","8111","8112","8113","0","0","2816","0","2022/05/06 5:00:00","81","1","230","100"
"3","0","821","8211","8212","8213","0","0","2816","0","2022/05/07 5:00:00","82","1","192","100"
"3","0","831","8311","8312","8313","0","0","2816","0","2022/05/08 5:00:00","83","1","284","100"
"3","0","841","8411","8412","8413","0","0","2816","0","2022/05/09 5:00:00","84","1","153","100"
"3","0","851","8511","8512","8513","0","102301","2816","9102303","2022/05/10 5:00:00","85","1","0","100"
"3","0","861","8611","8612","8613","0","105901","2816","9105903","2022/05/11 5:00:00","86","1","-207","100"
"3","0","871","8711","8712","8713","0","0","2816","0","2022/05/12 5:00:00","87","1","116","100"
"3","0","881","8811","8812","8813","0","0","2816","0","2022/05/13 5:00:00","88","1","78","100"
"3","0","891","8911","8912","8913","0","0","2816","0","2022/05/14 5:00:00","89","1","173","100"
"3","0","901","9011","9012","9013","0","0","2816","0","2022/05/15 5:00:00","90","1","145","100"
"3","0","911","9111","9112","9113","0","0","2816","0","2022/05/16 5:00:00","91","1","40","100"
"3","0","921","9211","9212","9213","0","0","2816","0","2022/05/17 5:00:00","92","1","0","100"
"3","0","931","9311","9312","9313","0","0","2816","0","2022/05/18 5:00:00","93","1","-36","100"
"3","0","941","9411","9412","9413","0","0","2816","0","2022/05/19 5:00:00","94","1","-75","100"
"3","0","951","9511","9512","9513","0","0","2816","0","2022/05/20 5:00:00","95","1","-111","100"
"3","0","961","9611","9612","9613","0","0","2816","0","2022/05/21 5:00:00","96","1","-113","100"
"3","0","971","9711","9712","9713","0","0","2816","0","2022/05/22 5:00:00","97","1","-150","100"
"3","0","981","9811","9812","9813","0","0","2816","0","2022/05/23 5:00:00","98","1","-226","100"
"3","0","991","9911","9912","9913","0","0","2816","0","2022/05/24 5:00:00","99","1","0","100"
"3","0","1001","10011","10012","10013","0","0","2816","0","2022/05/25 5:00:00","100","1","-70","100"
"3","0","1011","10111","10112","10113","0","0","2816","0","2022/05/26 5:00:00","101","1","-171","100"
"3","0","1021","10211","10212","10213","0","0","2816","0","2022/05/27 5:00:00","102","1","-263","100"
"3","0","1031","10311","10312","10313","0","0","2816","0","2022/05/28 5:00:00","103","1","-302","100"
"3","0","1041","10411","10412","10413","0","0","2816","0","2022/05/29 5:00:00","104","1","-245","100"
"3","0","1051","10511","10512","10513","0","0","2816","0","2022/05/30 5:00:00","105","1","-318","100"
"3","1","1061","10611","10612","10613","0","0","2816","0","2022/05/31 5:00:00","106","1","-348","100"
"4","0","1071","10711","10712","10713","0","0","2816","0","2022/06/01 5:00:00","107","0","328","300"
"4","0","1081","10811","10812","10813","0","0","2816","0","2022/06/02 5:00:00","108","0","287","300"
"4","0","1091","10911","10912","10913","0","104201","2816","9104203","2022/06/03 5:00:00","109","0","220","300"
"4","0","1101","11011","11012","11013","0","0","2816","0","2022/06/04 5:00:00","110","0","360","300"
"4","0","1111","11111","11112","11113","0","0","2816","0","2022/06/05 5:00:00","111","0","324","300"
"4","0","1121","11211","11212","11213","0","104001","2816","9104003","2022/06/06 5:00:00","112","0","110","300"
"4","0","1131","11311","11312","11313","0","0","2816","0","2022/06/07 5:00:00","113","0","246","300"
"4","0","1141","11411","11412","11413","0","0","2816","0","2022/06/08 5:00:00","114","0","205","300"
"4","0","1151","11511","11512","11513","0","102101","2816","9102103","2022/06/09 5:00:00","115","0","-70","300"
"4","0","1161","11611","11612","11613","0","0","2816","0","2022/06/10 5:00:00","116","0","334","300"
"4","0","1171","11711","11712","11713","0","0","2816","0","2022/06/11 5:00:00","117","0","280","300"
"4","0","1181","11811","11812","11813","0","0","2816","0","2022/06/12 5:00:00","118","0","164","300"
"4","0","1191","11911","11912","11913","0","0","2816","0","2022/06/13 5:00:00","119","0","123","300"
