7af411ccaf9b5ea0659279b1fa7204274523094203bb8d358d3f0903aef8c9e5,4c2a3f182fb8d8c7024c2389542d5964d0a9e9c27c2a2c2648af9eb8055ec8ea,6827c3f8f6c35706828e6d25e647c36427fa509a3023f4f4fb0ce5ee9e1075f2,2df1487f4fee28a922c2e44a506f4acd7a49a16a245f5daead8e4136acf18ca2,807c919b681e54c7204b222f60a2238dc7dbb91b9b16791244bb24c190469f96,e335ba83a101e59cac35cb8228e8eb8c326c5f44bce33db8c9bdd1ba3ecce0dc,15f69e0b2ba93b3facc94c9cb763bb0496a84b9e7abce1eb7be954212def1256,a95827d111c272ea71c379d54689919f9a2d33e273b99f5d01f33c7e50d97a61,a63f7298f097c75e1bba280f304e645a8683e7d3c9ba8b543e4e22b3863edbeb,0d9ae094c5c791bb43e8b23fd80f7c7defb7d9e6c8047e9d7de99bb9b927646c,f800ee625887d83b44a7db89ede983c0495732865c31bce7687a8cb8a8b42068,bd86a7e9d0fba8d545dd6c511b334c919ff0aaed0794cd25cc537536ba034ecc,56a69f650176d9feb5e202c7be49ed6d2d4ef100533bac7804cdf01826e4e17f,9da961d2aff44c6254642275a87fd4ebb3fa3b4ecd25210dd57f9614df8668de
"0","クローチェ","1","2002","126401","10001","2023/06/30 12:00:00","1","-470","2","1","いらっしゃいませっ♪\nキャラバンコインを使って\n買い物ができますよっ！","1.47","2023/09/22 14:59:59"
"0","クローチェ","2","2002","126401","10002","2023/06/30 12:00:00","2","-470","1","1","素敵な品が揃ってるので\nたーっくさん買っていって\nくださいねっ♪","2.15","2023/09/22 14:59:59"
"0","ライラエル","2","2002","126501","10003","2023/06/30 12:00:00","1","-470","2","1","ショップへようこそ\nキャラバンコインはこちら\nで買い物に使えますよ","0","2023/09/22 14:59:59"
"0","ライラエル","1","2002","126501","10004","2023/06/30 12:00:00","2","-470","1","1","こちらのショップで\n買い物をして、素敵な\n旅を楽しんでくださいね","0","2023/09/22 14:59:59"
"0","リンド","2","2002","127702","10005","2023/09/15 15:00:00","1","-470","2","2","いらっしゃいませ\nキャラバンコインを使って\nお買い物ができますよ","0","2023/12/22 14:59:59"
"0","リンド","2","2002","127702","10006","2023/09/15 15:00:00","2","-470","2","2","ショップの掃除は完璧です\n姫さま直営のお店として\n当然のことですから","0","2023/12/22 14:59:59"
"0","ヴルム","1","2002","127802","10007","2023/09/15 15:00:00","1","-470","1","2","ショップへようこそ\nキャラバンコインと品物を\n交換できるんで、よければ","0","2023/12/22 14:59:59"
"0","ヴルム","2","2002","127802","10008","2023/09/15 15:00:00","2","-470","1","2","なんで店番なんか…\nま、やりますけど\n好きな品物をどうぞ","6.5","2023/12/22 14:59:59"
"0","アネモネ","2","2002","129602","10009","2023/12/15 15:00:00","1","-470","1","3","──いらっしゃいませ\n買い物しても、いいですよ\nキャラバンコインがあれば","0","2024/03/22 14:59:59"
"0","アネモネ","2","2002","129602","10010","2023/12/15 15:00:00","2","-470","1","3","──もっと笑顔がほしい？\nいくらコインを積まれても\n売れない物はありますから","0","2024/03/22 14:59:59"
"0","ネフィ=ネラ","1","2002","129701","10011","2023/12/15 15:00:00","1","-470","1","3","ようこそおいでなんし\nキャラバンコインをこちら\nで交換して進ぜんしょう","0","2024/03/22 14:59:59"
"0","ネフィ=ネラ","2","2002","129701","10012","2023/12/15 15:00:00","2","-470","1","3","ところで、お前さまは\nいくらで贖えるのか喃？\n──フフ、冗談でありんす","6.2","2024/03/22 14:59:59"
"0","カノン","3","2002","130301","10013","2024/03/15 15:00:00","1","-470","5","4","い、いらっしゃいませっ！\n…くっ…このあたくし様が\n店番なんて…屈辱ですわっ","3.1","2024/06/22 14:59:59"
"0","カノン","3","2002","130301","10014","2024/03/15 15:00:00","2","-470","2","4","あら、あたくしをご所望？\nお生憎様、そんな小銭では\n…買えちゃうんですの！？","6.15","2024/06/22 14:59:59"
"0","ナーナ","2","2002","130401","10015","2024/03/15 15:00:00","1","-470","2","4","いらっしゃいませ～♪\nきゃらばんこいん？を\n交換できるんだってー","0","2024/06/22 14:59:59"
"0","ナーナ","2","2002","130401","10016","2024/03/15 15:00:00","2","-470","1","4","甘いのくれたら、\nお礼にナーナの拾った\n松ぼっくりあげちゃうよ！","3.35","2024/06/22 14:59:59"
"0","ホウオウ","1","2002","130502","10017","2024/06/15 15:00:00","1","-470","1","5","ショップへようこそ\nこの鳳凰が、皆さんに\n祝福を差し上げましょう","0","2024/09/22 14:59:59"
"0","ホウオウ","2","2002","130502","10018","2024/06/15 15:00:00","2","-470","1","5","ほーちゃんと呼ぶ権利は\n売っていませんよ？\n騎士さんへの、特別です！","3.18","2024/09/22 14:59:59"
"0","ホウオウ","4","2002","130503","10019","2024/06/15 15:00:00","3","-470","4","5","うﾞぇぇえんっ！まﾞだごの\n格好になっぢゃいまじだ！\n寄付をお願いじまず～っ！","0","2024/09/22 14:59:59"
"0","ネア","1","2002","123301","10020","2024/06/15 15:00:00","1","-470","2","5","おっすー♪\nなんでも交換してけー\nカリザきゅん以外で","4.9","2024/09/22 14:59:59"
"0","ネア","1","2002","123301","10021","2024/06/15 15:00:00","2","-470","2","5","ところで、騎士きゅんは\nおいくら万ルピ？\nジョーダンぬ・き・で♡","4.8","2024/09/22 14:59:59"
