bc00dfeea79c7ee1a40e2fa4b3911b13f877de0df62e75c796b5ac7e45ca01d1,91f46948b85dc956e523dbfe6ae542c47fd9ca7e0643ca3ec8def16cebeefb74,4f3550725833dc875ccff3b7aac963b5a6ac64f7cb7956f388886ffcb79ceeea,a18c90d67d7b910cd473f983f01cfdcb655120fef2381f86c7d753a165eeeed8,9fd3f3cdac06596716bd270630ab7dd1c9393b360185b6660d1ae4d88dfb44e5,25f6a4d650379375db69d9f5cfc4057026b68eabb79e0dad609867640631c207,31cee1145466cf2b4c552e20b9800aa097b12764b6104cba2bfbd9b6f7e4f320,1bb16a80f39723a7e99336aab923109f96e0ac85dd921cba0096661df63ebd0d
"21952","1","1","20000","1","2","96001","1"
"21904","2","1","10000","1","2","96001","1"
"41000","3","1","10000","1","2","96001","1"
"31803","4","5","2000","5","2","96001","1"
"31215","5","5","1500","5","2","96001","1"
"31210","6","5","1500","5","2","96001","1"
"31211","7","5","1500","5","2","96001","1"
"90005","8","5","1250","10","2","96001","1"
"140001","9","10","500","20","4","96001","1"
"25001","10","5","500","10","2","96001","1"
"150003","11","5","100","5","4","96001","1"
"150004","12","5","130","5","4","96001","1"
"150005","13","5","150","5","4","96001","1"
"150006","14","5","180","5","4","96001","1"
"150007","15","5","200","5","4","96001","1"
"150008","16","5","230","5","4","96001","1"
"20004","17","100","500","5","2","96001","1"
"22003","18","100","200","5","2","96001","1"
"20004","19","100","1000","0","2","96001","1"
"22003","20","100","400","0","2","96001","1"
"21952","21","1","20000","1","2","96002","2"
"21904","22","1","10000","1","2","96002","2"
"41000","23","1","10000","1","2","96002","2"
"31233","24","5","1500","5","2","96002","2"
"31229","25","5","1500","5","2","96002","2"
"31225","26","5","1500","5","2","96002","2"
"90005","27","5","1250","10","2","96002","2"
"140001","28","10","500","20","4","96002","2"
"25001","29","5","500","10","2","96002","2"
"150003","30","5","100","5","4","96002","2"
"150004","31","5","130","5","4","96002","2"
"150005","32","5","150","5","4","96002","2"
"150006","33","5","180","5","4","96002","2"
"150007","34","5","200","5","4","96002","2"
"150008","35","5","230","5","4","96002","2"
"20004","36","100","500","5","2","96002","2"
"22003","37","100","200","5","2","96002","2"
"20004","38","100","1000","0","2","96002","2"
"22003","39","100","400","0","2","96002","2"
"21952","40","1","20000","1","2","96003","3"
"21905","41","1","10000","1","2","96003","3"
"41000","42","1","10000","1","2","96003","3"
"31805","43","5","2000","5","2","96003","3"
"31240","44","5","1500","5","2","96003","3"
"31238","45","5","1500","5","2","96003","3"
"31236","46","5","1500","5","2","96003","3"
"90005","47","10","2500","5","2","96003","3"
"140001","48","50","2500","5","4","96003","3"
"25001","49","5","500","5","2","96003","3"
"150003","50","30","500","5","4","96003","3"
"150004","51","30","650","5","4","96003","3"
"150005","52","30","750","5","4","96003","3"
"150006","53","30","900","5","4","96003","3"
"150007","54","30","1000","5","4","96003","3"
"150008","55","30","1150","5","4","96003","3"
"20004","56","500","2500","5","2","96003","3"
"22003","57","500","1000","5","2","96003","3"
"20004","58","100","1000","0","2","96003","3"
"22003","59","100","400","0","2","96003","3"
"21952","60","1","20000","1","2","96004","4"
"21905","61","1","10000","1","2","96004","4"
"41000","62","1","10000","2","2","96004","4"
"31807","63","5","2000","5","2","96004","4"
"31245","64","5","1500","5","2","96004","4"
"31248","65","5","1500","5","2","96004","4"
"31250","66","5","1500","5","2","96004","4"
"31091","67","5","1500","5","2","96004","4"
"90005","68","10","2500","5","2","96004","4"
"140001","69","50","2500","10","4","96004","4"
"25001","70","10","1000","10","2","96004","4"
"150003","71","30","500","5","4","96004","4"
"150004","72","30","650","5","4","96004","4"
"150005","73","30","750","5","4","96004","4"
"150006","74","30","900","5","4","96004","4"
"150007","75","30","1000","5","4","96004","4"
"150008","76","30","1150","5","4","96004","4"
"150009","77","30","1300","5","4","96004","4"
"20004","78","500","2500","5","2","96004","4"
"22003","79","500","1000","5","2","96004","4"
"20004","80","100","1000","0","2","96004","4"
"22003","81","100","400","0","2","96004","4"
"25101","82","1","20000","1","2","96005","5"
"21952","83","1","20000","1","2","96005","5"
"21905","84","1","10000","1","2","96005","5"
"41000","85","1","10000","2","2","96005","5"
"31200","86","5","1500","5","2","96005","5"
"31253","87","5","1500","5","2","96005","5"
"31255","88","5","1500","5","2","96005","5"
"31256","89","5","1500","5","2","96005","5"
"90005","90","10","2500","5","2","96005","5"
"140001","91","50","2500","10","4","96005","5"
"25001","92","10","1000","10","2","96005","5"
"150003","93","30","500","5","4","96005","5"
"150004","94","30","650","5","4","96005","5"
"150005","95","30","750","5","4","96005","5"
"150006","96","30","900","5","4","96005","5"
"150007","97","30","1000","5","4","96005","5"
"150008","98","30","1150","5","4","96005","5"
"150009","99","30","1300","5","4","96005","5"
"20004","100","500","2500","5","2","96005","5"
"22003","101","500","1000","5","2","96005","5"
"20004","102","100","1000","0","2","96005","5"
"22003","103","100","400","0","2","96005","5"
"25101","104","1","20000","1","2","96006","6"
"21952","105","1","20000","1","2","96006","6"
"21905","106","1","10000","1","2","96006","6"
"41000","107","1","10000","2","2","96006","6"
"31262","108","5","1500","5","2","96006","6"
"31266","109","5","1500","5","2","96006","6"
"31269","110","5","1500","5","2","96006","6"
"31271","111","5","1500","5","2","96006","6"
"90005","112","10","2500","5","2","96006","6"
"140001","113","50","2500","10","4","96006","6"
"25001","114","10","1000","10","2","96006","6"
"150003","115","30","500","5","4","96006","6"
"150004","116","30","650","5","4","96006","6"
"150005","117","30","750","5","4","96006","6"
"150006","118","30","900","5","4","96006","6"
"150007","119","30","1000","5","4","96006","6"
"150008","120","30","1150","5","4","96006","6"
"150009","121","30","1300","5","4","96006","6"
"20004","122","500","2500","5","2","96006","6"
"22003","123","500","1000","5","2","96006","6"
"20004","124","100","1000","0","2","96006","6"
"22003","125","100","400","0","2","96006","6"
"25101","126","1","20000","1","2","96007","7"
"21952","127","1","20000","1","2","96007","7"
"21905","128","1","10000","1","2","96007","7"
"41000","129","1","10000","2","2","96007","7"
"31272","130","5","1500","5","2","96007","7"
"31808","131","5","2000","5","2","96007","7"
"31275","132","5","1500","5","2","96007","7"
"90005","133","10","2500","5","2","96007","7"
"140001","134","50","2500","10","4","96007","7"
"25001","135","10","1000","10","2","96007","7"
"150003","136","30","500","5","4","96007","7"
"150004","137","30","650","5","4","96007","7"
"150005","138","30","750","5","4","96007","7"
"150006","139","30","900","5","4","96007","7"
"150007","140","30","1000","5","4","96007","7"
"150008","141","30","1150","5","4","96007","7"
"150009","142","30","1300","5","4","96007","7"
"20004","143","500","2500","5","2","96007","7"
"22003","144","500","1000","5","2","96007","7"
"20004","145","100","1000","0","2","96007","7"
"22003","146","100","400","0","2","96007","7"
"25101","147","1","20000","1","2","96008","8"
"21952","148","1","20000","1","2","96008","8"
"21905","149","1","10000","1","2","96008","8"
"41000","150","1","10000","2","2","96008","8"
"31279","151","5","1500","5","2","96008","8"
"31809","152","5","2000","5","2","96008","8"
"31284","153","5","1500","5","2","96008","8"
"31285","154","5","1500","5","2","96008","8"
"31289","155","5","1500","5","2","96008","8"
"31287","156","5","1500","5","2","96008","8"
"31293","157","5","1500","5","2","96008","8"
"90005","158","10","2500","5","2","96008","8"
"140001","159","50","2500","10","4","96008","8"
"25001","160","10","1000","10","2","96008","8"
"150003","161","30","500","5","4","96008","8"
"150004","162","30","650","5","4","96008","8"
"150005","163","30","750","5","4","96008","8"
"150006","164","30","900","5","4","96008","8"
"150007","165","30","1000","5","4","96008","8"
"150008","166","30","1150","5","4","96008","8"
"150009","167","30","1300","5","4","96008","8"
"20004","168","500","2500","5","2","96008","8"
"22003","169","500","1000","5","2","96008","8"
"20004","170","100","1000","0","2","96008","8"
"22003","171","100","400","0","2","96008","8"
"25101","172","1","20000","1","2","96009","9"
"21952","173","1","20000","1","2","96009","9"
"21905","174","1","10000","1","2","96009","9"
"41000","175","1","10000","2","2","96009","9"
"31298","176","5","1500","5","2","96009","9"
"31181","177","5","2000","5","2","96009","9"
"31307","178","5","1500","5","2","96009","9"
"31310","179","5","1500","5","2","96009","9"
"90005","180","10","2500","5","2","96009","9"
"140001","181","50","2500","10","4","96009","9"
"25001","182","10","1000","10","2","96009","9"
"150003","183","30","500","5","4","96009","9"
"150004","184","30","650","5","4","96009","9"
"150005","185","30","750","5","4","96009","9"
"150006","186","30","900","5","4","96009","9"
"150007","187","30","1000","5","4","96009","9"
"150008","188","30","1150","5","4","96009","9"
"150009","189","30","1300","5","4","96009","9"
"20004","190","500","2500","5","2","96009","9"
"22003","191","500","1000","5","2","96009","9"
"20004","192","100","1000","0","2","96009","9"
"22003","193","100","400","0","2","96009","9"
"25101","194","1","20000","1","2","96010","10"
"21952","195","1","20000","1","2","96010","10"
"21905","196","1","10000","1","2","96010","10"
"41000","197","1","10000","2","2","96010","10"
"31182","198","5","2000","5","2","96010","10"
"31312","199","5","1500","5","2","96010","10"
"31316","200","5","1500","5","2","96010","10"
"31317","201","5","1500","5","2","96010","10"
"90005","202","10","2500","5","2","96010","10"
"140001","203","50","2500","10","4","96010","10"
"25001","204","10","1000","10","2","96010","10"
"150003","205","30","500","5","4","96010","10"
"150004","206","30","650","5","4","96010","10"
"150005","207","30","750","5","4","96010","10"
"150006","208","30","900","5","4","96010","10"
