0072c6eef772a0e8049ad643fcee24bd453b44c9ff38cc6bd430a77912b1be20,287864d7c5922207f28d758c5cbdbf4a472357b501267366080832b23104a4ac,8d48614d6b3d4bb594d1e7dd7b9317bc2409f1a7557c4f5016f9434dbae9e326,26953683d66b0e0b38934149e06e1a3d4134b6625aa27d165eeb154f71f95563,b610149091595ed13cf3b7c75c12f35e0f0eba6173595cf7f1c0fe82da15c758,c163c41b18dd0107c4ffd0165b5f23d2f122bdc8b54e486ea3d2c8fd71bad701,50eb97e57e8d5b4573e01298bd755a585a9b33391ad00e9641f2380072960c87,3323225570eb6b773d988c6855b54858ab0cae2b3ae1699178a2e2d8c0807eab,ae51653a7463f2a2a8da79e1dc620636c95dcd893cca14889d4cc549f950fc38,6af94fa22c30edd5bd94f6e1a18a6eda053185089b74edb5065f6d85e0508439
"101","111","0","0","25101","0","2","0","5000000","3"
"201","211","0","0","25101","0","2","0","5000000","3"
"301","311","0","0","25101","0","2","0","5500000","2"
"401","411","0","0","25101","0","2","0","5500000","2"
"501","511","0","0","25101","0","2","0","6000000","3"
"601","611","0","0","25101","0","2","0","6000000","2"
"701","711","0","0","25101","0","2","0","6500000","2"
"801","811","0","0","25101","0","2","0","6500000","2"
"901","911","0","0","25101","0","2","0","7000000","3"
"1001","1011","0","0","25101","0","2","0","7000000","2"
"1101","1111","0","0","25101","1112","2","0","7500000","2"
"1201","1211","0","0","25101","1212","2","0","7500000","2"
"1301","1311","0","0","25101","0","2","0","8000000","3"
"1401","1411","0","0","25101","0","2","0","8000000","2"
"1501","1511","0","0","25101","0","2","0","8500000","2"
"1601","1611","0","0","25101","0","2","0","8500000","2"
"1701","1711","0","0","25101","0","2","0","9000000","3"
"1801","1811","0","0","25101","1812","2","0","9000000","2"
"1901","1911","0","0","25101","0","2","0","9500000","2"
"2001","2011","0","0","25101","0","2","0","9500000","2"
"2101","2111","0","0","25101","0","2","0","10000000","3"
"2201","2211","0","0","25101","0","2","0","10000000","2"
"2301","2311","0","0","25101","0","2","0","10500000","2"
"2401","2411","0","0","25101","0","2","0","10500000","2"
"2501","2511","0","0","25101","0","2","0","11000000","3"
"2601","2611","0","0","25101","2612","2","0","11000000","2"
"2701","2711","0","0","25101","2712","2","0","11500000","2"
"2801","2811","0","0","25101","2812","2","0","11500000","2"
"2901","2911","0","0","25101","0","2","0","12000000","3"
"3001","3011","0","0","25101","3012","2","0","12000000","2"
"3101","3111","0","0","25101","0","2","0","12500000","2"
"3201","3211","0","0","25101","0","2","0","12500000","2"
"3301","3311","0","0","25101","0","2","0","13000000","3"
"3401","3411","0","0","25101","0","2","0","13000000","3"
"3501","3511","0","0","25101","0","2","0","13500000","3"
"3601","3611","0","0","25101","0","2","0","13500000","3"
"3701","3711","0","0","25101","0","2","0","13500000","3"
"3801","3811","0","0","25101","3812","2","0","14000000","3"
"3901","3911","0","0","25101","0","2","0","14000000","3"
"4001","4011","0","0","25101","0","2","0","14000000","3"
"4101","4111","0","0","25101","0","2","0","14500000","3"
"4201","4211","0","0","25101","4212","2","0","14500000","3"
"4301","4311","0","0","25101","0","2","0","14500000","3"
"4401","4411","0","0","25101","0","2","0","15000000","3"
"4501","4511","0","0","25101","0","2","0","15000000","3"
"4601","4611","0","0","25101","0","2","0","15000000","3"
"4701","4711","0","0","25101","0","2","0","15500000","3"
"4801","4811","0","0","25101","0","2","0","15500000","3"
"4901","4911","0","0","25101","0","2","0","15500000","3"
"5001","5011","0","0","25101","0","2","0","16000000","3"
"5101","5111","0","0","25101","0","2","0","16000000","3"
"5201","5211","0","0","25101","0","2","0","16000000","3"
"5301","5311","0","0","25101","0","2","0","16500000","3"
"5401","5411","0","0","25101","5412","2","0","16500000","3"
"5501","5511","0","0","25101","0","2","0","16500000","3"
"5601","5611","0","0","25101","0","2","0","17000000","3"
"5701","5711","0","0","25101","0","2","0","17000000","3"
"5801","5811","0","0","25101","0","2","0","17000000","3"
"5901","5911","0","0","25101","0","2","0","17500000","3"
"6001","6011","0","0","25101","0","2","0","17500000","3"
"6101","6111","0","0","25101","0","2","0","17500000","3"
"6201","6211","0","0","25101","6212","2","0","18000000","3"
"6301","6311","0","0","25101","0","2","0","18000000","3"
"6401","6411","0","0","25101","0","2","0","18000000","3"
"6501","6511","0","0","25101","0","2","0","18500000","3"
"6601","6611","0","0","25101","0","2","0","18500000","3"
"6701","6711","0","0","25101","6712","2","0","18500000","3"
"6801","6811","0","0","25101","0","2","0","18500000","3"
"6901","6911","0","0","25101","0","2","0","19000000","3"
"7001","7011","0","0","25101","0","2","0","19000000","3"
"7101","7111","0","0","25101","0","2","0","19000000","3"
"7201","7211","0","0","25101","0","2","0","19000000","3"
"7301","7311","0","0","25101","0","2","0","19500000","3"
"7401","7411","0","0","25101","0","2","0","19500000","3"
"7501","7511","0","0","25101","0","2","0","19500000","3"
"7601","7611","0","0","25101","7612","2","0","19500000","3"
"7701","7711","0","0","25101","0","2","0","20000000","3"
"7801","7811","0","0","25101","0","2","0","20000000","3"
"7901","7911","0","0","25101","0","2","0","20000000","3"
"8001","8011","0","0","25101","0","2","0","20000000","3"
"8101","8111","0","0","25101","8112","2","0","20000000","3"
"8201","8211","0","0","25101","0","2","0","20000000","3"
"8301","8311","0","0","25101","8312","2","0","20000000","3"
"8401","8411","0","0","25101","0","2","0","20000000","3"
"8501","8511","0","0","25101","0","2","0","20000000","3"
"8601","8611","0","0","25101","0","2","0","20000000","3"
"8701","8711","0","0","25101","0","2","0","20000000","3"
"8801","8811","0","0","25101","0","2","0","20000000","3"
"8901","8911","0","0","25101","0","2","0","20000000","3"
"9001","9011","0","0","25101","0","2","0","20000000","3"
"9101","9111","0","0","25101","0","2","0","20000000","3"
"9201","9211","0","0","25101","9212","2","0","20000000","3"
"9301","9311","0","0","25101","0","2","0","20000000","3"
"9401","9411","0","0","25101","0","2","0","20000000","3"
"9501","9511","0","0","25101","0","2","0","20000000","3"
"9601","9611","0","0","25101","0","2","0","20000000","3"
"9701","9711","0","0","25101","0","2","0","20000000","3"
"9801","9811","0","0","25101","0","2","0","20000000","3"
"9901","9911","0","0","25101","0","2","0","20000000","3"
