5bb24c118737b20393ce967facc16889c3ec8cb4cfb98d2c7353d7eed7fac99b,88496ab94c56a52bee1a1c0fc3be76268daa31c695c1a6a662347cca468be221,61c435db4e4f7d3bb393e6b966c12e4320b997e61321e9e6abeae5e7a537cf9d,3ed518c60dcff1d223837435848d6b7ac9fc237cc54f8303ef34a306f8afa223,211c058f38778dfb8c245dd5f906e9b252ca5977e62ce42b594bc9875ab21321,18d49729a3e38472c7297aa84515a97cbe536f5ea3a6a42797df92f87320ceb1,ec2af214e1969055d080196ecce1265ad9823803b1d3e49569b09edd6d286b0b,3448d55f583d1f5a147332a7b03130cd0138828ae7f2dca74b361e2eb1d5568c,82b4f28aa88bf60a9ba62e7575cbc6535bdad8803802a78222e1b8b3a70f1b8a,f7d431c86f4923abb16b62762d4fefd0f6e682178e3d446ec0090f426416bc9a,8057fcb0cc95936882bbc1e7d4bc4de805e47b8d84f2339e953b5b7ff0e97fc6
"0","10002","0","0","10003","0","10001","0","0","0","50047"
"0","10002","0","0","10003","0","10001","0","0","0","50051"
"10004","10002","0","0","10003","0","10001","0","0","0","50061"
"10005","10002","0","0","10003","0","10001","0","0","0","50067"
"10005","10002","10006","0","10003","0","10001","0","0","0","50079"
"10005","10002","10006","0","10003","10007","10001","0","0","0","50084"
"10005","10002","10006","0","10003","10007","10001","10008","0","0","50094"
"10005","10002","10006","10009","10003","10007","10001","10008","0","0","50108"
"10005","10002","10006","10009","10003","10007","10001","10008","0","0","50116"
"10005","10002","10006","10009","10003","10007","10001","10008","0","10010","50119"
"10005","10002","10006","10009","10003","10007","10001","10008","0","10010","50129"
"10005","10002","10006","10009","10003","10007","10001","10008","10011","10010","50140"
"10006","10003","10007","10010","10005","10008","10002","10009","10012","10011","50151"
"10012","10010","10013","0","10011","0","10009","0","0","0","50162"
"10013","10011","10014","0","10012","0","10010","0","0","0","50172"
"10014","10012","10015","0","10013","0","10011","0","0","0","50183"
"10007","10014","10005","0","10015","0","10013","0","0","0","50190"
"10015","10013","10016","0","10014","0","10012","0","0","0","50195"
"10003","10015","10002","0","10016","0","10014","0","0","0","50200"
"10016","10014","10017","0","10015","0","10013","0","0","0","50217"
"10010","10016","10009","0","10017","0","10015","0","0","0","50231"
"10017","10015","10018","0","10016","0","10014","0","0","0","50237"
"0","0","0","0","0","0","10019","0","0","0","50248"
"0","0","0","0","0","0","10011","0","0","0","50261"
"0","0","0","0","0","0","10020","0","0","0","50267"
"0","0","0","0","0","0","10021","0","0","0","50278"
"0","0","0","0","0","0","10006","0","0","0","50291"
"0","0","0","0","0","0","10022","0","0","0","50298"
"0","0","0","0","0","0","10023","0","0","0","50309"
"0","0","0","0","0","0","10024","0","0","0","50321"
"0","0","0","0","0","0","10025","0","0","0","50331"
"0","0","0","0","0","0","10026","0","0","0","50341"
"0","0","0","0","0","0","10027","0","0","0","50354"
"0","0","0","0","0","0","10028","0","0","0","50365"
"0","0","0","0","0","0","10029","0","0","0","50375"
"0","0","0","0","0","0","10030","0","0","0","50383"
"0","0","0","0","0","0","10019","0","0","0","50393"
"0","0","0","0","0","0","10031","0","0","0","50405"
"0","0","0","0","0","0","10032","0","0","0","50406"
"0","0","0","0","0","0","10033","0","0","0","50414"
"0","0","0","0","0","0","10034","0","0","0","50424"
