6fe54abbe65e3142b305f0b7948524f56c9c90d4ed5dad46cd646c483378301a,5cb0ce150bfcc761725607945fb335b116fce60cc2dbdf1ffc0cd929cf9fc6f2,ab870d1aa1c4292c2305cd54c0a24376ada411c3355a5678c8ba7cd792fe2b69,fef8be9d99f2c6b6598bb72fedef562d78671e5af4a0b581aeb972ebfe3712bb,2e0db9913a0180b648ed5e30c93ea872924927287b7b74d1d4ee884d65b44a1e,3500dd323a097fe31441a27719b8799a7a28567b9997030ffd099135cfd45d5f,ed27b8c7a3d9acef48222d632d88a3c8c06cf03543c1dd7913aafbc088df0e06,bb06702fadfc273b9a9b20257381921c97ce491bf05e34b6618f25d1221275bb,52a95ab7b5d097619d64df9302224215a045d15faa69a5965cfd0ec1c254c0e9,ab8b599ea6c75add31ce6db30694f095afc3bd94816f6245273e18d6a3621235,fd57aa8469e218485767b146b92e97c74da24af3ce7372c4de1dc27273f696ed
"0","380000","0","2015/04/01 15:00:00","380000","1","30001","2018/02/28 14:59:59","0","0","1"
"0","380000","0","2018/02/28 15:00:00","380000","1","30002","2018/03/15 14:59:59","0","0","2"
"0","380000","0","2018/03/15 15:00:00","380000","1","30003","2018/03/31 14:59:59","0","0","3"
"0","380000","0","2018/03/31 15:00:00","380000","1","30004","2018/04/16 14:59:59","0","0","4"
"0","380000","0","2018/04/16 15:00:00","380000","1","30005","2018/04/30 11:59:59","0","0","5"
"0","380000","0","2018/04/30 12:00:00","380000","1","30006","2018/05/15 14:59:59","0","0","6"
"0","380000","0","2018/05/15 15:00:00","380000","1","30007","2018/05/31 11:59:59","0","0","7"
"0","380000","0","2018/05/31 12:00:00","380000","1","30008","2018/06/15 14:59:59","0","0","8"
"0","380000","0","2018/06/15 15:00:00","380000","1","30009","2018/06/30 11:59:59","0","0","9"
"0","380000","0","2018/06/30 12:00:00","380000","1","30010","2018/07/17 14:59:59","0","0","10"
"0","380000","0","2018/07/17 15:00:00","380000","1","30011","2018/07/31 11:59:59","0","0","11"
"0","380000","0","2018/07/31 12:00:00","380000","1","30012","2018/08/21 14:59:59","0","0","12"
"0","380000","0","2018/08/31 12:00:00","380000","1","30014","2018/08/31 12:00:59","0","0","13"
"0","380000","0","2018/08/21 15:00:00","380000","1","40001","2018/08/31 11:59:59","0","0","14"
"0","380000","0","2018/08/31 12:01:00","380000","1","30014","2018/09/18 14:59:59","0","0","15"
"0","380000","0","2018/09/18 15:00:00","380000","1","30015","2018/09/30 11:59:59","0","0","16"
"0","380000","0","2018/09/30 12:00:00","380000","1","30016","2018/10/18 14:59:59","0","0","17"
"0","380000","0","2018/10/18 15:00:00","380000","1","30017","2018/10/31 11:59:59","0","0","18"
"380000","380000","380000","2018/10/31 12:00:00","0","2","50018","2018/11/03 18:59:59","0","0","19"
"0","380000","0","2018/11/03 19:00:00","380000","1","30019","2018/11/19 14:59:59","0","0","20"
"0","380000","0","2018/11/19 15:00:00","380000","1","30020","2018/11/30 11:59:59","0","0","21"
"0","380000","0","2018/11/30 12:00:00","380000","1","30021","2018/12/19 14:59:59","0","0","22"
"0","380000","0","2018/12/19 15:00:00","380000","1","30022","2018/12/31 11:59:59","0","0","23"
"380000","380000","380000","2018/12/31 12:00:00","0","2","50023","2019/01/03 18:59:59","0","0","24"
"0","380000","0","2019/01/18 15:00:00","380000","1","30025","2019/01/31 11:59:59","0","0","25"
"0","380000","0","2019/01/31 12:00:00","380000","1","30026","2019/02/15 22:59:59","0","0","26"
"380000","380000","380000","2019/02/15 23:00:00","0","2","50027","2019/02/28 11:59:59","0","0","27"
"0","380000","0","2019/02/28 12:00:00","380000","1","30028","2019/03/19 14:59:59","0","0","28"
"0","380000","0","2019/03/19 15:00:00","380000","1","30029","2019/03/26 14:59:59","0","0","29"
"0","380000","0","2019/03/26 15:00:00","380000","1","30030","2019/03/31 11:59:59","0","0","30"
"0","380000","0","2019/03/31 12:00:00","380000","1","30031","2019/04/19 14:59:59","0","0","31"
"0","380000","0","2019/04/19 15:00:00","380000","1","30032","2019/04/30 11:59:59","0","0","32"
"380000","380000","380000","2019/04/30 12:00:00","0","2","50033","2019/05/07 14:59:59","0","0","33"
"0","380000","0","2019/05/14 15:00:00","380000","1","30035","2019/05/17 14:59:59","0","0","34"
"0","380000","0","2019/05/17 15:00:00","380000","1","30036","2019/05/31 11:59:59","0","0","35"
"0","380000","0","2019/05/31 12:00:00","380000","1","30037","2019/06/15 11:59:59","0","0","36"
"0","380000","0","2019/06/15 12:00:00","380000","1","30038","2019/06/18 14:59:59","0","0","37"
"0","380000","0","2019/06/18 15:00:00","380000","1","30039","2019/06/30 11:59:59","0","0","38"
"0","380000","0","2019/06/30 12:00:00","380000","1","30040","2019/07/13 11:59:59","0","0","39"
"0","380000","0","2019/07/13 12:00:00","380000","1","30041","2019/07/18 14:59:59","0","0","40"
"0","380000","0","2019/07/18 15:00:00","380000","1","30042","2019/07/31 11:59:59","0","0","41"
"0","380000","0","2019/07/31 12:00:00","380000","1","30043","2019/08/10 11:59:59","0","0","42"
"0","380000","0","2019/08/10 12:00:00","380000","1","30044","2019/08/15 14:59:59","0","0","43"
"0","380000","0","2019/08/15 15:00:00","380000","1","40002","2019/08/26 11:59:59","0","0","44"
"0","380000","0","2019/08/26 12:00:00","380000","1","30046","2019/08/31 11:59:59","0","0","45"
"380000","380000","380000","2019/08/31 12:00:00","0","2","50047","2019/09/03 20:59:59","0","0","46"
"0","380000","0","2019/09/03 21:00:00","380000","1","30048","2019/09/12 11:59:59","0","0","47"
"0","380000","0","2019/09/12 12:00:00","380000","1","30049","2019/09/16 14:59:59","0","0","48"
"0","380000","0","2019/09/16 15:00:00","380000","1","30050","2019/09/29 11:59:59","0","0","49"
"380000","380000","380000","2019/09/29 12:00:00","0","2","50051","2019/09/30 11:59:59","0","0","50"
"0","380000","0","2019/09/30 12:00:00","380000","1","30052","2019/10/11 11:59:59","0","0","51"
"0","380000","0","2019/10/11 12:00:00","380000","1","30053","2019/10/16 14:59:59","0","0","52"
"0","380000","0","2019/10/16 15:00:00","380000","1","30054","2019/10/31 11:59:59","0","0","53"
"0","380000","0","2019/10/31 12:00:00","380000","1","30055","2019/11/11 11:59:59","0","0","54"
"0","380000","0","2019/11/11 12:00:00","380000","1","30056","2019/11/15 14:59:59","0","0","55"
"0","380000","0","2019/11/15 15:00:00","380000","1","30057","2019/11/30 11:59:59","0","0","56"
"0","380000","0","2019/11/30 12:00:00","380000","1","30058","2019/12/11 11:59:59","0","0","57"
"0","380000","0","2019/12/11 12:00:00","380000","1","30059","2019/12/20 14:59:59","0","0","58"
"0","380000","0","2019/12/20 15:00:00","380000","1","30060","2019/12/31 11:59:59","0","0","59"
"380000","380000","380000","2019/12/31 12:00:00","0","2","50061","2020/01/03 18:59:59","0","0","60"
"0","380000","0","2020/01/10 12:00:00","380000","1","30063","2020/01/16 14:59:59","0","0","61"
"0","380000","0","2020/01/16 15:00:00","380000","1","30064","2020/01/31 11:59:59","0","0","62"
"0","380000","0","2020/01/31 12:00:00","380000","1","30065","2020/02/10 11:59:59","0","0","63"
"0","380000","0","2020/02/10 12:00:00","380000","1","30066","2020/02/15 14:59:59","0","0","64"
"380000","380000","380000","2020/02/15 15:00:00","0","2","50067","2020/02/25 11:59:59","0","0","65"
"0","380000","0","2020/02/25 12:00:00","380000","1","30068","2020/02/29 11:59:59","0","0","66"
"0","380000","0","2020/02/29 12:00:00","380000","1","30069","2020/03/13 14:59:59","0","0","67"
"0","380000","0","2020/03/13 15:00:00","380000","1","30070","2020/03/26 11:59:59","0","0","68"
"0","380000","0","2020/03/26 12:00:00","380000","1","30071","2020/03/31 11:59:59","0","0","69"
"0","380000","0","2020/03/31 12:00:00","380000","1","30072","2020/04/10 11:59:59","0","0","70"
"0","380000","0","2020/04/10 12:00:00","380000","1","30073","2020/04/15 14:59:59","0","0","71"
"0","380000","0","2020/04/15 15:00:00","380000","1","30074","2020/04/24 11:59:59","0","0","72"
"0","380000","0","2020/04/24 12:00:00","380000","1","30075","2020/04/30 11:59:59","0","0","73"
"0","380000","0","2020/04/30 12:00:00","380000","1","30076","2020/05/10 11:59:59","0","0","74"
"0","380000","0","2020/05/10 12:00:00","380000","1","30077","2020/05/15 14:59:59","0","0","75"
