6335f05ef2dbb2b00e5110c4c00fd9515d9e9d719c4a0904e61b75d6df982796,37d01cada48c6ef3b071aae049f3a9e873eafb96bd15a69cd2f6b2416bdc110c,2f567879260e21a92c635ca23b1b16bb3e2a7ba7d199cefaa68f0a47e74aadf1,f1f5c7d777dd08afe4bf7a623f9d7a5b7291542db63e2fbc8711c699f67ec90c,338e1e23653a4029743c2b37a9b7a923d68cac7d02f39c001df01b89c8829397,f5fe0d8272d82fa51f4ea9f8127203a09e6c8685c667109dffc1dace057bf2d0,cbb1d74e0f2a2d46ea8f98309e50c7720f1887b1828453f78939216be7883805,811c17216793026080d14c0910644300e5ebb06122570d5dee0541e3a234401e,22f59b8da37a691422b2a4feb6057bc21d742b6a57a3a8a187ea5e0daffabdd3,c343766338ceff1abbbc01cc7bff0427c36aa75802a099ea4a4e8d271744364c,b22569bf7af011b436c65a80a6a4a5284fe7afb87f32b3b4767ad9f841704bd4,3363af84cd6ae24f8963836e80baead53fc90b795933215a65011530464f3d02,59f2dba7720d6d2126090886f8a3c37b99988b865eb1bb2a85814605e0dafa57,a6ca4c947d5208eb5d0d02349bf5d5007ea307eff49fe4fe7a827b7dc8c538dc,217e495bf6d92593e42ded366929839d2e2f5c97d7b77c03f186a730c7d3aa2f,62a1700401593f016bad6046e46db23ad2dd7fa9c81c34ce84c2beca53d4212d,9244aadf4b1bd2c2abc9c37d0056c75092eb77ad1696cae5088a4a0bd3848c1b,d765e9412db1900769b293dec739c21e7d47497f7967ac4a7b7efc52685e2ad3,a2926760aebe7b1357f4f70baf68fc71db181ae18a4513ceff6a736fce80fe53,495a6be90e170e7e1fb773a98042957843f34bcab2ec3016fbdd75ad62010570,30d50f353a167c237d96c39f4098d7fab2db973bec45e8f20b927f1c4e4acb2a,f7c2e59f529a2e0be62fcd2a1a26abe3593ee98b02f2cd009a00d0622ebe5faf,3ec5e114a1d49eeb8399a5f0b7e80b1e9ba2c5c193848eb756e9de9f7432a1cf,c9da181bdd40fa708631e1aad0ae0307be73f8434a2dc9573a28ddcdd73036d6,c975fa2f555dd1ca9cbd85163d7cd9068e5eb1b4eaff5db1ed529a52471a6b41,c98424b524989b2afba1b443afa5b57a41e97c26be7ad734c00fd36b02aa92fb,db97eefd0f5f3c3fbfc35c0af01abd65bb6fa03c38367ec28f13341ccd70016a,3386981d2d0261020974d798c40cd82537fe1a0d738301b04bfe30fbb00471cd,413bd2b9baed2eba3dedfb5f3f5ea182d1c3efcdebe2e1f77b3e8d1919fa3d1a,95c5f7838f2630861fbf0c38d93b7b3db57a7b5385f791fcdf9eaced403c532e,a61197d21efa78aaf508fa55da2a421a862c0ee7f915d3dbc06fa0b760581f20,e0b0af6955c071ace2556fe740509875a1f6e62faadc4530a57045108679f724,a9b8989570354f62ba955cdd5955200fe2a3d268b914088a1acf65358762cb44,593b971f939ae57527a5a493c89b71852a98818c65c9fa96f2f0898495f8b970,a50081092564cfcad36eea0888a87b4e027a7808ff67976ee3ef8ec5207f2955,76e094b3e3e1d6f2f5d49e57bf265b02bd6ebd6e67f49bc0b2afab0c00c4d08f,fd1ef4b974b42f61e3694e7fda950a173422deecc59ed6f97992b42105597231,c744f4bbd55f585f2f1a668e498ee97c2ef3fa404da2adcf76da23c3fa25e6ff,9f86e4876dd22d35f24114a74158c61edeee41852529b763246e5462fb336479,d5d076b4265db7bbc1966b06c272b30423457d7a3b3d4fd61d14464c4f0fe4c9,3e723bfbc33247e0c06a6e62bc63cf32d7ee33d947ada19f6febd2b203181238,6295553f83b56a63295a7543dbc19421d8fb3d6088b89e84b82f27e0b9246955,da3c867b254db5f2f4eae548d9a8cffe95ee8bd72e721bb7e3bea574091653bf,e61b24c476adf97af4a0d14b9842084a60d6792f9a3ed2068f72dd3d1914574b
"0","0","0","0","0","0","10","0","0","0","0","202100","9","1","10","30","0","3","100000001","33","10","0","ヒカリタケ","0","0","1","0","1","10","0","0","0","0","200000001","10","0","10","10","0","0","0","0","175","10"
"0","0","0","0","0","0","10","0","0","0","0","201200","20","1","10","30","0","10","100000002","14","10","0","ゴーレム","0","0","1","0","1","10","0","0","0","0","200000003","10","0","10","10","0","0","0","0","230","6"
"0","0","0","0","0","0","10","0","0","0","0","205701","180","1","200","30","0","240","100000004","10000","10","0","ボニー","0","0","1","0","1","10","0","0","0","0","200000003","200","0","10","10","0","0","0","0","200000","6"
"0","0","0","0","0","0","1","0","0","0","0","200600","3","1","1","30","0","2","101010101","28","10","0","ラットン","0","0","1","0","1","1","0","0","0","0","200000001","1","0","1","1","0","0","0","0","154","10"
"0","0","0","0","0","0","1","18","0","0","0","200700","3","1","1","30","0","2","101010102","0","10","0","ウッドソウル","0","0","1","0","1","1","0","0","0","0","200000006","1","0","1","1","0","0","0","0","316","10"
"0","0","0","0","0","0","1","0","0","0","0","200900","3","1","1","30","0","2","101010103","28","10","0","スタンプ","0","0","1","0","1","1","0","0","0","0","200000001","1","0","1","1","0","0","0","0","301","10"
"0","0","0","0","0","0","1","0","0","0","0","204000","3","1","1","30","0","2","101010104","38","10","0","プチグリフォン","0","0","1","0","1","1","0","0","0","0","200000001","1","0","1","1","0","0","0","0","355","10"
"0","0","0","0","0","0","1","0","0","0","0","200600","3","1","1","30","0","2","101010201","43","10","0","ラットン","0","0","1","0","1","1","0","0","0","0","200000001","1","0","1","1","0","0","0","0","204","10"
"0","0","0","0","0","0","1","23","0","0","0","200700","3","1","1","30","0","2","101010202","0","10","0","ウッドソウル","0","0","1","0","1","1","0","0","0","0","200000006","1","0","1","1","0","0","0","0","356","10"
"0","0","0","0","0","0","1","26","0","0","0","203000","3","1","1","30","0","2","101010203","0","10","0","ゼラチナ","0","0","1","0","1","1","0","0","0","0","200000001","1","0","1","1","0","0","0","0","228","10"
"0","0","0","0","0","0","3","0","0","0","0","200100","9","1","2","30","0","3","101010301","28","10","0","ウキキー","0","0","1","0","1","3","0","0","0","0","200000006","2","0","3","3","0","0","0","0","338","10"
"0","0","0","0","0","0","3","0","0","0","0","200900","9","1","2","30","0","3","101010302","43","10","0","スタンプ","0","0","1","0","1","3","0","0","0","0","200000001","2","0","3","3","0","0","0","0","464","10"
"0","0","0","0","0","0","3","0","0","0","0","201100","9","1","2","30","0","3","101010303","28","10","0","コボルト","0","0","1","0","1","3","0","0","0","0","200000001","2","0","3","3","0","0","0","0","409","10"
"0","0","0","0","0","0","3","0","0","0","0","204000","10","1","2","30","0","3","101010304","53","10","0","プチグリフォン","0","0","1","0","1","3","0","0","0","0","200000001","2","0","3","3","0","0","0","0","620","10"
"0","0","0","0","0","0","4","0","0","0","0","200100","9","1","2","30","0","3","101010401","28","10","0","ウキキー","0","0","1","0","1","4","0","0","0","0","200000006","2","0","4","4","0","0","0","0","346","10"
"0","0","0","0","0","0","4","23","0","0","0","200700","8","1","2","30","0","3","101010402","0","10","0","ウッドソウル","0","0","1","0","1","4","0","0","0","0","200000006","2","0","4","4","0","0","0","0","364","10"
"0","0","0","0","0","0","4","0","0","0","0","200900","9","1","2","30","0","3","101010403","30","10","0","スタンプ","0","0","1","0","1","4","0","0","0","0","200000001","2","0","4","4","0","0","0","0","492","10"
"0","0","0","0","0","0","4","0","0","0","0","201200","150","1","2","30","0","40","101010404","24","10","0","ゴーレム","0","0","1","0","1","4","0","0","0","0","200000003","2","0","4","4","0","0","0","0","444","10"
"0","0","0","0","0","0","4","0","0","0","0","200600","5","1","3","30","0","4","101010501","34","10","0","ラットン","0","0","1","0","1","4","0","0","0","0","200000001","3","0","4","4","0","0","0","0","337","10"
