5a14eaa01ded1a5b866a1f0855659b68696636a3b5a354b34cd279ae7229d979,6c511931c6c23fb4e608677b3a910dd24def4994ef6d6f8ea9154ab4cef6e0a2,ab6a2132ada5d51a7aaa2625132b3dfd1365285efa38d5c0d87f69b2ddab4ed0,acba379d73a425e31bb4618c819c21c748682ab33b06f6a9379855934f91efdc,850329cf114131654590a8fe7bfbf7231b2256ffd0a57e305664859c18e7596a,d709334efe357ca7787de419d16328ab54e97e0925747715ff1734019930eaa5,b4eaed5108c1934b9b756a1af91320af34c2a4eab2e981a4e6a047782123abb5,4c08e79f465addd93473f35c847ac7d6c1f81955cf22039750f318355f33c25c,a13c79d9de3066e1d06cd0177fca767a8459caa66f2702449e1c5336efe2960f,3873b661fd01d759640d068366694ff41740a4776c27fff5d2d51ac524b76577,cece233cfa3c67843021714b5ed6b6958ea6ab2c933d45b711d9f8973713ded7,b00ed09c5547ac2b59958b0b2e1c563e14819947d40248da3557b96f43395585,fac334a2502892832991a0d04555e8fbfdf1678eacb50b713065a53e25c26b97
"20001","2018/03/31 15:00:00","5031","0","-6","0","0","0","2020/03/16 15:00:00","0","2030/04/19 15:00:00","1","10001"
"20002","2018/04/30 15:00:00","8135","0","-3","0","0","0","2020/04/15 15:00:00","0","2030/04/19 15:00:00","1","10002"
"20003","2018/05/25 16:00:00","201","0","-8","0","0","0","2020/05/15 15:00:00","0","2030/04/19 15:00:00","1","10003"
"20004","2018/06/30 12:00:00","3394","0","-5","0","0","0","2020/06/19 15:00:00","0","2030/04/19 15:00:00","1,2","10004"
"20005","2018/07/31 12:00:00","3060","0","-3","0","0","0","2020/07/20 15:00:00","0","2030/04/19 15:00:00","1,4","10005"
"20006","2018/08/31 12:00:00","1412","0","-5","0","0","0","2020/08/19 15:00:00","0","2030/04/19 15:00:00","1","10006"
"20007","2018/09/30 12:00:00","3481","0","-2","0","0","0","2020/09/23 15:00:00","0","2030/04/19 15:00:00","1,5","10007"
"20008","2018/10/31 12:00:00","3490","0","-3","0","0","0","2020/10/19 15:00:00","0","2030/04/19 15:00:00","1","10008"
"20009","2018/11/30 12:00:00","5402","0","0","0","0","0","2020/11/24 15:00:00","0","2030/04/19 15:00:00","1,6","10009"
"20010","2018/12/31 12:00:00","2192","0","-5","0","0","0","2020/12/22 15:00:00","0","2030/04/19 15:00:00","1,7","10010"
"20011","2019/01/31 12:00:00","5034","0","0","0","0","0","2021/01/25 15:00:00","0","2030/04/19 15:00:00","1,8","10011"
"20012","2019/02/22 15:00:00","402","0","-5","0","0","0","2021/02/18 15:00:00","0","2030/04/19 15:00:00","1","10012"
"20013","2019/03/31 15:00:00","22","0","-5","0","0","0","2021/03/23 15:00:00","0","2030/04/19 15:00:00","1,9","10013"
"20014","2019/04/30 12:00:00","2174","0","-8","0","0","0","2021/04/16 15:00:00","0","2030/04/19 15:00:00","1","10015"
"20015","2019/06/30 15:00:00","2222","0","3","0","0","0","2021/05/18 15:00:00","0","2030/04/19 15:00:00","1,10","10019"
"20016","2019/07/31 12:00:00","6040","0","0","0","0","0","2021/06/18 15:00:00","0","2030/04/19 15:00:00","1,11","10021"
"20017","2019/08/31 12:00:00","6481","0","-4","0","0","0","2021/07/16 15:00:00","0","2030/04/19 15:00:00","1","10023"
"20018","2019/09/30 12:00:00","8134","0","0","0","0","0","2021/08/16 15:00:00","0","2030/04/19 15:00:00","1,12","10025"
"20019","2019/10/31 12:00:00","3480","0","-2","0","0","0","2021/09/16 15:00:00","0","2030/04/19 15:00:00","1","10027"
"20020","2019/11/30 12:00:00","5283","0","-5","0","0","0","2021/10/19 15:00:00","0","2030/04/19 15:00:00","1,13","10029"
"20021","2019/12/31 12:00:00","1311","0","-4","0","0","0","2021/11/16 15:00:00","0","2030/04/19 15:00:00","1,14","10031"
"20022","2020/01/31 12:00:00","6055","0","-7","0","0","0","2021/12/16 15:00:00","0","2030/04/19 15:00:00","1,15","10033"
"20023","2020/03/31 12:00:00","2022","0","-5","0","0","0","2022/01/17 15:00:00","0","2030/04/19 15:00:00","1","10038"
"20024","2020/04/24 15:00:00","6011","0","-10","0","0","0","2022/02/18 15:00:00","0","2030/04/19 15:00:00","1","10040"
"20025","2020/05/25 15:00:00","5221","0","-5","0","0","0","2022/03/17 15:00:00","0","2030/04/19 15:00:00","1,16","10042"
"20026","2020/06/30 12:00:00","3040","0","10","0","0","0","2022/04/18 15:00:00","0","2030/04/19 15:00:00","1,17","10044"
"20027","2020/07/31 12:00:00","6120","0","10","0","0","0","2022/05/18 15:00:00","0","2030/04/19 15:00:00","1,18","10046"
"20028","2020/08/31 12:00:00","5032","0","-5","0","0","0","2022/06/16 15:00:00","0","2030/04/19 15:00:00","1","10048"
"20029","2020/09/30 12:00:00","5151","0","0","0","0","0","2022/07/19 8:00:00","0","2030/04/19 15:00:00","1,19","10050"
"20030","2020/10/31 12:00:00","6056","0","-8","0","0","0","2022/08/16 15:00:00","0","2030/04/19 15:00:00","1","10052"
"20031","2020/11/30 12:00:00","3351","0","0","0","0","0","2022/09/17 15:00:00","0","2030/04/19 15:00:00","1,20","10054"
"20032","2020/12/31 12:00:00","2191","0","0","0","0","0","2022/10/16 15:00:00","0","2030/04/19 15:00:00","1,21","10056"
"20033","2021/01/31 12:00:00","1122","0","0","0","0","0","2022/11/17 15:00:00","0","2030/04/19 15:00:00","1,22","10058"
"20034","2021/02/10 12:00:00","1123","20033","0","0","0","0","2022/11/17 15:00:00","0","2030/04/19 15:00:00","1,22","10059"
"20035","2021/02/28 12:00:00","2194","0","12","0","0","0","2022/12/19 15:00:00","0","2030/04/19 15:00:00","1,23","10061"
"20036","2021/02/28 12:00:00","5010","0","0","0","0","0","2023/01/16 15:00:00","0","2030/04/19 15:00:00","1","10064"
"20037","2021/04/30 12:00:00","144","0","0","0","0","0","2023/02/16 15:00:00","0","2030/04/19 15:00:00","1","10066"
"20038","2021/05/31 12:00:00","121","0","0","0","0","0","2023/03/16 15:00:00","0","2030/04/19 15:00:00","1,24","10068"
"20039","2021/06/30 12:00:00","394","0","0","0","0","0","2023/04/17 15:00:00","0","2030/04/19 15:00:00","1","10070"
"20040","2021/07/31 12:00:00","1082","0","0","0","0","0","2023/05/16 15:00:00","0","2030/04/19 15:00:00","1,25","10072"
"20041","2021/08/31 12:00:00","181","0","0","0","0","0","2023/06/16 15:00:00","0","2030/04/19 15:00:00","1","10074"
"20042","2021/09/30 12:00:00","5084","0","0","0","0","0","2023/07/18 15:00:00","0","2030/04/19 15:00:00","1,26","10076"
"20043","2021/10/31 12:00:00","6054","0","0","0","0","0","2023/08/18 15:00:00","0","2030/04/19 15:00:00","1","10078"
"20044","2021/11/30 12:00:00","6381","0","0","0","0","0","2023/09/19 15:00:00","0","2030/04/19 15:00:00","1,27","10080"
"20045","2021/12/31 12:00:00","2193","0","0","0","0","0","2023/10/16 15:00:00","0","2030/04/19 15:00:00","1,28","10082"
"20046","2022/01/31 12:00:00","8163","0","0","0","0","0","2023/11/16 15:00:00","0","2030/04/19 15:00:00","1","10084"
"20047","2022/02/07 12:00:00","8164","20046","0","0","0","0","2023/11/16 15:00:00","0","2030/04/19 15:00:00","1,29","10085"
"20048","2022/02/28 12:00:00","2201","0","0","0","0","0","2023/12/18 15:00:00","0","2030/04/19 15:00:00","1","10088"
"20049","2022/03/31 12:00:00","430","0","0","0","0","0","2024/01/17 15:00:00","0","2030/04/19 15:00:00","1","10090"
"20050","2022/04/30 12:00:00","351","0","0","0","0","0","2024/03/18 15:00:00","0","2030/04/19 15:00:00","1","10092"
"20051","2022/05/25 15:00:00","392","0","0","0","0","0","2024/04/18 15:00:00","0","2030/04/19 15:00:00","1,30","10094"
