8ef5a2d61e7cf7023b5a22832221eb31a569afbba91c33adc19f3f3e2c575ec1,fff99270855d7f22786d15f01d66e4da7d697bb711ad01b4acb55c9dde30700a,170cee375bd4cd5c75f6c1b0b40e30714f9160b2e1bd56b515f858631abe0daa,ecf37ad9d108cfe5178918d6ca1d8b0a96da38df230bde244b4a4fd99590d987,570bc77516a13f0b9b75655f6fc25f1d6c9bb3f2af6e9c9953642023a3147232,64cdc86acd5c3c02b03d7344f1b7e1f3cd7bba7dea34716c44cd3c5143bb4d60,342f315c9dae622f11a1afd263cd59e913f376526d0af36cd6ce9e3ae18459ac
"0","1","101","アニメ プリンセスコネクト！Re:Dive 1 封入特典","2023/12/31 23:59:59","2020-08-04 12:00:00","10101"
"0","1","101","アニメ プリンセスコネクト！Re:Dive 2 封入特典","2023/12/31 23:59:59","2020-09-03 19:00:00","10102"
"0","1","101","アニメ プリンセスコネクト！Re:Dive 3 封入特典","2023/12/31 23:59:59","2020-10-01 17:00:00","10103"
"0","1","101","アニメ プリンセスコネクト！Re:Dive 4 封入特典","2023/12/31 23:59:59","2020-11-05 12:00:00","10104"
"0","1","102","アニメ プリコネ！Re:Dive Season2 1巻 購入特典","2026/12/31 23:59:59","2022-03-21 00:00:00","10201"
"0","1","102","アニメ プリコネ！Re:Dive Season2 2巻 購入特典","2026/12/31 23:59:59","2022-04-18 00:00:00","10202"
"0","1","102","アニメ プリコネ！Re:Dive Season2 3巻 購入特典","2026/12/31 23:59:59","2022-05-16 00:00:00","10203"
"0","1","201","週刊ファミ通6月3日号（5月20日発売） 封入特典","2022/05/19 23:59:59","2021-05-19 00:00:00","20101"
"0","1","202","公式アートワークス Vol.3 発売記念アイテム","2030/07/30 23:59:59","2021-07-30 00:00:00","20201"
"1","3","203","プリコネフェス2023　リアルガチャ","2024/01/31 23:59:59","2023-01-15 15:00:00","20301"
"1","3","203","プリコネフェス2023　リアルガチャ","2024/01/31 23:59:59","2023-01-15 15:00:00","20302"
"1","3","203","プリコネフェス2023　リアルガチャ","2024/01/31 23:59:59","2023-01-15 15:00:00","20303"
"1","3","203","プリコネフェス2023　リアルガチャ","2024/01/31 23:59:59","2023-01-15 15:00:00","20304"
"1","3","203","プリコネフェス2023　リアルガチャ","2024/01/31 23:59:59","2023-01-15 15:00:00","20305"
"1","3","203","プリコネフェス2023　リアルガチャ","2024/01/31 23:59:59","2023-01-15 15:00:00","20306"
"1","3","203","プリコネフェス2023　リアルガチャ","2024/01/31 23:59:59","2023-01-15 15:00:00","20307"
"1","3","203","プリコネフェス2023　リアルガチャ","2024/01/31 23:59:59","2023-01-15 15:00:00","20308"
"1","3","203","プリコネフェス2023　リアルガチャ","2024/01/31 23:59:59","2023-01-15 15:00:00","20309"
"1","3","203","プリコネフェス2023　リアルガチャ","2024/01/31 23:59:59","2023-01-15 15:00:00","20310"
"1","3","203","プリコネフェス2023　リアルガチャ","2024/01/31 23:59:59","2023-01-15 15:00:00","20311"
"1","3","203","プリコネフェス2023　リアルガチャ","2024/01/31 23:59:59","2023-01-15 15:00:00","20312"
"1","3","203","プリコネフェス2023　リアルガチャ","2024/01/31 23:59:59","2023-01-15 15:00:00","20313"
"1","3","203","プリコネフェス2023　リアルガチャ","2024/01/31 23:59:59","2023-01-15 15:00:00","20314"
"1","3","203","プリコネフェス2023　リアルガチャ","2024/01/31 23:59:59","2023-01-15 15:00:00","20315"
"1","3","203","プリコネフェス2023　リアルガチャ","2024/01/31 23:59:59","2023-01-15 15:00:00","20316"
"1","3","203","プリコネフェス2023　リアルガチャ","2024/01/31 23:59:59","2023-01-15 15:00:00","20317"
"0","1","204","キャラクターソングアルバムVol.5 購入特典","2025/02/13 23:59:59","2024-02-14 00:00:00","20401"
"0","1","205","サウンドトラックVol.6 購入特典","2025/02/13 23:59:59","2024-02-14 00:00:00","20501"
"0","0","206","佐賀市ふるさと納税返礼品","2030/12/31 23:59:59","2024-11-29 12:00:00","20601"
"0","0","206","佐賀市ふるさと納税返礼品","2030/12/31 23:59:59","2024-11-29 12:00:00","20602"
"0","0","206","佐賀市ふるさと納税返礼品","2030/12/31 23:59:59","2024-11-29 12:00:00","20603"
"0","1","207","キャラクターソングアルバムVol.6 購入特典","2026/02/11 23:59:59","2025-02-10 12:00:00","20701"
"0","0","208","佐賀市ふるさと納税返礼品 第2弾","2030/12/31 23:59:59","2025-08-12 12:00:00","20801"
"0","0","208","佐賀市ふるさと納税返礼品 第2弾","2030/12/31 23:59:59","2025-08-12 12:00:00","20802"
"0","0","208","佐賀市ふるさと納税返礼品 第2弾","2030/12/31 23:59:59","2025-08-12 12:00:00","20803"
"0","1","209","Shadowverse EVOLVE 特典シリアルコードA","2030/12/31 23:59:59","2026-01-29 12:00:00","20901"
"0","1","209","Shadowverse EVOLVE 特典シリアルコードB","2030/12/31 23:59:59","2026-01-29 12:00:00","20902"
"0","1","209","Shadowverse EVOLVE 特典シリアルコードC","2030/12/31 23:59:59","2026-01-29 12:00:00","20903"
"0","1","210","キャラクターソングアルバムVol.7 購入特典","2027/04/28 23:59:59","2026-04-28 12:00:00","21001"
"2","1","211","週刊ファミ通 サイゲームス15周年記念 購入特典","2027/01/10 23:59:59","2026-07-08 00:00:00","21101"
"2","1","211","週刊ファミ通 サイゲームス15周年記念 購入特典","2027/01/10 23:59:59","2026-07-08 00:00:00","21102"
"0","1","301","プリコネフェス2026 シリアルコード①","2026/03/13 18:59:59","2026/02/13 12:00:00","30101"
"0","1","301","プリコネフェス2026 シリアルコード②","2026/03/13 18:59:59","2026/02/13 12:00:00","30102"
"0","1","301","プリコネフェス2026 シリアルコード③","2026/03/13 18:59:59","2026/02/13 12:00:00","30103"
"0","1","301","プリコネフェス2026 シリアルコード④","2026/03/13 18:59:59","2026/02/13 12:00:00","30104"
"0","1","302","8.5周年生放送 シリアルコード①","2026/09/07 18:59:59","2026/08/08 12:00:00","30201"
"0","1","302","8.5周年生放送 シリアルコード②","2026/09/07 18:59:59","2026/08/08 12:00:00","30202"
