b42bf8e13d9d234b9f120362cff2b0111a6a53360515397415c4a48b79ff94da,33e885379d4c8b53c1c97edc7a768ecaa3dd104478e27db31e1fbdb1b5c316c0,783f5a17ebe053c8c9988ab21f780bcdde64f2336c6abc26837d6c493168760d,2e4e8da3f15e639bec98ca53b073598202a564f1dd166170f072671231e17555,01cecae39d182c374710b59784fbb6c5fc6ffcc6e76fec5c9daafc5defcacd61,4252ff618fb5c5732b73f205b1f631987b8ba9533e375125255ca7dadc011cc4,9c1c14917a9e2e83b1ad0a9c767d1a6172cbec5302594c61ce9392baf7ac854b,e73576b4815ea993ae0139a5c66ffd3dbd26986807085ec8019231cfc7a7b6c5,5440f25bca669f95318e2636720de23d07b6f5034e0daeebf924081ac75ec657,51cfade8b34f907ef9d58928b24b76a85a4ab52bc72cec8fa117f89e7a47f001,b7ed5f400501c64fa0e0a8953e6d09b49cf48df3ad1847571f9b25f42cdef359,ad21c53821cf552fbda4402485c8a6be8e078b0d809a93589bc0c5458765da37,7661d7bf141b4b6f388c852e1d005005b6109f3e8283c58bfe349fa4851d6ee1,ad98cb06b915c12b903832ad381db52bff96a54b37f19f962a107f90faffc80e,a2f787624c8a1590e436a985ba584bcb49835e38bcba7f4f5b0ed575496d7e81,fcdc6ef12313c60b0a7c0099b4b8d3c597e080ae68526982a741cc19ac12e6cb,8f160a93c930a821ac2e1a0e29d262d2be4ef021c085029f35b1c6c9aadcdc2f,f660348ee362c55c5ed1a923a61b6b77089196ec53ac48b6400388cc2a5efd69,57cd088e758cdfd0bee976cb94b979dc4d3c86a8339e9141d9e1225093f371ee,b04a926e5c784d45dc614e0ada42433870105772e9efa8ee4b2f7d364ce16a5f,29c6c8208a7d5201c6809f3728f9ffa39963bfdbbca4b857a9009c27734b32c9,035b55d478e7fc9fd2ba2e5e82605afed1b5c9d499eb941ae0d5fd0d4453c965,1ca6523c36fc583e4297b8dcce7de7cb9f56d444e415ddfb0525b0e8b195c87a,344b009337094509bfad85ebddbb1044e3216b68bf7d2a873ce3a3d3a83b3488,1b272442695a2acdb7f16d726194e336a38915057776698acb9074425c00829a,83f6ac47493259150805d0f2ef960095682d854e7eca2eaae362ceee3540b74b,37b93aa01961ed0ea045ecb3596ae5f9f13109ac660fabb6530aa16d8e89a1c6,8390bbce4921c328d26ef6e02b2126dac5f9c4bb2b1b0196e55505ab6837cf84,1002d332bb981dd7fad75980a022442d27aa9013cc37b36d1203d61765a982e0,95100eebaedad7feb4e3982389b34b80dd2f80506c23681c353ca9a98801756d,e43c728aef29a702134c0cf0dd5080a0cdd05e50debe2e90fbe1e6a86d24cdec,4d469f7567f8fc119f02c2defdbc5951e24a1b4b86c24fb8faa780918c5e6d6b,c959df481da4bbaced2af2582ed7cb82dbbfe5f7f86584edab256f0399e864be,d38b0dd4d3c7f6e260a3b4ff4d0dcf6066360f16c2efe6451e0a16ca33597639,4936213730aca31c54a5f5edf75c65844754930ebee4ab5904e630e2f01a86bf,7e13d3f00e019833960d43d2c107d7cc59f54bf3b6a1fe0151f96a31d00fe1e6,cd20b20b77857f41d73c74337fbc63b6816c1b66d8dfdc46f37a7aaca35b0913,1902357ca50988b7d6541e7df41babd9a401c58693ac0db7d45162835487c6aa,c9060035f9b4bd6078b2fc2ef87a84c76a6eba8886b82314caf12e119cce73e8,12869fd143d7deabaee08de3221bd73fa34a050de36195ea2eaa3d97b650fa83,e1a09ecea96601ed81e76b6f606e80ea459e18b54335a0eb2bf4b9c436e25a46,c3ce8790e70d5ae487d8aab884bf323de686a841bdeef1fbfce231eee2b4d6dd,1d181120dd24c461e4ea118d33195884b24e64d75b22472be98bbcdb0a2ddf42,5127b3037870223493e14db5026b792246a2cfdb83e74e4a7a136d4f8d1d80ed,7d5e59552fd0996a755aca27804c718f2d7f1f9f991376eeedfe1eb78affb76e,efde8ed864e0c3bbd3c1183317c62fcc989188d9b1ea1b55f22bf1df337b5987,a9addc7a37139909a9b3007544992380320508136388888f252ebbb9429a550c,e3d5cb5694d725b1681c753aeaea20974c0dcb6800e1c55a00507d62efba5d9e,65e3427349b30ad6b8f3d39bb4b013d839c9d5e720ed74ef8a0059377d43100f,c20a1436c744106bced396485a87dd2cb3135783d27ec2575b191743c9462288,94ce80794a7fb6fd5f50c3a5511f127e905320767a6f41581dc58184d39af376
"200000001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"200000002","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"200000003","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"200000004","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","100","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"200000005","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"200000006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0"
"200000007","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0"
"200000008","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0"
"200000009","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","100","0","0","0","100","0","0","0","0","0","0","0","0","100","0","0","100","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0"
"200000010","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0"
"200000011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"200000012","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","100","0","0","100","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0"
"200000013","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"200000014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","100","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"200000015","0","0","90","90","90","0","90","0","0","0","0","0","0","90","90","0","100","100","90","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"200000016","0","0","90","90","90","0","90","0","0","0","0","0","0","90","90","0","0","100","90","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"200000017","0","0","100","100","100","0","100","0","0","0","0","0","0","100","100","0","0","100","100","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"200000018","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","100","0","100","0","0","0","0","0","0","0","0","100","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"200000019","0","0","100","100","100","0","100","0","0","0","0","0","0","100","100","0","0","100","100","0","0","0","0","0","0","0","0","0","100","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"200000020","0","0","100","100","100","0","100","0","0","0","0","0","0","100","100","0","0","100","100","0","0","0","0","0","0","0","0","0","100","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
