3fbbc5dd5ec030bbbe6ed0580f7d372f8c4016cf23baf8c0ee99d1700646317b,66b348856152624f9db68932d52d8682bc89c0d5715137884d01e7878944a494,261c5ac38e3b4ae3983ae293a33b339c6ca400c9a23d46fc98e338e9ae008dec,0435061333433e42ab09f27b4189d35f01e8011f174a8fddfcdfc10906fba8d7,bbc479c2e7f88779c885e32d5ea49981ecb5924d251bd9285af60e653a535b07,729b8e68d300256894afe05393127061205ac6b820fbb7e079e7278c17d0ac2c,3897f32e4052b562cc5ee295af38f6a50527ada54eedd9a319767432e2c26889,ca1a3f5336cae4d32ac0d5e95b33c6daf4569bf47c57c83e9eeb31e86e9505e0,9d2d512d20985ae9842bafcdd7da2e3062d32ecf0973fbfc8d519865fee834f5,178816b7a71e3e713a42c2969905eba147e6930199d2d1e114500348fe91d3e9,339d5d25ffbc17d36c5daf79c91a4570853d37e8cdff1a831e4b6b43068bd780,1228ae574b9334b5e4006fb9e072e4bf77aa604bac8507500cf9b96f1193c382,326e425effb6e1779d5eae56b389d6ca38dba3554b92c1b7975e3ffee3cadd10,99c07becf9ea992a657a193dfb1c6d5a492ee1ebd16733e865b2a192983f7239,0f99525874e8da1f600263b14654f2e3dc3ebaf00b755211c29ad7cd44d3253f
"20012","40001","7","2","0","1","0","0","0","2001","20011","1","1","0","0"
"20022","40001","7","2","0","1","0","0","0","2002","20021","1","1","0","0"
"20032","40001","7","2","0","1","0","0","0","2003","20031","1","1","0","0"
"20042","40001","7","2","0","1","0","0","0","2004","20041","1","1","0","0"
"20052","40001","7","2","0","1","0","0","0","2005","20051","1","1","0","0"
"20062","40001","7","2","0","1","0","0","0","2006","20061","1","1","0","0"
"20072","40001","7","2","0","1","0","0","0","2007","20071","1","1","0","0"
"20082","40001","7","2","0","1","0","0","0","2008","20081","1","1","0","0"
"20092","40001","7","2","0","1","0","0","0","2009","20091","1","1","0","0"
"20102","40001","7","2","0","1","0","0","0","2010","20101","1","1","0","0"
"20112","40001","7","2","0","1","0","0","0","2011","20111","1","1","0","0"
"20122","40001","7","2","0","1","0","0","0","2012","20121","1","1","0","0"
"20132","40001","7","2","0","1","0","0","0","2013","20131","1","1","0","0"
"20142","40001","7","2","0","1","0","0","0","2014","20141","1","1","0","0"
"20152","40001","7","2","0","1","0","0","0","2015","20151","1","1","0","0"
"20162","40001","7","2","0","1","0","0","0","2016","20161","1","1","0","0"
"20172","40001","7","2","0","1","0","0","0","2017","20171","1","1","0","0"
"20182","40001","7","2","0","1","0","0","0","2018","20181","1","1","0","0"
"20192","40001","7","2","0","1","0","0","0","2019","20191","1","1","0","0"
"20202","40001","7","2","0","1","0","0","0","2020","20201","1","1","0","0"
"20212","40001","7","2","0","1","0","0","0","2021","20211","1","1","0","0"
"20222","40001","7","2","0","1","0","0","0","2022","20221","1","1","0","0"
"20232","40001","7","2","0","1","0","0","0","2023","20231","1","1","0","0"
"20242","40001","7","2","0","1","0","0","0","2024","20241","1","1","0","0"
"20252","40001","7","2","0","1","0","0","0","2025","20251","1","1","0","0"
"20262","40001","7","2","0","1","0","0","0","2026","20261","1","1","0","0"
"20272","40001","7","2","0","1","0","0","0","2027","20271","1","1","0","0"
"20282","40001","7","2","0","1","0","0","0","2028","20281","1","1","0","0"
"30012","40001","7","1","0","1","0","40","0","3001","30011","1","1","0","0"
"30022","40001","7","1","0","1","0","40","0","3002","30021","1","5","0","0"
"30032","40001","7","1","0","1","0","40","0","3003","30031","1","6","0","0"
"30042","40001","0","1","0","1","0","-58","0","3004","30041","2","6","0","0"
"30052","40001","-20","1","0","1","0","-42","0","3005","30051","1","1","0","0"
"30062","40001","-20","1","0","1","0","-42","0","3006","30061","1","5","0","0"
"30072","40001","40","1","0","1","0","0","0","3007","30071","1","1","0","0"
"30082","40001","40","1","0","1","0","0","0","3008","30081","1","5","0","0"
"30092","40001","40","1","0","1","0","0","0","3009","30091","1","6","0","0"
"40012","40001","0","1","0","2","0","0","0","4001","40011","1","1","0","0"
"40022","40001","0","1","0","2","0","0","0","4002","40021","1","5","0","0"
"40052","40001","0","1","0","2","0","0","0","4005","40051","1","1","0","0"
"40062","40001","0","1","0","2","0","0","0","4006","40061","1","5","0","0"
"40072","40001","0","1","0","2","0","0","0","4007","40071","2","6","0","0"
"40092","40004","0","1","0","2","0","0","0","4009","40091","2","6","0","0"
"40102","40004","0","1","0","2","0","0","0","4010","40101","1","1","0","0"
"40112","40004","0","1","0","2","0","0","0","4011","40111","1","5","0","0"
"40122","40001","0","1","0","2","0","0","0","4012","40121","1","6","0","0"
"40132","40004","0","1","0","2","0","0","0","4013","40131","1","1","0","0"
"40142","40004","0","1","0","2","0","0","0","4014","40141","1","5","0","0"
"40152","40001","0","1","0","2","0","0","0","4015","40151","1","6","0","0"
"40162","40004","0","1","0","2","0","0","0","4016","40161","1","1","0","0"
"40172","40004","0","1","0","2","0","0","0","4017","40171","1","5","0","0"
"40182","40001","0","1","0","2","0","0","0","4018","40181","1","6","0","0"
