38c9830302efe10fc6ade1a35db22a9feeaa135452e16294de225f0e9d8d0bc5,03f6719360aa6d6d71316eaf900a8eef0a200e70094aab7d4d65b2b44163a164,51e1fc4330d51b50890a3dcccc60dd23fb7f1c25beba8d7041d198aa602c9837,dbcf070e16f6483a021b7548c2ca8260a9f5d3aa1f08dae984ebeb70e7745089,fd6a9d83a2b47ee9f6ab0cbb4e71ea870aec0587d2442f76d56ba1b8188d6982,f1b59d7984bf243bb2afe1efb3a560fa8ff028edbc615b4b5609a2ce98a823d3,32543b02ad552bf82bf6ec4f333b14e3efbdd741201c37b80b2a5ecfe81e8deb,56488f8a0baf646ac8da4f6400ec0a4db0eee014c1d0569f04133dd5b7cda18b,6cafe19f682220dede67ee69b0ce79f132946cf52be9fb3eb60e36a34bf40f5e,fae001b74d17629535a55f8c50ccfa266b7580f6c25a4c568feca33d32fc5122,ff30aebac07a2f0889cfee574149b38d44bda8f96546f953bb7ce691c07bdf5d,12ba302fddcf1de6e70201566a80d9f3b32426df8e889b10fdc5c97262c32251
"0","0","0","vo_10011600","vo_10011600_1501","2","15","1","0","0","0","1150001"
"240","0","0","0","0","1","15","2","0.997402597402597","0","1","1150002"
"0","2.4974025974026","1","0","0","4","15","3","0","0","1","1150003"
"0","0","0","vo_10011600","vo_10011600_1502","2","15","4","0","0","0","1150004"
"180","0","0","0","0","1","15","5","0.748051948051948","0","2","1150005"
"0","0.848051948051948","1","0","0","4","15","6","0","0","2","1150006"
"0","0","0","vo_10011600","vo_10011600_1503","2","15","7","0","0","0","1150007"
"460","0","0","0","0","1","15","8","1.16363636363636","180","2","1150008"
"0","1.96363636363636","1","0","0","4","15","9","0","0","2","1150009"
"0","0","0","vo_10011600","vo_10011600_1504","2","15","10","0","0","0","1150010"
"500","0","0","0","0","1","15","11","2.07792207792208","0","3","1150011"
"0","3.47792207792208","1","0","0","4","15","12","0","0","3","1150012"
"0","0","0","vo_10011600","vo_10011600_1505","2","15","13","0","0","0","1150013"
"300","0","0","0","0","1","15","14","1.24675324675325","0","4","1150014"
"0","2.24675324675325","1","0","0","4","15","15","0","0","4","1150015"
"0","0","0","vo_10011600","vo_10011600_1506","2","15","16","0","0","0","1150016"
"770","0","0","0","0","1","15","17","1.95324675324675","300","4","1150017"
"0","1.95324675324675","1","0","0","4","15","18","0","0","4","1150018"
"0","0","0","vo_10011600","vo_10011600_1507","2","15","19","0","0","0","1150019"
"500","0","0","0","0","1","15","20","2.07792207792208","0","5","1150020"
"0","2.97792207792208","1","0","0","4","15","21","0","0","5","1150021"
"0","0","0","vo_10011600","vo_10011600_1508","2","15","22","0","0","0","1150022"
"770","0","0","0","0","1","15","23","1.12207792207792","500","5","1150023"
"0","2.02207792207792","1","0","0","4","15","24","0","0","5","1150024"
"0","0","0","vo_10011600","vo_10011600_1509","2","15","25","0","0","0","1150025"
"320","0","0","0","0","1","15","26","1.32987012987013","0","6","1150026"
"0","2.57987012987013","1","0","0","4","15","27","0","0","6","1150027"
"0","0","0","vo_10011600","vo_10011600_1510","2","15","28","0","0","0","1150028"
"770","0","0","0","0","1","15","29","1.87012987012987","320","6","1150029"
"0","2.87012987012987","1","0","0","4","15","30","0","0","6","1150030"
"0","0","0","vo_10011600","vo_10011600_1511","2","15","31","0","0","0","1150031"
"375","0","0","0","0","1","15","32","1.55844155844156","0","7","1150032"
"0","1.75844155844156","1","0","0","4","15","33","0","0","7","1150033"
"0","0","0","vo_10011600","vo_10011600_1512","2","15","34","0","0","0","1150034"
"680","0","0","0","0","1","15","35","1.26753246753247","375","7","1150035"
"0","2.51753246753247","1","0","0","4","15","36","0","0","7","1150036"
"0","0","0","vo_10011600","vo_10011600_1513","2","15","37","0","0","0","1150037"
"480","0","0","0","0","1","15","38","1.99480519480519","0","8","1150038"
"0","2.49480519480519","1","0","0","4","15","39","0","0","8","1150039"
"0","0","0","vo_10011600","vo_10011600_1514","2","15","40","0","0","0","1150040"
"730","0","0","0","0","1","15","41","1.03896103896104","480","8","1150041"
"0","2.53896103896104","1","0","0","4","15","42","0","0","8","1150042"
"400","0","0","0","0","1","15","43","0.01","0","9","1150043"
"0","0","1","0","0","4","15","44","0","0","9","1150044"
"0","0","0","vo_10011600","vo_10011600_1515","2","15","45","0","0","0","1150045"
"720","0","0","0","0","1","15","46","1.32987012987013","400","9","1150046"
"0","0","0","vo_10011600","vo_10011600_1601","2","16","1","0","0","0","1160001"
"150","0","0","0","0","1","16","2","0.623376623376623","0","1","1160002"
"0","2.12337662337662","1","0","0","4","16","3","0","0","1","1160003"
"0","0","0","vo_10011600","vo_10011600_1602","2","16","4","0","0","0","1160004"
"700","0","0","0","0","1","16","5","3.63636363636364","0","2","1160005"
"0","5.13636363636364","1","0","0","4","16","6","0","0","2","1160006"
"0","0","0","vo_10011600","vo_10011600_1603","2","16","7","0","0","0","1160007"
"285","0","0","0","0","1","16","8","1.18441558441558","0","3","1160008"
"0","2.18441558441558","1","0","0","4","16","9","0","0","3","1160009"
"0","0","0","vo_10011600","vo_10011600_1604","2","16","10","0","0","0","1160010"
"370","0","0","0","0","1","16","11","0.353246753246753","285","3","1160011"
"0","0.553246753246753","1","0","0","4","16","12","0","0","3","1160012"
"0","0","0","vo_10011600","vo_10011600_1605","2","16","13","0","0","0","1160013"
"635","0","0","0","0","1","16","14","1.1012987012987","370","3","1160014"
"0","1.1012987012987","1","0","0","4","16","15","0","0","3","1160015"
"470","0","0","0","0","1","16","16","1.95324675324675","0","4","1160016"
"0","2.45324675324675","1","0","0","4","16","17","0","0","4","1160017"
"0","0","0","vo_10011600","vo_10011600_1606","2","16","18","0","0","0","1160018"
"660","0","0","0","0","1","16","19","0.78961038961039","470","4","1160019"
"0","1.78961038961039","1","0","0","4","16","20","0","0","4","1160020"
"0","0","0","vo_10011600","vo_10011600_1607","2","16","21","0","0","0","1160021"
"480","0","0","0","0","1","16","22","1.99480519480519","0","5","1160022"
"0","2.99480519480519","1","0","0","4","16","23","0","0","5","1160023"
"0","0","0","vo_10011600","vo_10011600_1608","2","16","24","0","0","0","1160024"
"660","0","0","0","0","1","16","25","0.748051948051948","480","5","1160025"
"0","1.99805194805195","1","0","0","4","16","26","0","0","5","1160026"
"0","0","0","vo_10011600","vo_10011600_1609","2","16","27","0","0","0","1160027"
"370","0","0","0","0","1","16","28","1.53766233766234","0","6","1160028"
"0","2.13766233766234","1","0","0","4","16","29","0","0","6","1160029"
"0","0","0","vo_10011600","vo_10011600_1610","2","16","30","0","0","0","1160030"
"710","0","0","0","0","1","16","31","1.41298701298701","370","6","1160031"
"0","1.41298701298701","1","0","0","4","16","32","0","0","6","1160032"
"190","0","0","0","0","1","16","33","0.78961038961039","0","7","1160033"
"0","2.33961038961039","1","0","0","4","16","34","0","0","7","1160034"
"0","0","0","vo_10011600","vo_10011600_1611","2","16","35","0","0","0","1160035"
"360","0","0","0","0","1","16","36","0.706493506493507","190","7","1160036"
"0","1.00649350649351","1","0","0","4","16","37","0","0","7","1160037"
"0","0","0","vo_10011600","vo_10011600_1612","2","16","38","0","0","0","1160038"
"710","0","0","0","0","1","16","39","1.45454545454545","360","7","1160039"
"0","2.95454545454545","1","0","0","4","16","40","0","0","7","1160040"
"0","0","0","vo_10011600","vo_10011600_1613","2","16","41","0","0","0","1160041"
"770","0","0","0","0","1","16","42","0.249350649350649","710","7","1160042"
"0","0.749350649350649","1","0","0","4","16","43","0","0","7","1160043"
"0","0","0","vo_10011600","vo_10011600_1614","2","16","44","0","0","0","1160044"
"558","0","0","0","0","1","16","45","2.31896103896104","0","8","1160045"
"0","3.71896103896104","1","0","0","4","16","46","0","0","8","1160046"
"0","0","0","vo_10011600","vo_10011600_1615","2","16","47","0","0","0","1160047"
"730","0","0","0","0","1","16","48","0.714805194805195","558","8","1160048"
"0","2.71480519480519","1","0","0","4","16","49","0","0","8","1160049"
"560","0","0","0","0","1","16","50","0.01","0","9","1160050"
"0","0","1","0","0","4","16","51","0","0","9","1160051"
"0","0","0","vo_10011600","vo_10011600_1616","2","16","52","0","0","0","1160052"
"710","0","0","0","0","1","16","53","0.623376623376623","560","9","1160053"
"0","0","0","vo_10011600","vo_10011600_1701","2","17","1","0","0","0","1170001"
"160","0","0","0","0","1","17","2","0.664935064935065","0","1","1170002"
"0","2.16493506493507","1","0","0","4","17","3","0","0","1","1170003"
"0","0","0","vo_10011600","vo_10011600_1702","2","17","4","0","0","0","1170004"
"125","0","0","0","0","1","17","5","0.730519480519481","0","2","1170005"
"0","1.53051948051948","1","0","0","4","17","6","0","0","2","1170006"
"0","0","0","vo_10011600","vo_10011600_1703","2","17","7","0","0","0","1170007"
"770","0","0","0","0","1","17","8","3.35064935064935","125","2","1170008"
"0","4.85064935064935","1","0","0","4","17","9","0","0","2","1170009"
"0","0","0","vo_10011600","vo_10011600_1704","2","17","10","0","0","0","1170010"
"205","0","0","0","0","1","17","11","0.851948051948052","0","3","1170011"
"0","2.10194805194805","1","0","0","4","17","12","0","0","3","1170012"
"0","0","0","vo_10011600","vo_10011600_1705","2","17","13","0","0","0","1170013"
"730","0","0","0","0","1","17","14","2.72727272727273","205","3","1170014"
"0","4.47727272727273","1","0","0","4","17","15","0","0","3","1170015"
"0","0","0","vo_10011600","vo_10011600_1706","2","17","16","0","0","0","1170016"
"400","0","0","0","0","1","17","17","1.66233766233766","0","4","1170017"
"0","2.86233766233766","1","0","0","4","17","18","0","0","4","1170018"
"0","0","0","vo_10011600","vo_10011600_1707","2","17","19","0","0","0","1170019"
"710","0","0","0","0","1","17","20","1.28831168831169","400","4","1170020"
"0","3.03831168831169","1","0","0","4","17","21","0","0","4","1170021"
"0","0","0","vo_10011600","vo_10011600_1708","2","17","22","0","0","0","1170022"
"570","0","0","0","0","1","17","23","2.36883116883117","0","5","1170023"
