bcc79ed5fbbde678c959c1d147b01ceeeb6133d41d57a32fc6e63d454661e602,078e33fb247a09f142813bddee48de189d51edd7f65281bb0dd4fb34fc505061,c85bed7ae25fefe8cb0f232827bd2f6576c3c879c59a0239005c89c0f817b00e,6c2651c454953d35a02bc66418daca9a7affc9cd415505d142c59ca17b34332a,483aceef12d67cad7f7146c3b1d640d6f5133f8963c4d53c1ef1d0c40a56a7e6,40e16a0847ef2e912817bfeb754294ae617f60cf7a56318476c218ca10111fa6,f83f989a7275bac080465f15c707c813944828f10356c9c3d90ecead8d7e077f,c93f8c8ef3c7b2f7395e10afdd5f2e4bcbc533c06388420a1beb77329e085caa,e74692054a8fa19799afe6755d0d638b0085e20a95cb7e879272964d2ec93e0e,b28ba9af72b2e341d9c0010f5d580346ce14ec6cceaf9b75243965715902c523,9c1039ba5d901f15fa5c63a75046a59e58368663c3e54fecacea2ff8065e1cdb,35e4ce760b445ec40802aa18bd1894e790ec00f7d3e647854458b03ad58c4e44,d4b1f3b9f271570d53514acc0f5de701269296c6550346fe86287f9b3c44ab13,e375bc2ad6b2caa350509384b86bf841317616e899fa0a0995858c7063ae71e9,8e0d5d5a23c1e1dab0aa5b1f938e2003073c7956970977073958ec5941a3782a
"92407110","0","1","-30","0","0","bgm_MC170","0","100198","bgm_MC170","94002","100198","1.3","0","-30"
"92407120","0","1","-30","0","0","bgm_MC170","0","100198","bgm_MC170","94002","100198","1.3","0","-30"
"92407130","0","1","-30","0","0","bgm_MC170","0","100198","bgm_MC170","94002","100198","1.3","0","-30"
"92407140","0","1","-30","0","0","bgm_MC170","0","100198","bgm_MC170","94002","100198","1.3","0","-30"
"92407210","0","2","-30","0","0","bgm_MC170","0","100198","bgm_MC170","94002","100198","1.45","0","20"
"92407220","0","2","-30","0","0","bgm_MC170","0","100198","bgm_MC170","94002","100198","1.45","0","20"
"92407230","0","2","-30","0","0","bgm_MC170","0","100198","bgm_MC170","94002","100198","1.45","0","20"
"92407240","0","2","-30","0","0","bgm_MC170","0","100198","bgm_MC170","94002","100198","1.45","0","20"
"92407310","0","3","-30","0","0","bgm_MC170","0","100198","bgm_MC170","94002","100198","1.4","0","-30"
"92407320","0","3","-30","0","0","bgm_MC170","0","100198","bgm_MC170","94002","100198","1.4","0","-30"
"92407330","0","3","-30","0","0","bgm_MC170","0","100198","bgm_MC170","94002","100198","1.4","0","-30"
"92407340","0","3","-30","0","0","bgm_MC170","0","100198","bgm_MC170","94002","100198","1.4","0","-30"
"92408110","0","1","-30","0","0","bgm_MC170","0","101822","bgm_MC170","94002","101822","0.9","0","-30"
"92408120","0","1","-30","0","0","bgm_MC170","0","101822","bgm_MC170","94002","101822","0.9","0","-30"
"92408130","0","1","-30","0","0","bgm_MC170","0","101822","bgm_MC170","94002","101822","0.9","0","-30"
"92408140","0","1","-30","0","0","bgm_MC170","0","101822","bgm_MC170","94002","101822","0.9","0","-30"
"92408210","0","2","-30","0","0","bgm_MC170","0","101822","bgm_MC170","94002","101822","1","0","20"
"92408220","0","2","-30","0","0","bgm_MC170","0","101822","bgm_MC170","94002","101822","1","0","20"
"92408230","0","2","-30","0","0","bgm_MC170","0","101822","bgm_MC170","94002","101822","1","0","20"
"92408240","0","2","-30","0","0","bgm_MC170","0","101822","bgm_MC170","94002","101822","1","0","20"
"92408310","0","3","-30","0","0","bgm_MC170","0","101822","bgm_MC170","94002","101822","0.9","0","0"
"92408320","0","3","-30","0","0","bgm_MC170","0","101822","bgm_MC170","94002","101822","0.9","0","0"
"92408330","0","3","-30","0","0","bgm_MC170","0","101822","bgm_MC170","94002","101822","0.9","0","0"
"92408340","0","3","-30","0","0","bgm_MC170","0","101822","bgm_MC170","94002","101822","0.9","0","0"
"92409110","0","1","-30","0","0","bgm_MC170","0","101191","bgm_MC170","94002","101191","1.25","-50","-30"
"92409120","0","1","-30","0","0","bgm_MC170","0","101191","bgm_MC170","94002","101191","1.25","-50","-30"
"92409130","0","1","-30","0","0","bgm_MC170","0","101191","bgm_MC170","94002","101191","1.25","-50","-30"
"92409140","0","1","-30","0","0","bgm_MC170","0","101191","bgm_MC170","94002","101191","1.25","-50","-30"
"92409210","0","2","-30","0","0","bgm_MC170","0","101191","bgm_MC170","94002","101191","1","0","20"
"92409220","0","2","-30","0","0","bgm_MC170","0","101191","bgm_MC170","94002","101191","1","0","20"
"92409230","0","2","-30","0","0","bgm_MC170","0","101191","bgm_MC170","94002","101191","1","0","20"
"92409240","0","2","-30","0","0","bgm_MC170","0","101191","bgm_MC170","94002","101191","1","0","20"
"92409310","0","3","-30","0","0","bgm_MC170","0","101191","bgm_MC170","94002","101191","1.25","-50","-30"
"92409320","0","3","-30","0","0","bgm_MC170","0","101191","bgm_MC170","94002","101191","1.25","-50","-30"
"92409330","0","3","-30","0","0","bgm_MC170","0","101191","bgm_MC170","94002","101191","1.25","-50","-30"
"92409340","0","3","-30","0","0","bgm_MC170","0","101191","bgm_MC170","94002","101191","1.25","-50","-30"
"92410110","0","1","-30","0","0","bgm_MC170","0","103013","bgm_MC170","94002","103013","1.3","0","-30"
"92410120","0","1","-30","0","0","bgm_MC170","0","103013","bgm_MC170","94002","103013","1.3","0","-30"
"92410130","0","1","-30","0","0","bgm_MC170","0","103013","bgm_MC170","94002","103013","1.3","0","-30"
"92410140","0","1","-30","0","0","bgm_MC170","0","103013","bgm_MC170","94002","103013","1.3","0","-30"
"92410210","0","2","-30","0","0","bgm_MC170","0","103013","bgm_MC170","94002","103013","1.45","0","20"
"92410220","0","2","-30","0","0","bgm_MC170","0","103013","bgm_MC170","94002","103013","1.45","0","20"
"92410230","0","2","-30","0","0","bgm_MC170","0","103013","bgm_MC170","94002","103013","1.45","0","20"
"92410240","0","2","-30","0","0","bgm_MC170","0","103013","bgm_MC170","94002","103013","1.45","0","20"
"92410310","0","3","-30","0","0","bgm_MC170","0","103013","bgm_MC170","94002","103013","1.4","0","-30"
"92410320","0","3","-30","0","0","bgm_MC170","0","103013","bgm_MC170","94002","103013","1.4","0","-30"
"92410330","0","3","-30","0","0","bgm_MC170","0","103013","bgm_MC170","94002","103013","1.4","0","-30"
"92410340","0","3","-30","0","0","bgm_MC170","0","103013","bgm_MC170","94002","103013","1.4","0","-30"
"92411110","0","1","-30","0","0","bgm_MC170","0","100198","bgm_MC170","94002","100198","1","40","-30"
"92411120","0","1","-30","0","0","bgm_MC170","0","100198","bgm_MC170","94002","100198","1","40","-30"
"92411130","0","1","-30","0","0","bgm_MC170","0","100198","bgm_MC170","94002","100198","1","40","-30"
"92411140","0","1","-30","0","0","bgm_MC170","0","100198","bgm_MC170","94002","100198","1","40","-30"
"92411210","0","2","-30","0","0","bgm_MC170","0","100198","bgm_MC170","94002","100198","1.45","140","-90"
"92411220","0","2","-30","0","0","bgm_MC170","0","100198","bgm_MC170","94002","100198","1.45","140","-90"
"92411230","0","2","-30","0","0","bgm_MC170","0","100198","bgm_MC170","94002","100198","1.45","140","-90"
"92411240","0","2","-30","0","0","bgm_MC170","0","100198","bgm_MC170","94002","100198","1.45","140","-90"
"92411310","0","3","-30","0","0","bgm_MC170","0","100198","bgm_MC170","94002","100198","1.1","40","-30"
"92411320","0","3","-30","0","0","bgm_MC170","0","100198","bgm_MC170","94002","100198","1.1","40","-30"
"92411330","0","3","-30","0","0","bgm_MC170","0","100198","bgm_MC170","94002","100198","1.1","40","-30"
"92411340","0","3","-30","0","0","bgm_MC170","0","100198","bgm_MC170","94002","100198","1.1","40","-30"
"92412110","0","1","-30","0","0","bgm_MC170","0","101621","bgm_MC170","94002","101621","1","210","-210"
"92412120","0","1","-30","0","0","bgm_MC170","0","101621","bgm_MC170","94002","101621","1","210","-210"
"92412130","0","1","-30","0","0","bgm_MC170","0","101621","bgm_MC170","94002","101621","1","210","-210"
"92412140","0","1","-30","0","0","bgm_MC170","0","101621","bgm_MC170","94002","101621","1","210","-210"
"92412210","0","2","-30","0","0","bgm_MC170","0","101621","bgm_MC170","94002","101621","1.45","140","-90"
"92412220","0","2","-30","0","0","bgm_MC170","0","101621","bgm_MC170","94002","101621","1.45","140","-90"
"92412230","0","2","-30","0","0","bgm_MC170","0","101621","bgm_MC170","94002","101621","1.45","140","-90"
"92412240","0","2","-30","0","0","bgm_MC170","0","101621","bgm_MC170","94002","101621","1.45","140","-90"
"92412310","0","3","-30","0","0","bgm_MC170","0","101621","bgm_MC170","94002","101621","1.1","180","-30"
"92412320","0","3","-30","0","0","bgm_MC170","0","101621","bgm_MC170","94002","101621","1.1","180","-30"
"92412330","0","3","-30","0","0","bgm_MC170","0","101621","bgm_MC170","94002","101621","1.1","180","-30"
"92412340","0","3","-30","0","0","bgm_MC170","0","101621","bgm_MC170","94002","101621","1.1","180","-30"
"92414110","0","1","-30","0","0","bgm_MC170","0","101822","bgm_MC170","94002","101822","1.4","60","-60"
