unit_id,unit_name,bg_id,face_type
"100131","春咲 ひより","510100","4"
"100231","草野 優衣","510220","2"
"100331","士条 怜","510350","2"
"100431","穂高 みそぎ","510340","4"
"100531","織原 茉莉","510010","4"
"100631","風宮 あかり","510120","8"
"100731","出雲 宮子","510090","4"
"100831","虹村 雪","510300","2"
"100931","柊 杏奈","510300","4"
"101032","姫宮 真歩","510030","4"
"101131","衣之咲 璃乃","510360","9"
"101231","柏崎 初音","510330","9"
"101332","丹野 七々香","510300","4"
"101431","霧原 かすみ","510221","2"
"101532","愛川 美里","510070","4"
"101631","美波 鈴奈","510300","2"
"101731","喜屋武 香織","510050","9"
"101831","支倉 伊緒","510220","2"
"102031","茜 ミミ","510330","4"
"102131","栗林 くるみ","510100","2"
"102232","風宮 より","510350","2"
"102331","北条 綾音","510200","1"
"102531","天野 すずめ","510040","4"
"102631","森近 鈴","510090","2"
"102731","倉石 恵理子","510090","4"
"102832","佐々木 咲恋","510290","4"
"102931","桜井 望","510300","9"
"103031","ニノン・ジュベール","510290","9"
"103131","上喜 しのぶ","510290","4"
"103231","藤堂 秋乃","510120","4"
"103331","野戸 まひる","510140","4"
"103431","綾瀬 ゆかり","510350","2"
"103631","氷川 鏡華","510090","4"
"103731","御久間 智","510030","3"
"103832","柏崎 栞","510260","2"
"104031","双葉 碧","510360","4"
"104231","三角 千歌","510200","4"
"104331","安芸 真琴","510220","1"
"104431","イリヤ・オーンスタイン","510120","4"
"104532","遠見 空花","510150","4"
"104632","宮坂 たまき","510300","2"
"104731","白銀 純","510240","2"
"104831","大神 美冬","510290","4"
"104931","星野 静流","510090","2"
"105031","玉泉 美咲","510120","4"
"105131","宵ヶ浜 深月","510140","2"
"105231","リマ","510100","2"
"105331","モニカ・ヴァイスヴィント","510340","4"
"105432","繭宮 つむぎ","510351","4"
"105531","石橋 あゆみ","510040","2"
"105631","太刀洗 流夏","510290","4"
"105731","ジータ","510230","2"
"105831","ユースティアナ・フォン・アストライア","510300","4"
"105931","棗 こころ","510120","2"
"106031","百地 希留耶","510350","2"
"106131","園上 矛依未","510121","4"
"106331","アリサ","510350","4"
