5b9f7e944b176e9c407466d37cc28b9d551bcfdf59262bd60a7361d2026eeda6,e7d3cd52011b5f908c675a82135648470189c43879876f93b86d1435d1e65565,27d99524d0c22c34fcd4f2bf9bbf25c2e842a1be4a3e1c3945ce382cd193c781,6032b9a801664566af7e1f04169d9e07568b300511c658769c7ea2170f9cb2ed,8f9740b4446ecec1c7d49a410e862748b8a224100425bb0b12a5195e61bfa4fe,1fc760a90bf21ac1ab6fa0c80b7bd0e1d94e650c0dc15b0b5b41f1cb28af27a8,dbb61cb2b55cc47b2e5e82f1f507b4882b8fbd4f615f3be34a887991557897dc,7bf7e091e2ce15c93d14883f1f59301c93f3fcb03e54530bade374a5744a22eb,f7f874d42ef851568b12b286dbeba583a28a17e1aa74f5ffed9c41696cffceaa,e1f47f5021124f57a6769955addcd13c77125a080774c0051ee811c39ff50f37,bc2ef7711a857ecb50ce376b35e2c7995e7247308b65753743d4d41da58e6748,72d3c73347afaa3ff3c515d2e4e8684d582a720909aac7105dad083a9b6388bb,1640cb9b138003dc13690e1575a173e4d237fa2fc7ecbabb4ea9cca3d7914197,c1c49e7f38e632a275c6685a3847c32d0d62e3bf4d497d26b854c8267dafae4d,8d3cb056ca80c8141b9d447040fa3e6a09f432b8e0ced63691288bbf2f2d6151,f6701ec99c2c29336eba4be565455a6225baf9db229bd71d5cb6717265a19d08,1ee68fbdf1dd7aa3789a75f9a61eda832d665db8edd5115f0554f4b97e49d765,a846473ba346b04569f495d3dddec360b9f9b5a44f8e4aa1577c859e1afb1efe,5784b8bd898bf85537f2afb0eb2257908bd0f9ba4b8a212ad0f3567519cf77f0,9687f62d64f667d20aeb65685ad3e88d8c2bc73e2093e27b863b473657f49b2e
"0","0","0","0","100","0","100000001","0","0","0","0","0","0","0","0","0","0","0","100000001","512000021"
"0","0","0","0","100","0","100000002","0","100000002","0","0","100000001","0","0","0","0","0","0","100000001","512000022"
"255","0","0","0","100","11999091","101000001","0","0","0","0","101010101","11001011","0","0","0","0","0","101010101","110010011"
"255","0","0","0","100","11999092","101000002","0","0","0","0","101010102","11001012","0","0","0","0","0","101010101","110010012"
"255","0","0","0","100","11999093","101000003","0","101010102","0","0","101010103","11001013","11999101","0","0","0","0","101010104","110010013"
"261","0","0","0","100","11999091","101000004","0","0","0","0","101010203","11001021","0","0","0","0","0","101010203","110010021"
"261","0","0","0","100","11999092","101000005","0","101010202","0","0","101010201","11001022","0","0","0","0","0","101010201","110010022"
"261","0","101010202","0","100","11999093","101000006","0","101010203","0","0","101010203","11001023","11999102","0","0","0","0","101010202","110010023"
"266","0","0","0","100","11999091","101000007","0","0","0","0","101010302","11001031","0","0","0","0","0","101010302","110010031"
"266","0","0","0","100","11999092","101000008","0","101010302","0","0","101010301","11001032","0","0","0","0","0","101010301","110010032"
"266","0","0","0","100","11999093","101000009","0","101010303","0","0","101010303","11001033","11999103","0","0","0","0","101010304","110010033"
"270","0","0","0","100","11999091","101000010","0","0","0","0","101010402","11001041","0","0","0","0","0","101010404","110010041"
"270","0","0","0","100","11999092","101000011","0","0","0","0","101010403","11001042","0","0","0","0","0","101010402","110010042"
"270","0","0","0","100","11999093","101000012","0","101010402","0","0","101010403","11001043","11999101","0","0","0","0","101010404","110010043"
"270","0","0","0","100","11999091","101000013","0","0","0","0","101010504","11001051","0","0","0","0","0","101010504","110010051"
"270","0","0","0","100","11999092","101000014","0","101010502","0","0","101010503","11001052","0","0","0","0","0","101010501","110010052"
"270","0","101010505","0","100","11999093","101000015","0","101010504","0","0","101010504","11001053","11999102","0","0","0","0","101010503","110010053"
"276","0","0","0","100","11999091","101000016","0","0","0","0","101010602","11001061","0","0","0","0","0","101010604","110010061"
"276","0","0","0","100","11999092","101000017","0","101010602","0","0","101010606","11001062","0","0","0","0","0","101010604","110010062"
"276","0","0","0","100","11999093","101000018","0","101010601","0","0","101010605","11001063","11999103","0","0","0","0","101010606","110010063"
"281","0","0","0","100","11999091","101000019","0","101010703","0","0","101010702","11001071","0","0","0","0","0","101010702","110010071"
"281","0","0","0","100","11999092","101000020","0","101010701","0","0","101010705","11001072","0","0","0","0","0","101010702","110010072"
"281","0","101010704","0","100","11999093","101000021","0","101010705","0","0","101010705","11001073","11999101","0","0","0","0","101010706","110010073"
"281","0","0","0","100","11999091","101000022","0","101010804","0","0","101010801","11001081","0","0","0","0","0","101010801","110010081"
"281","0","0","0","100","11999092","101000023","0","101010803","0","0","101010801","11001082","0","0","0","0","0","101010802","110010082"
"281","0","0","0","100","11999093","101000024","0","101010804","0","0","101010804","11001083","11999102","0","0","0","0","101010805","110010083"
"285","0","0","0","100","11999091","101000025","0","101010901","0","0","101010902","11001091","0","0","0","0","0","101010904","110010091"
"285","0","0","0","100","11999092","101000026","0","101010901","0","0","101010903","11001092","0","0","0","0","0","101010902","110010092"
"285","0","101010904","0","100","11999093","101000027","0","101010902","0","0","101010905","11001093","11999103","0","0","0","0","101010906","110010093"
"291","0","0","0","100","11999091","101000028","0","101011003","0","0","101011006","11001101","11999093","0","0","0","0","101011006","110010101"
"291","0","0","0","100","11999092","101000029","0","101011008","0","0","101011004","11001102","11999101","0","0","0","0","101011004","110010102"
"291","0","0","0","100","0","101000030","0","0","0","0","0","11001103","0","0","0","0","0","101011001","110010103"
"296","0","0","0","100","11999091","101000031","0","101020102","0","0","101020102","11002011","0","0","0","0","0","101020101","110020011"
"296","0","0","0","100","11999092","101000032","0","0","0","0","101020104","11002012","0","0","0","0","0","101020103","110020012"
"296","0","0","0","100","11999093","101000033","0","101020106","0","0","101020101","11002013","11999102","0","0","0","0","101020105","110020013"
"300","0","0","0","100","11999091","101000034","0","0","0","0","101020202","11002021","0","0","0","0","0","101020201","110020021"
"300","0","0","0","100","11999092","101000035","0","101020204","0","0","101020203","11002022","0","0","0","0","0","101020203","110020022"
"300","0","0","0","100","11999093","101000036","0","101020206","0","0","101020205","11002023","11999103","0","0","0","0","101020202","110020023"
"306","0","0","0","100","11999091","101000037","0","0","0","0","101020303","11002031","0","0","0","0","0","101020301","110020031"
"306","0","0","0","100","11999092","101000038","0","101020302","0","0","101020305","11002032","0","0","0","0","0","101020304","110020032"
"306","0","101020303","0","100","11999093","101000039","0","101020304","0","0","101020304","11002033","11999101","0","0","0","0","101020305","110020033"
"311","0","0","0","100","11999091","101000040","0","0","0","0","101020402","11002041","0","0","0","0","0","101020401","110020041"
"311","0","0","0","100","11999092","101000041","0","101020404","0","0","101020403","11002042","0","0","0","0","0","101020403","110020042"
"311","0","0","0","100","11999093","101000042","0","101020405","0","0","101020404","11002043","11999102","0","0","0","0","101020404","110020043"
"311","0","0","0","100","11999091","101000043","0","101020503","0","0","101020502","11002051","0","0","0","0","0","101020501","110020051"
"311","0","0","0","100","11999092","101000044","0","101020503","0","0","101020505","11002052","0","0","0","0","0","101020504","110020052"
"311","0","0","0","100","11999093","101000045","0","101020501","0","0","101020502","11002053","11999103","0","0","0","0","101020506","110020053"
"315","0","0","0","100","11999091","101000046","0","101020602","0","0","101020601","11002061","0","0","0","0","0","101020601","110020061"
"315","0","0","0","100","11999092","101000047","0","101020602","0","0","101020604","11002062","0","0","0","0","0","101020603","110020062"
"315","0","101020606","0","100","11999093","101000048","0","101020604","0","0","101020604","11002063","11999101","0","0","0","0","101020603","110020063"
"321","0","0","0","100","11999091","101000049","0","101020702","0","0","101020702","11002071","0","0","0","0","0","101020701","110020071"
"321","0","0","0","100","11999092","101000050","0","101020704","0","0","101020703","11002072","0","0","0","0","0","101020703","110020072"
"321","0","0","0","100","11999093","101000051","0","101020706","0","0","101020704","11002073","11999102","0","0","0","0","101020705","110020073"
