93cfe57793e67706de28585eed66914ad4c0280ed088579dcffb66da7716f7e4,58d39fc61ed1ac384f784ba27c770c6d8715bff88e8fc098726e273af0a4022e,ea0c1786c9b7d3a4e78badcb97f11f80dd82ac58ff0b973f3a1caa3693c8c771,031d39535c6673708f7484c8cbefbdc177f34f65e84a1aedcf7cd2142655b50d,078d58b9372633b273cc9ca8fca5d06bbad37ef1efd1d232c2777f268990a65f,c82ac07bb800ee1c8a7532130dbe8c60dc4a7ef656037c3935959c9e3737aaf0,75049dae1f8ae4f6aa7c85690cd097d33df2a9b5fd3d63df13839030a69b4d9a,52429df71674c4381a1fd897b68ee4b4d0311f75db9ff45117fbb30386d89d3b,8455e1257944e5c80d935815ca8865412e1137af82145645eeaa66bc7336dde1,2b5342fe077ae1eda637da3ab6ac4b93751a3728d5e117c0a05cb51b4f0cd5ff
"10000","0","1","0","2018/01/01 15:00:00","2018/02/28 14:59:59","302","0","1","0"
"10001","0","1","0","2018/02/28 15:00:00","2018/03/15 14:59:59","302","0","1","0"
"10002","0","1","0","2018/03/15 15:00:00","2018/03/31 14:59:59","302","0","1","0"
"10003","0","1","0","2018/03/31 15:00:00","2018/04/16 14:59:59","302","0","1","0"
"10004","0","1","0","2018/04/16 15:00:00","2018/04/30 11:59:59","302","0","1","0"
"10005","0","1","0","2018/04/30 12:00:00","2018/05/15 14:59:59","302","0","1","0"
"10006","0","1","0","2018/05/15 15:00:00","2018/05/31 11:59:59","302","0","2","0"
"10007","0","1","0","2018/05/31 12:00:00","2018/06/15 14:59:59","302","0","2","0"
"10008","0","1","0","2018/06/15 15:00:00","2018/06/30 11:59:59","302","0","1","0"
"10009","0","1","0","2018/06/30 12:00:00","2018/07/17 14:59:59","302","0","1","0"
"10010","0","1","0","2018/07/17 15:00:00","2018/07/31 11:59:59","302","0","1","0"
"10011","0","1","0","2018/07/31 12:00:00","2018/08/21 14:59:59","302","0","1","0"
"10012","0","1","0","2018/08/21 15:00:00","2018/08/31 11:59:59","302","0","2","0"
"10013","0","1","0","2018/08/31 12:00:00","2018/09/18 14:59:59","302","0","2","0"
"10014","0","1","0","2018/09/18 15:00:00","2018/09/30 11:59:59","302","0","1","0"
"10015","0","1","0","2018/09/30 12:00:00","2018/10/18 14:59:59","302","0","1","0"
"10016","0","1","0","2018/10/18 15:00:00","2018/10/31 11:59:59","302","0","1","0"
"10017","0","1","0","2018/11/03 19:00:00","2018/11/19 14:59:59","302","0","1","0"
"10018","0","1","0","2018/11/19 15:00:00","2018/11/30 11:59:59","302","0","1","0"
"10019","0","1","0","2018/11/30 12:00:00","2018/12/19 14:59:59","302","0","1","0"
"10020","0","1","0","2018/12/19 15:00:00","2018/12/31 11:59:59","302","0","1","0"
"10021","0","1","0","2019/01/03 19:00:00","2019/01/18 14:59:59","302","0","1","0"
"10022","0","1","0","2019/01/18 15:00:00","2019/01/31 11:59:59","302","0","1","0"
"10023","0","1","0","2019/01/31 12:00:00","2019/02/15 22:59:59","302","0","1","0"
"10024","0","1","0","2019/02/28 12:00:00","2019/03/19 14:59:59","302","0","1","0"
"10025","0","1","0","2019/03/19 15:00:00","2019/03/26 14:59:59","302","0","1","0"
"10026","0","1","0","2019/03/26 15:00:00","2019/03/31 11:59:59","302","0","1","0"
"10027","0","1","0","2019/03/31 12:00:00","2019/04/19 14:59:59","302","0","1","0"
"10028","0","1","0","2019/04/19 15:00:00","2019/04/30 11:59:59","302","0","1","0"
"10029","0","1","0","2019/05/07 15:00:00","2019/05/14 14:59:59","302","0","1","0"
"10030","0","1","0","2019/05/14 15:00:00","2019/05/17 14:59:59","302","0","1","0"
"10031","0","1","0","2019/05/17 15:00:00","2019/05/31 11:59:59","302","0","1","0"
"10032","0","1","0","2019/05/31 12:00:00","2019/06/15 11:59:59","302","0","1","0"
"10033","0","1","0","2019/06/15 12:00:00","2019/06/18 14:59:59","302","0","1","0"
"10034","0","1","0","2019/06/18 15:00:00","2019/06/30 11:59:59","302","0","1","0"
"10035","0","1","0","2019/06/30 12:00:00","2019/07/13 11:59:59","302","0","1","0"
"10036","0","1","90001","2020/07/27 12:00:00","2020/07/31 11:59:59","302","0","1","0"
"10037","0","1","0","2019/07/18 15:00:00","2019/07/31 11:59:59","302","0","1","0"
"10038","0","1","0","2019/07/31 12:00:00","2019/08/10 11:59:59","302","0","1","0"
"10039","0","1","90002","2020/08/26 12:00:00","2020/08/31 11:59:59","302","0","1","0"
"10040","0","1","0","2019/08/15 15:00:00","2019/08/26 11:59:59","302","0","1","0"
"10041","0","1","0","2019/08/26 12:00:00","2019/08/31 11:59:59","302","0","1","0"
"10042","0","1","0","2019/09/03 21:00:00","2019/09/12 11:59:59","302","0","4","0"
"10043","0","1","90003","2019/09/12 12:00:00","2019/09/16 14:59:59","302","0","4","0"
"10044","0","1","0","2019/09/16 15:00:00","2019/09/29 11:59:59","302","0","4","0"
"10045","0","1","0","2019/09/30 12:00:00","2019/10/11 11:59:59","302","0","4","0"
"10046","0","1","90004","2019/10/11 12:00:00","2019/10/16 14:59:59","302","0","4","0"
"10047","0","1","0","2019/10/16 15:00:00","2019/10/31 11:59:59","302","0","4","0"
"10048","0","1","0","2019/10/31 12:00:00","2019/11/11 11:59:59","302","0","4","0"
"10049","0","1","0","2019/11/11 12:00:00","2019/11/15 14:59:59","302","0","4","0"
"10050","0","1","0","2019/11/15 15:00:00","2019/11/30 11:59:59","302","0","4","0"
