4a0e60663ad95f05a4b9207f2ea6beaebaa1623f51668eaa583bdec3184f4ffd,e89d1f95e21331da1ec5f6de20c914cb108d23981f28c42ae08909bd664390c9,332aaa2eedca85c17d40df2217ee4da144c74cc8f109f3199f1c27000540dca8,206782dcb183275e67ac729626b5b2777f695e6a3542acfeed9a73e85a8b70c0,4d78e9aa766de9fef3b7e8e563989eede8e50c9ee81c752796b10818f7ee44f4,262d9563994a25315a10fded721a2cd0c1ed41dd18a4fe1287ebadc0ca74f58d,cf13380a42081cd568409c76258808205e79efe27473f7fdc8fdcd47107381c7,5ac6f67475b994716d76521cd6f1a002241c8a3ad2c9beac44d0d4bceb93c14a,e43dc02a6118147b9101af49f8f9f6e2fec461928248c61bde4688cc5d0673ff,2452d62c948dbde498e1561bce63b7225aa83f72e28c0ed7d5c4f60791d53ff3,b4296f750fea6cfbb7c9648badc9e5e0748e872e87ea689b68b47237b209f2af
"2","91002","25021","8","8","2","284001001","1","25014","10","31"
"2","91002","25021","8","8","2","284001002","2","25014","10","31"
"2","91002","25021","8","8","2","284001003","3","25014","10","32"
"2","91002","25021","8","8","2","284001004","4","25014","10","32"
"2","91002","25021","8","8","2","284001005","5","25014","10","33"
"2","91002","25021","9","8","2","284001006","6","25014","10","33"
"2","91002","25021","9","8","2","284001007","7","25014","10","34"
"2","91002","25021","9","8","2","284001008","8","25014","10","35"
"2","91002","25021","9","8","2","284001009","9","25014","10","35"
"2","91002","25021","10","8","2","284001010","10","25014","30","37"
"2","91002","25021","10","8","2","284001011","11","25014","10","41"
"2","91002","25021","11","8","2","284001012","12","25014","10","43"
"2","91002","25021","11","8","2","284001013","13","25014","10","46"
"2","91002","25021","12","8","2","284001014","14","25014","10","48"
"2","91002","25021","12","8","2","284001015","15","25014","10","50"
"2","91002","25021","13","8","2","284001016","16","25014","10","53"
"2","91002","25021","14","8","2","284001017","17","25014","10","55"
"2","91002","25021","14","8","2","284001018","18","25014","10","58"
"2","91002","25021","15","8","2","284001019","19","25014","10","60"
"2","91002","25021","15","8","2","284001020","20","25014","30","62"
"2","91002","25021","16","8","2","284001021","21","25014","10","68"
"2","91002","25021","16","8","2","284001022","22","25014","10","70"
"2","91002","25021","16","8","2","284001023","23","25014","10","72"
"2","91002","25021","17","8","2","284001024","24","25014","10","75"
"2","91002","25021","18","8","2","284001025","25","25014","10","77"
"2","91002","25021","18","8","2","284001026","26","25014","10","79"
"2","91002","25021","19","8","2","284001027","27","25014","10","82"
"2","91002","25021","19","8","2","284001028","28","25014","10","84"
"2","91002","25021","19","8","2","284001029","29","25014","10","86"
"2","91002","25021","20","8","2","284001030","30","25014","30","89"
"2","91002","25021","20","8","2","284001031","31","25014","10","94"
"2","91002","25021","21","8","2","284001032","32","25014","10","96"
"2","91002","25021","21","8","2","284001033","33","25014","10","99"
"2","91002","25021","22","8","2","284001034","34","25014","10","101"
"2","91002","25021","22","8","2","284001035","35","25014","10","103"
"2","91002","25021","23","8","2","284001036","36","25014","10","106"
"2","91002","25021","23","8","2","284001037","37","25014","10","108"
"2","91002","25021","24","8","2","284001038","38","25014","10","111"
"2","91002","25021","25","8","2","284001039","39","25014","10","113"
"2","91002","25021","25","8","2","284001040","40","25014","30","115"
"2","91002","25021","26","8","2","284001041","41","25014","10","121"
"2","91002","25021","27","8","2","284001042","42","25014","10","123"
"2","91002","25021","28","8","2","284001043","43","25014","10","125"
"2","91002","25021","28","8","2","284001044","44","25014","10","128"
"2","91002","25021","29","8","2","284001045","45","25014","10","130"
"2","91002","25021","30","8","2","284001046","46","25014","10","132"
"2","91002","25021","30","8","2","284001047","47","25014","10","135"
"2","91002","25021","31","8","2","284001048","48","25014","10","137"
"2","91002","25021","31","8","2","284001049","49","25014","10","139"
"2","91002","25021","31","8","2","284001050","50","25014","30","142"
"2","91002","25021","32","8","2","284001051","51","25014","10","144"
"2","91002","25021","32","8","2","284001052","52","25014","10","146"
"2","91002","25021","32","8","2","284001053","53","25014","10","149"
"2","91002","25021","33","8","2","284001054","54","25014","10","152"
"2","91002","25021","33","8","2","284001055","55","25014","10","155"
"2","91002","25021","33","8","2","284001056","56","25014","10","157"
"2","91002","25021","34","8","2","284001057","57","25014","10","160"
"2","91002","25021","34","8","2","284001058","58","25014","10","163"
"2","91002","25021","34","8","2","284001059","59","25014","10","166"
"2","91002","25021","35","8","2","284001060","60","25014","30","169"
"2","91002","25021","35","8","2","284001061","61","25014","10","171"
"2","91002","25021","35","8","2","284001062","62","25014","10","174"
"2","91002","25021","36","8","2","284001063","63","25014","10","177"
"2","91002","25021","36","8","2","284001064","64","25014","10","180"
"2","91002","25021","36","8","2","284001065","65","25014","10","182"
"2","91002","25021","37","8","2","284001066","66","25014","10","185"
"2","91002","25021","37","8","2","284001067","67","25014","10","187"
"2","91002","25021","37","8","2","284001068","68","25014","10","190"
"2","91002","25021","38","8","2","284001069","69","25014","10","193"
"2","91002","25021","38","8","2","284001070","70","25014","30","196"
