21dae56975e33c7eb8fa00263ad210138199954385c3eea5c12c84026ea3a53d,8649cc6e3d9e92f1c7a44a32bedf9681227104e52d8adbb4155f61b58ac440ce,255abfc8530e9c195529c9382b258f12fee439092ae0d351d82053515a0823d7,03b426fd7a3e291ee6b14b2ff15cdeb0f1926447049cce263999f46d11c603c8,64cf8a34cc1a3b6d2a5469d43d0ccc05f142807367dbb1ef28781c621d3ed96f,49f3ab6c4e9fc5186eec0d7a81a850830c0d58dc5c6d20524c533ab415349cc2
"0","10011","0","100112","0","100111"
"100125","10012","100123","100122","100124","100121"
"100135","10013","100133","100132","100134","100131"
"0","10021","0","0","0","100211"
"0","10022","0","0","0","100221"
"0","10023","0","100232","0","100231"
"0","10031","0","0","0","100311"
"0","10032","0","0","0","100321"
"100335","10033","100333","100332","100334","100331"
"0","10041","0","100412","0","100411"
"0","10042","0","100422","0","100421"
"0","10043","0","100432","0","100431"
"0","10051","0","0","0","100511"
"100525","10052","100523","100522","100524","100521"
"100535","10053","100533","100532","100534","100531"
"0","11001","0","0","0","110011"
"0","11002","0","0","0","110021"
"0","11003","0","0","0","110031"
"0","11004","0","0","0","110041"
"0","11005","0","0","0","110051"
"0","12001","0","0","0","120011"
"0","12002","0","0","0","120021"
"0","12003","0","0","0","120031"
"0","12004","0","0","0","120041"
"0","12005","0","0","0","120051"
"0","13001","0","0","0","130011"
"0","13002","0","130022","0","130021"
"0","13003","0","0","0","130031"
"0","13004","0","130042","0","130041"
"0","13005","0","0","0","130051"
"0","14001","0","0","0","140011"
"0","14002","0","0","0","140021"
"0","14003","0","0","0","140031"
"0","14004","0","140042","0","140041"
"0","14005","0","140052","0","140051"
"0","15001","0","0","0","150011"
"0","15002","0","0","0","150021"
"150035","15003","150033","150032","150034","150031"
"150045","15004","150043","150042","150044","150041"
"0","15005","0","0","0","150051"
"0","21001","0","0","0","210011"
"0","21002","0","0","0","210021"
"0","21003","0","0","0","210031"
"0","21004","0","0","0","210041"
"0","21005","0","0","0","210051"
"0","22001","0","0","0","220011"
"0","22002","0","0","0","220021"
"0","22003","0","0","0","220031"
"0","22004","0","0","0","220041"
"0","22005","0","0","0","220051"
"0","23001","0","0","0","230011"
"0","23002","0","230022","0","230021"
"0","23003","0","0","0","230031"
"0","23004","0","230042","0","230041"
"0","23005","0","0","0","230051"
"0","24001","0","0","0","240011"
"0","24002","0","0","0","240021"
"0","24003","0","0","0","240031"
"0","24004","0","240042","0","240041"
"0","24005","0","240052","0","240051"
"0","25001","0","0","0","250011"
"0","25002","0","0","0","250021"
"250035","25003","250033","250032","250034","250031"
"250045","25004","250043","250042","250044","250041"
"0","25005","0","0","0","250051"
"0","30001","0","0","0","300011"
"0","31001","0","0","0","310011"
"0","31002","0","0","0","310021"
"0","31003","0","0","0","310031"
"0","31004","0","0","0","310041"
"0","31005","0","0","0","310051"
"0","31006","0","0","0","310061"
"0","32001","0","0","0","320011"
"0","32002","0","0","0","320021"
"0","32003","0","0","0","320031"
"0","32004","0","0","0","320041"
"0","32005","0","0","0","320051"
"0","32006","0","0","0","320061"
"0","33001","0","0","0","330011"
"0","33002","0","330022","0","330021"
"0","33003","0","0","0","330031"
"0","33004","0","330042","0","330041"
"0","33005","0","0","0","330051"
"0","33006","0","330062","0","330061"
"0","34001","0","0","0","340011"
"0","34002","0","0","0","340021"
"0","34003","0","0","0","340031"
"0","34004","0","340042","0","340041"
"0","34005","0","340052","0","340051"
"0","34006","0","0","0","340061"
"0","35001","0","0","0","350011"
"0","35002","0","0","0","350021"
"350035","35003","350033","350032","350034","350031"
"350045","35004","350043","350042","350044","350041"
"0","35005","0","0","0","350051"
"0","35006","0","0","0","350061"
"0","40001","400013","400012","0","400011"
"0","40002","0","0","0","400021"
"0","40003","0","0","0","400031"
"0","40004","400043","400042","400044","400041"
"0","40005","0","0","0","400051"
"0","40006","400063","400062","0","400061"
"0","40007","0","0","0","400071"
"0","40008","0","0","0","400081"
"0","40009","0","400092","0","400091"
"0","40010","0","0","0","400101"
"0","50001","0","500012","0","500011"
"0","50002","0","0","0","500021"
"0","50003","0","0","0","500031"
"0","50004","0","0","0","500041"
"0","50005","0","0","0","500051"
"0","50006","0","500062","0","500061"
"500075","50007","500073","500072","500074","500071"
"0","50008","0","0","0","500081"
"0","50009","0","500092","0","500091"
"0","50010","0","0","0","500101"
