1e15f3a460d14a82b097cbd48ada3837ebf20adcc8f250524bcfff010d17c43d,c56bfd8afdf29db24d2bfbf695b9d21a12b7af0fdf895f47a515ade8d3475cd7,f82ec1aa63d4c006b36d7d0deb0b30c35618e34b2ab418c1323af230f0ffb89a,e55e8302d5ade998cea5a3b2c9b0346e62fa09c7447463a35e831e66bfc493a7,77b50e7ed0498250f7374ada5fe320fbbc37c766a10b195368561fe5bd65b4db,00ab00a6379d7b8d959b18c01f5f46c68f2760a02b08bc0c29847ef499ba3ea4,398a26515b037df1f73243744a660e5eecef926d41d89ff9ac1a12968777c15f,8795187881dbdcb650d2fee6d697ba65473d793c5feba6af70e4c220be68765c,95d24294b122af892b696911f7403377763e60a9bf51d12fca463b4c3a78d47e,0429200a364157841ebcc8ca7632ba8129af7da982f901c4fdcf807e3d6d5195,ce690b257d98f633c8a78645f9807006ec2afee1be8bf2a10cf3e012014861e0,d8d503b0b52fb9832dc0f3e972a88f1b7bb2a3c6da20ac2d304d014eb241088f,2981d681df7228809a9c79b6a6b45219170f5c0356a2103457c2ff8b3392763d,9fbbf24831d049e68839a18cb5ba8043e4c01cde1c6087d9819d23502ec30082,2b2e46602c5ebbb2819477d3e9aedbea8ca2d58a6651b053308d0f3ce1371c70,b11f7d3dc8346a5b0027bab3c613a6037ec91c814afcd9573be58c6947aad5ad
"0","0","0","140000","8","110001","4","0","0","0","0","1","0","0","91002","30"
"0","0","0","140000","8","110002","4","0","0","0","0","1","0","0","91002","30"
"0","0","0","140000","8","110003","4","0","0","0","0","1","0","0","91002","30"
"0","0","0","140000","8","110004","4","0","0","0","0","1","0","0","91002","30"
"0","0","0","140000","8","110005","4","0","0","0","0","1","0","0","91002","30"
"0","0","0","140000","8","120001","4","0","0","0","0","1","0","0","91002","30"
"0","0","0","140000","8","120002","4","0","0","0","0","1","0","0","91002","30"
"0","0","0","140000","8","120003","4","0","0","0","0","1","0","0","91002","30"
"0","0","0","140000","8","120004","4","0","0","0","0","1","0","0","91002","30"
"0","0","0","140000","8","120005","4","0","0","0","0","1","0","0","91002","30"
"0","0","0","140000","8","130001","4","0","0","0","0","1","0","0","91002","30"
"0","0","0","140000","8","130002","4","0","0","0","0","1","0","0","91002","30"
"0","0","0","140000","8","130003","4","0","0","0","0","1","0","0","91002","30"
"0","0","0","140000","8","130004","4","0","0","0","0","1","0","0","91002","30"
"0","0","0","140000","8","130005","4","0","0","0","0","1","0","0","91002","30"
"0","0","0","140000","8","140001","4","0","0","0","0","1","0","0","91002","30"
"0","0","0","140000","8","140002","4","0","0","0","0","1","0","0","91002","30"
"0","0","0","140000","8","140003","4","0","0","0","0","1","0","0","91002","30"
"0","0","0","140000","8","140004","4","0","0","0","0","1","0","0","91002","30"
"0","0","0","140000","8","140005","4","0","0","0","0","1","0","0","91002","30"
"0","0","0","140000","8","150001","4","0","0","0","0","1","0","0","91002","30"
"0","0","0","140000","8","150002","4","0","0","0","0","1","0","0","91002","30"
"0","0","0","140000","8","150003","4","0","0","0","0","1","0","0","91002","30"
"0","0","0","140000","8","150004","4","0","0","0","0","1","0","0","91002","30"
"0","0","0","140000","8","150005","4","0","0","0","0","1","0","0","91002","30"
