ad51cbc7bdb6136340246c1d4a687713729c40c5261fb91bf18d054aef5900b3,ee431d396f0a8577641d5783ea0ea570f36cb87b20896b39060e1339c030cb3c,ae3ef4c09de32caae4aa8e29168ac22d200a98f37cf397e89149a0fbfd84f40d,efa7c5d7aa24ba0e4959721100c974777d1f57b85af30ec80b9920e2fe5e0dcc,161f3ed7a85420478a4755ea921e15691b4fe5642e171644261297b86cd63e94,5dbd121cfe9c14b1ddb1f82c2d2de5cc42de842f5815e5b2ab56fd4e76725bc4,31f0037830c481d2c87bd5fc8f69ac46c357aee8ab542d5627f92ed2ae2cf856
"103801001","0","0","ハツネ＆シオリ","0","101201001","20001"
"104901001","0","0","シズル＆リノ","0","101101001","20002"
"102501001","0","0","サレン＆スズメ","0","102801001","20003"
"102201001","0","0","ヨリ＆アカリ","0","100601001","20004"
"105901001","0","0","ペコリーヌ&コッコロ","0","105801001","20005"
"106001001","0","0","ペコリーヌ&キャル","0","105801001","20006"
"106001001","0","0","コッコロ&キャル","0","105901001","20007"
"100201001","0","0","ヒヨリ&ユイ","0","100101001","20008"
"100301001","0","0","ヒヨリ&レイ","0","100101001","20009"
"100301001","0","0","ユイ&レイ","0","100201001","20010"
"104201001","0","0","ノゾミ&チカ","0","102901001","20013"
"105401001","0","0","ノゾミ&ツムギ","0","102901001","20014"
"105401001","0","0","チカ&ツムギ","0","104201001","20015"
"100401001","0","0","ミミ&ミソギ","0","102001001","20016"
"103601001","0","0","ミミ&キョウカ","0","102001001","20017"
"103601001","0","0","ミソギ&キョウカ","0","100401001","20018"
"101201001","0","0","ミサト&ハツネ","0","101501001","20019"
"104001001","0","0","ミサト&アオイ","0","101501001","20020"
"104001001","0","0","ハツネ&アオイ","0","101201001","20021"
"102201001","0","0","イリヤ&ヨリ","0","104401001","20022"
"100601001","0","0","イリヤ&アカリ","0","104401001","20023"
"103101001","0","0","イリヤ&シノブ","0","104401001","20024"
"100701001","0","0","イリヤ&ミヤコ","0","104401001","20025"
"103101001","0","0","ヨリ＆シノブ","0","102201001","20026"
"100701001","0","0","ヨリ＆ミヤコ","0","102201001","20027"
"103101001","0","0","アカリ＆シノブ","0","100601001","20028"
"100701001","0","0","アカリ＆ミヤコ","0","100601001","20029"
"100701001","0","0","シノブ＆ミヤコ","0","103101001","20030"
"107101001","0","0","ジュン＆クリスティーナ","0","104701001","20031"
"103701001","0","0","ジュン＆トモ","0","104701001","20032"
"100501001","0","0","ジュン＆マツリ","0","104701001","20033"
