75ab54adcb11ca64dea242d9571de3bfc969993ac86fa985ab834d44eeadc852,d897d7a6ba093c9f201a6947df18b34832554ab4dee19b3168def060ac62e197,5948f2b971779dad55d41fdb9e5d128198e52e961c026bb8f7b1ed004721d956,01e7512764080083e1b7e8a0b5df828a4319cc169c7719d5330b493064760700,aec9758ea453b0ca25b8cef6b8f35407ca04c0fe9315c590a64568789995cbe5,a316baa63a5e3b6dcaf6df815ee34087abb7a1672e7f6856f8ffca05d29fa544,b27247a8f31692e73445d2bb87d2c9d6f1b8ac229fc827aa66bbbbd691195093,978ef7bad6183ff5b7a56bf26c3d6b9eeb908e4594764a4ba89ba65a2eef9721
"0","600090001","0","0","600060001","600130001","0","610201001"
"0","600300101","0","0","600090001","600070001","0","610201002"
"0","600050001","0","0","600380001","600420001","600230001","610201003"
"0","600300003","0","0","600090103","600110003","0","610201004"
"0","600300003","0","0","600120001","600390003","0","610201005"
"0","600380102","0","0","600290103","600160003","600340003","610201006"
"0","600060004","0","0","600370004","600440004","0","610201007"
"0","600210104","0","0","600330002","600080004","0","610201008"
"0","600380103","0","0","600270004","600420004","600160004","610201009"
"0","600320010","0","0","600380009","600340010","0","610201010"
"0","600300010","0","0","600050009","600140010","0","610201011"
"0","600290210","0","0","600330008","600250010","600130110","610201012"
"0","600280011","0","0","600030011","600020011","0","610201013"
"0","600010011","0","0","600210111","600280011","0","610201014"
"0","600030011","0","0","600040010","600100011","600210111","610201015"
"0","600090013","0","0","600060013","600130013","0","610201016"
"0","600300113","0","0","600090013","600070013","0","610201017"
"0","600050012","0","0","600380012","600420013","600230013","610201018"
"0","600300014","0","0","600090114","600110014","0","610201019"
"0","600300014","0","0","600120012","600390014","0","610201020"
"0","600380113","0","0","600290114","600160014","600340014","610201021"
"0","600060016","0","0","600370016","600440016","0","610201022"
"0","600210116","0","0","600330014","600080016","0","610201023"
"0","600380115","0","0","600270016","600420016","600160016","610201024"
"0","600320017","0","0","600380016","600340017","0","610201025"
"0","600300017","0","0","600050016","600140017","0","610201026"
"0","600290217","0","0","600330015","600250017","600130117","610201027"
"0","600280019","0","0","600030019","600020019","0","610201028"
"0","600010019","0","0","600210119","600280019","0","610201029"
"0","600030019","0","0","600040018","600100019","600210119","610201030"
"0","600290120","0","0","600030020","600390020","0","610201031"
"0","600230018","0","0","600060020","600300120","0","610201032"
"0","600040020","0","0","600130120","600050020","600020020","610201033"
"0","600400022","0","0","600090022","600110022","0","610201034"
"0","600090122","0","0","600070022","600430022","0","610201035"
"0","600380122","0","0","600120022","600420022","600140022","610201036"
"0","600400023","0","0","600090023","600110023","0","610201037"
"0","600270023","0","0","600280022","600010021","0","610201038"
"0","600380123","0","0","600240023","600220023","600150023","610201039"
"0","0","0","0","610201101","0","0","610201101"
"0","0","0","0","610201201","0","0","610201102"
"0","0","0","0","610201202","0","0","610201103"
"0","0","0","0","610201203","0","0","610201104"
"0","0","0","0","610201301","0","0","610201105"
"0","0","0","0","610201302","0","0","610201106"
"0","0","0","0","610201303","0","0","610201107"
"0","0","0","0","610201151","0","0","610201151"
"0","610201451","0","0","610201251","610201452","610201453","610201152"
"0","0","0","0","610201252","0","0","610201153"
"0","0","0","0","610201253","0","0","610201154"
"0","610201551","0","0","610201351","610201552","610201553","610201155"
"0","0","0","0","610201352","0","0","610201156"
"0","0","0","0","610201353","0","0","610201157"
"0","0","0","0","610202101","0","0","610202101"
"0","610202401","0","610202404","610202201","610202402","610202403","610202102"
"0","0","0","0","610202202","0","0","610202103"
"0","0","0","0","610202203","0","0","610202104"
"0","610202501","0","610202504","610202301","610202502","610202503","610202105"
"0","0","0","0","610202302","0","0","610202106"
"0","0","0","0","610202303","0","0","610202107"
"0","0","0","0","610203101","0","0","610203101"
"0","610203401","0","610203404","610203201","610203402","610203403","610203102"
"0","0","0","0","610203202","0","0","610203103"
"0","0","0","0","610203203","0","0","610203104"
"0","610203501","0","610203504","610203301","610203502","610203503","610203105"
"0","0","0","0","610203302","0","0","610203106"
"0","0","0","0","610203303","0","0","610203107"
"0","0","0","0","610204101","0","0","610204101"
"0","610204401","0","610204404","610204201","610204402","610204403","610204102"
"0","0","0","0","610204202","0","0","610204103"
"0","0","0","0","610204203","0","0","610204104"
"0","610204501","0","610204504","610204301","610204502","610204503","610204105"
"0","0","0","0","610204302","0","0","610204106"
"0","0","0","0","610204303","0","0","610204107"
"0","0","0","0","610205101","0","0","610205101"
"0","610205401","0","610205404","610205201","610205402","610205403","610205102"
"0","0","0","0","610205202","0","0","610205103"
"0","0","0","0","610205203","0","0","610205104"
"0","610205501","0","610205504","610205301","610205502","610205503","610205105"
"0","0","0","0","610205302","0","0","610205106"
"0","0","0","0","610205303","0","0","610205107"
"0","0","0","0","610206101","0","0","610206101"
"0","610206401","0","610206404","610206201","610206402","610206403","610206102"
"0","610206405","0","610206408","610206202","610206406","610206407","610206103"
"0","0","0","0","610206203","0","0","610206104"
"0","610206501","0","610206504","610206301","610206502","610206503","610206105"
"0","610206505","0","610206508","610206302","610206506","610206507","610206106"
"0","0","0","0","610206303","0","0","610206107"
"0","0","0","0","610207101","0","0","610207101"
"0","610207401","0","610207404","610207201","610207402","610207403","610207102"
"0","0","0","0","610207202","0","0","610207103"
"0","0","0","0","610207203","0","0","610207104"
"0","610207501","0","610207504","610207301","610207502","610207503","610207105"
"0","0","0","0","610207302","0","0","610207106"
"0","0","0","0","610207303","0","0","610207107"
"0","0","0","0","610208101","0","0","610208101"
"0","610208401","0","0","610208201","610208402","0","610208102"
"0","0","0","0","610208202","0","0","610208103"
"0","0","0","0","610208203","0","0","610208104"
"0","610208501","0","0","610208301","610208502","0","610208105"
"0","0","0","0","610208302","0","0","610208106"
"0","0","0","0","610208303","0","0","610208107"
"0","0","0","0","610209101","0","0","610209101"
"0","610209401","0","610209404","610209201","610209402","610209403","610209102"
"0","0","0","0","610209202","0","0","610209103"
"0","0","0","0","610209203","0","0","610209104"
"0","610209501","0","610209504","610209301","610209502","610209503","610209105"
"0","0","0","0","610209302","0","0","610209106"
"0","0","0","0","610209303","0","0","610209107"
"0","0","0","0","610210101","0","0","610210101"
"0","610210401","0","610210404","610210201","610210402","610210403","610210102"
"0","0","0","0","610210202","0","0","610210103"
"0","0","0","0","610210203","0","0","610210104"
"0","610210501","0","610210504","610210301","610210502","610210503","610210105"
"0","0","0","0","610210302","0","0","610210106"
"0","0","0","0","610210303","0","0","610210107"
"0","0","0","0","610211101","0","0","610211101"
"0","610211401","0","610211404","610211201","610211402","610211403","610211102"
"0","0","0","0","610211202","0","0","610211103"
"0","0","0","0","610211203","0","0","610211104"
"0","610211501","0","610211504","610211301","610211502","610211503","610211105"
"0","0","0","0","610211302","0","0","610211106"
"0","0","0","0","610211303","0","0","610211107"
"0","0","0","0","610212101","0","0","610212101"
"0","610212401","0","0","610212201","610212402","610212403","610212102"
"0","0","0","0","610212202","0","0","610212103"
"0","0","0","0","610212203","0","0","610212104"
"0","610212501","0","0","610212301","610212502","610212503","610212105"
"0","0","0","0","610212302","0","0","610212106"
"0","0","0","0","610212303","0","0","610212107"
"0","0","0","0","610213101","0","0","610213101"
"0","610213401","0","610213404","610213201","610213402","610213403","610213102"
"0","0","0","0","610213204","0","0","610213103"
"0","0","0","0","610213207","0","0","610213104"
"0","610213501","0","610213504","610213301","610213502","610213503","610213105"
"0","0","0","0","610213304","0","0","610213106"
"0","0","0","0","610213307","0","0","610213107"
"0","0","0","0","610213151","0","0","610213151"
"0","610213451","0","610213454","610213251","610213452","610213453","610213152"
"0","0","0","0","610213252","0","0","610213153"
"0","0","0","0","610213253","0","0","610213154"
"0","610213551","0","610213554","610213351","610213552","610213553","610213155"
"0","0","0","0","610213352","0","0","610213156"
"0","0","0","0","610213353","0","0","610213157"
"0","0","0","0","610214101","0","0","610214101"
"0","610214401","0","610214404","610214201","610214402","610214403","610214102"
"0","610214405","0","610214408","610214202","610214406","610214407","610214103"
"0","0","0","0","610214203","0","0","610214104"
