04c5181ffc8d6d401c50b7d79218239c5769c7286f9add16a9ae2b0b61b2f206,7c7a9c402b7f0a6b770bf1658810b935f1cfa2ae13f261550a77f8ff26f026a6,9f3784db3366e5ce1b21a73fd7651dc5f357fd816b3a95785c96555315a23c63,cab1f3c34799d1a86c282f67d2dcdff3f367df7d5f8420527a245b868ac46d82,7a165e4826f648fa6c37748235396dba45405160498af79bdfcd99ab5cbdc391,e29675b3511e65f220bf525d3db264458be413069bf3b4f4e9bcb100cd34f3fb,59cd6a7f54473f49c3f1eea2f64c7b4a42a9dd0ccfe58abac20a94078148189b,b742d7dd3d27edc36b9ce88174104488bd3316879d8a2058949939de01220dfc,3c3dec4c43d91a79b29a555fb8d059faf878c0e222a0f5ec368c4973ad6407cd,569621e7192626d7422f5f93449b89124fc3a824048c39e04ab0d470268551ce,0fb152b88a780be88724a78f181c0031faabc769bed9298f24e716f613c55955
"1001","100701","0","0","0","0","0","0","0","0","0"
"1010","100301","0","0","0","0","0","0","0","0","0"
"1011","101001","0","0","0","0","0","0","0","0","0"
"1012","101201","0","0","0","0","0","0","0","0","0"
"1013","101301","0","0","0","0","0","0","0","0","0"
"1014","101401","0","0","0","0","0","0","0","0","0"
"1015","101801","0","0","0","0","0","0","0","0","0"
"1016","102001","0","0","0","0","0","0","0","0","0"
"1017","102201","0","0","0","0","0","0","0","0","0"
"1018","102801","0","0","0","0","0","0","0","0","0"
"1019","103301","0","0","0","0","0","0","0","0","0"
"1020","103601","0","0","0","0","0","0","0","0","0"
"1021","104801","0","0","0","0","0","0","0","0","0"
"1022","106101","0","0","0","0","0","0","0","0","0"
"1023","107101","0","0","0","0","0","0","0","0","0"
"1099","101201","0","0","0","0","0","0","0","0","0"
"1100","106501","0","0","0","0","0","0","0","0","0"
"1101","102301","0","0","0","0","0","0","0","0","101501"
"1102","106501","0","0","0","0","0","0","0","0","101501"
"1164","105801","0","100301","105901","100101","0","100201","0","0","106001"
"1174","111401","0","0","0","0","0","0","0","0","0"
"1192","106401","0","0","0","0","0","0","0","0","0"
"1225","105701","0","0","0","0","0","0","0","0","0"
"1240","106701","0","0","0","0","0","0","0","0","0"
"1255","105801","0","0","0","0","0","0","0","0","0"
"1261","102001","0","0","0","0","0","0","0","0","0"
"1262","104301","0","0","0","0","0","0","0","0","0"
"1263","103101","0","0","0","0","0","0","0","0","0"
"1264","102701","0","0","0","0","0","0","0","0","0"
"1265","101701","0","0","0","0","0","0","0","0","0"
"1266","111401","0","0","0","0","0","0","0","0","0"
"2128","101201","0","0","0","0","0","0","0","0","103801"
"2129","105801","0","0","105901","0","0","0","0","0","106001"
"2130","104701","0","0","103701","0","0","100501","0","0","107101"
"2135","101401","0","0","0","0","0","0","0","0","104301"
"2137","103001","0","105301","104501","0","0","105501","0","0","100801"
"2139","101601","0","0","105001","0","0","0","0","0","101801"
"2143","104401","0","0","107101","0","0","0","0","0","102901"
"2148","101101","0","0","100101","0","0","106701","0","0","106601"
"2149","102201","0","0","0","0","0","0","0","0","100601"
"2151","105301","0","0","103801","0","0","101401","0","0","103701"
"2154","102801","0","0","0","0","0","0","0","0","103201"
"2157","105201","0","0","0","0","0","0","0","0","0"
"2162","104901","0","0","0","0","0","0","0","0","102701"
"2163","102901","0","0","105401","0","0","0","0","0","104201"
"2164","100801","0","0","0","0","0","0","0","0","105101"
"2167","101701","0","0","101601","0","0","0","0","0","103001"
"2211","100601","0","0","0","0","0","0","0","0","102201"
"2229","106001","0","0","0","0","0","0","0","0","0"
"2230","106001","0","0","0","0","0","0","0","0","0"
"2231","105801","0","0","0","0","0","0","0","0","0"
"2238","103001","0","0","0","0","0","0","0","0","105601"
"2268","101701","0","0","0","0","0","0","0","0","0"
"2279","105101","0","0","0","0","0","0","0","0","100801"
"2280","105301","0","0","103801","0","0","101401","0","0","103701"
"2281","104901","0","0","104501","0","0","0","0","0","101801"
"2282","106701","0","0","106501","0","0","0","0","0","106601"
"2283","101801","0","0","101601","0","0","0","0","0","105001"
"2284","102301","0","0","104201","0","0","0","0","0","102101"
"2286","111401","0","0","0","0","0","0","0","0","0"
"2287","104001","0","0","0","0","0","0","0","0","0"
"2288","103601","0","0","0","0","0","0","0","0","0"
"2289","102101","0","0","0","0","0","0","0","0","0"
"3002","100901","0","0","0","0","0","0","0","0","0"
"3016","103601","0","0","0","0","0","0","0","0","0"
"3086","102701","0","0","101101","0","0","0","0","0","104901"
"3087","104501","0","0","0","0","0","0","0","0","0"
"3088","101701","0","0","0","0","0","0","0","0","0"
"3089","106501","0","0","0","0","0","0","0","0","106601"
"3090","102601","0","0","0","0","0","0","0","0","0"
"3091","101501","0","0","0","0","0","0","0","0","0"
"3093","100701","0","0","0","0","0","0","0","0","0"
"3124","102901","0","0","0","0","0","0","0","0","0"
"3134","100601","0","0","0","0","0","0","0","0","0"
"3143","105801","0","0","105901","0","0","106401","0","0","106001"
"3144","105801","0","0","105901","0","0","106401","0","0","106001"
"3145","106001","0","0","0","0","0","0","0","0","0"
"3146","102801","0","0","0","0","0","0","0","0","102501"
"3147","101101","0","0","0","0","0","0","0","0","104901"
"3148","101401","0","0","0","0","0","0","0","0","104301"
"3149","103001","0","105301","104501","0","0","105501","0","0","100801"
