591cae24d8d936015f5fd4d9de40fcb8c38bf860a78dcc042dfcae0d531a6b3c,fcf8bc0cd64aed4345006241db7bc0d3c8d826f3b740cb151965474e01f211eb,718e6a9e94e48149d0d538b0e6df4f030ca82fd02cd98ca0962aba4bc331ec1d,80da045a0a24793cee4fcc5b345985dd3f0de17d0469dcddeaa81636c74bbe2e,f710432bd7d9de82c98f4ec3db9c6b772f06e72221e7e1151b170df5ae88cfa0,48fb8625485e254a04a27fbc1bb71355cc80d6b3eaf64a055ae673cf34f23c87,8e230ccac5ad4f74b90c8ca7dbcd1949ba4278293400c2e172d3229bffb14879
"103801001","101201001","0","ハツネ＆シオリ","0","0","20001"
"104901001","101101001","0","シズル＆リノ","0","0","20002"
"102501001","102801001","0","サレン＆スズメ","0","0","20003"
"102201001","100601001","0","ヨリ＆アカリ","0","0","20004"
"105901001","105801001","0","ペコリーヌ&コッコロ","0","0","20005"
"106001001","105801001","0","ペコリーヌ&キャル","0","0","20006"
"106001001","105901001","0","コッコロ&キャル","0","0","20007"
"100201001","100101001","0","ヒヨリ&ユイ","0","0","20008"
"100301001","100101001","0","ヒヨリ&レイ","0","0","20009"
"100301001","100201001","0","ユイ&レイ","0","0","20010"
"104201001","102901001","0","ノゾミ&チカ","0","0","20013"
"105401001","102901001","0","ノゾミ&ツムギ","0","0","20014"
"105401001","104201001","0","チカ&ツムギ","0","0","20015"
"100401001","102001001","0","ミミ&ミソギ","0","0","20016"
"103601001","102001001","0","ミミ&キョウカ","0","0","20017"
"103601001","100401001","0","ミソギ&キョウカ","0","0","20018"
"101201001","101501001","0","ミサト&ハツネ","0","0","20019"
"104001001","101501001","0","ミサト&アオイ","0","0","20020"
"104001001","101201001","0","ハツネ&アオイ","0","0","20021"
"102201001","104401001","0","イリヤ&ヨリ","0","0","20022"
"100601001","104401001","0","イリヤ&アカリ","0","0","20023"
"103101001","104401001","0","イリヤ&シノブ","0","0","20024"
"100701001","104401001","0","イリヤ&ミヤコ","0","0","20025"
"103101001","102201001","0","ヨリ＆シノブ","0","0","20026"
"100701001","102201001","0","ヨリ＆ミヤコ","0","0","20027"
"103101001","100601001","0","アカリ＆シノブ","0","0","20028"
"100701001","100601001","0","アカリ＆ミヤコ","0","0","20029"
"100701001","103101001","0","シノブ＆ミヤコ","0","0","20030"
"107101001","104701001","0","ジュン＆クリスティーナ","0","0","20031"
"103701001","104701001","0","ジュン＆トモ","0","0","20032"
"100501001","104701001","0","ジュン＆マツリ","0","0","20033"
"103701001","107101001","0","クリスティーナ＆トモ","0","0","20034"
