6cc2fe6462356e0d55b48027289e4d00422267a550e3e560d3ec37b1aac0258f,543c40657080242d475a5cfe5aa02c92c7a8643bee4070226a253b4e891d61b6,65d6b868bfc38a00c9b1eeeeb9bfd1f7a98b5cfb5d25f1e79139a07c6f7df083,8a45c0bf817eb16fe09479bb8167a769d7d0ab5e8e1af01fd14664474efe0d79,1a2b5dd21bbcf8a92f88a11d581227636d4c353f83f248e006f7ea68331f7bef,13fdb536d00d344c2ced0c04d7ef46ab489fda728afa07d5556781929696e0d6,dcf4d039ce781fd580344e7e7c198766594f039acfec99f3a522f8b39b598a79,68bb83e3857b987e69f08521936e502ab2336533f26878adefa4113b519c7951,453e4fc490aa4b08ed22c7648ba66a0d0748fc210bf2dc1665def9904efd5c02,b25e56225c66fdf405a4456d7f94cad92fab431c0b91e2c0ad198f72bdb56671,ef1306c90e09bb7e5800afd95e18e5495433d1d13d052a1694fefbb97b3a485f,b114645ed1c57e7555f80f5762a3be7099c640f2e538685a55af2be51670b737,340f044a6a421763412b81f3e9312b2037d516e43da74573f840f8f706a8092a,e8daa428bb0bf5ca0e16901fbb8050af4415b531357ec3f0866503dce01df66e,4e7d53e54ad0b1602280600917e7a7124ffa8dc0da8be90586e02e972efe9fae,3c905b89cb9823be86a0d6af98a8055135454739836beb7ed0c630ca06d0b5f2,cd091671a37c64cdece33d328bec5f7e687735c1fa5e97176b146e7d10b88c24,781b42332128a6c1c780efbf8da9623074b1168fcd91b6992a2b9eaae8a75fa0
"0","0","1","500","0","0","0","10000","0","0","0","0","8","0","0","91002","0","1"
"0","0","2","400","0","0","0","10000","0","0","0","0","8","0","0","91002","0","2"
"0","0","3","300","0","0","0","10000","0","0","0","0","8","0","0","91002","0","3"
"0","0","4","250","0","0","0","10000","0","0","0","0","8","0","0","91002","0","4"
"0","0","5","500","0","0","0","10001","0","0","0","0","8","0","0","91002","0","1"
"0","0","6","400","0","0","0","10001","0","0","0","0","8","0","0","91002","0","2"
"0","0","7","300","0","0","0","10001","0","0","0","0","8","0","0","91002","0","3"
"0","0","8","250","0","0","0","10001","0","0","0","0","8","0","0","91002","0","4"
"0","0","9","500","0","0","0","10002","0","0","0","0","8","0","0","91002","0","1"
"0","0","10","400","0","0","0","10002","0","0","0","0","8","0","0","91002","0","2"
"0","0","11","300","0","0","0","10002","0","0","0","0","8","0","0","91002","0","3"
"0","0","12","250","0","0","0","10002","0","0","0","0","8","0","0","91002","0","4"
"0","0","13","500","0","0","0","10003","0","0","0","0","8","0","0","91002","0","1"
"0","0","14","400","0","0","0","10003","0","0","0","0","8","0","0","91002","0","2"
"0","0","15","300","0","0","0","10003","0","0","0","0","8","0","0","91002","0","3"
"0","0","16","250","0","0","0","10003","0","0","0","0","8","0","0","91002","0","4"
"0","0","17","500","0","0","0","10004","0","0","0","0","8","0","0","91002","0","1"
"0","0","18","400","0","0","0","10004","0","0","0","0","8","0","0","91002","0","2"
"0","0","19","300","0","0","0","10004","0","0","0","0","8","0","0","91002","0","3"
"0","0","20","250","0","0","0","10004","0","0","0","0","8","0","0","91002","0","4"
