18c2d36dbcb562c0214fd060ea8f9393314f84547a953cfc9050ffb3a4114826,5ebe83e778da46a5337264cfc04acc99680049c1c45d72ddb6e471836364d912,29be6b028f8ccd1b5d8d7170f9830500a0421d3eeab6ab6471322f8713cedea4,d7be950598a25668b43b09855a98bd91109653f663727f898a00f5d609699d40,636c1af229c70bf2de96e6b6bee5752dc851c5ceb71fe9bfc63bbaf9b5b54e4e,ed7ab2ad5474ba0fb85b53f41749a1f6978b625d085d5ce570349763957f7a12,0c87eb5f998712029ac75f9ce9c5dee17c24b42e31740664e83df8a501ccf420
"0","10001","0","0","Menu01scene1","1","9000000"
"0","10001","0","0","Menu01scene2","1","9000001"
"0","10001","0","0","Menu01scene3","1","9000002"
"0","10001","0","0","Menu01scene4","1","9000003"
"0","10001","0","0","Menu02scene1","1","9000004"
"0","10001","0","0","Menu02scene2","1","9000005"
"0","10001","0","0","Menu02scene3","1","9000006"
"0","10001","0","0","Menu02scene4","1","9000007"
"0","10001","0","0","Menu02scene5","1","9000008"
"0","10001","0","0","Menu02scene6","1","9000009"
"0","10001","0","0","Menu03scene1","1","9000010"
"0","10001","0","0","Menu03scene2","1","9000011"
"0","10001","0","0","Menu03scene3","1","9000012"
"0","10001","0","0","Menu03scene4","1","9000013"
"0","10001","0","0","Menu03scene5","1","9000014"
"0","10001","0","0","Menu03scene6","1","9000015"
"0","10001","0","0","OPscene1","1","9000016"
"0","10001","0","0","OPscene2","1","9000017"
"0","10001","0","0","OPscene3","1","9000018"
"0","10001","0","0","OPscene4","1","9000019"
"0","10001","0","0","OPscene5","1","9000020"
"0","10001","0","0","OPscene6","1","9000021"
"0","10001","0","0","アニメオリジナル　コッコロカスタムマイページ","1","9000022"
"0","10002","0","0","Menu04scene1","1","9000023"
"0","10002","0","0","Menu04scene2","1","9000024"
"0","10002","0","0","Menu04scene3","1","9000025"
"0","10002","0","0","Menu04scene4","1","9000026"
"0","10002","0","0","Menu04scene5","1","9000027"
"0","10002","0","0","Menu04scene6","1","9000028"
"0","10002","0","0","Menu05scene1","1","9000029"
"0","10002","0","0","Menu05scene2","1","9000030"
"0","10002","0","0","Menu05scene3","1","9000031"
"0","10002","0","0","Menu05scene4","1","9000032"
"0","10002","0","0","Menu05scene5","1","9000033"
"0","10002","0","0","Menu05scene6","1","9000034"
"0","10002","0","0","Menu06scene1","1","9000035"
"0","10002","0","0","Menu06scene2","1","9000036"
"0","10002","0","0","Menu06scene3","1","9000037"
"0","10002","0","0","Menu06scene4","1","9000038"
"0","10002","0","0","Menu06scene5","1","9000039"
"0","10002","0","0","Menu06scene6","1","9000040"
"0","10002","0","0","アニメオリジナル　キャルカスタムマイページ","1","9000041"
"0","10003","0","0","Menu07scene1","1","9000042"
"0","10003","0","0","Menu07scene2","1","9000043"
"0","10003","0","0","Menu07scene3","1","9000044"
"0","10003","0","0","Menu07scene4","1","9000045"
"0","10003","0","0","Menu07scene5","1","9000046"
"0","10003","0","0","Menu07scene6","1","9000047"
"0","10003","0","0","Menu08scene1","1","9000048"
"0","10003","0","0","Menu08scene2","1","9000049"
"0","10003","0","0","Menu08scene3","1","9000050"
"0","10003","0","0","Menu08scene4","1","9000051"
"0","10003","0","0","Menu08scene5","1","9000052"
"0","10003","0","0","Menu08scene6","1","9000053"
"0","10003","0","0","Menu09scene1","1","9000054"
"0","10003","0","0","Menu09scene2","1","9000055"
"0","10003","0","0","Menu09scene3","1","9000056"
"0","10003","0","0","Menu09scene4","1","9000057"
"0","10003","0","0","Menu09scene5","1","9000058"
"0","10003","0","0","Menu09scene6","1","9000059"
"0","10003","0","0","アニメオリジナルカスタムマイページ","1","9000060"
"0","10004","0","0","Menu10scene1","1","9000061"
"0","10004","0","0","Menu10scene2","1","9000062"
"0","10004","0","0","Menu10scene3","1","9000063"
"0","10004","0","0","Menu10scene4","1","9000064"
"0","10004","0","0","Menu10scene5","1","9000065"
"0","10004","0","0","Menu10scene6","1","9000066"
"0","10004","0","0","Menu11scene1","1","9000067"
"0","10004","0","0","Menu11scene2","1","9000068"
"0","10004","0","0","Menu11scene3","1","9000069"
"0","10004","0","0","Menu11scene4","1","9000070"
"0","10004","0","0","Menu11scene5","1","9000071"
"0","10004","0","0","Menu11scene6","1","9000072"
"0","10004","0","0","Menu12scene1","1","9000073"
"0","10004","0","0","Menu12scene2","1","9000074"
"0","10004","0","0","Menu12scene3","1","9000075"
"0","10004","0","0","Menu12scene4","1","9000076"
"0","10004","0","0","Menu12scene5","1","9000077"
"0","10004","0","0","Menu12scene6","1","9000078"
"0","10004","0","0","Menu13scene1","1","9000079"
"0","10004","0","0","Menu13scene2","1","9000080"
"0","10004","0","0","Menu13scene3","1","9000081"
"0","10004","0","0","Menu13scene4","1","9000082"
"0","10004","0","0","Menu13scene5","1","9000083"
"0","10004","0","0","Menu13scene6","1","9000084"
"0","10004","0","0","EDscene1","1","9000085"
"0","10004","0","0","EDscene2","1","9000086"
"0","10004","0","0","EDscene3","1","9000087"
"0","10004","0","0","EDscene4","1","9000088"
"0","10004","0","0","EDscene5","1","9000089"
"0","10004","0","0","EDscene6","1","9000090"
"0","10004","0","0","アニメオリジナル　ペコリーヌカスタムマイページ","1","9000091"
"0","20001","0","0","3周年記念カスタムマイページ1","1","9000092"
"0","20001","0","0","3周年記念カスタムマイページ2","1","9000093"
"0","20001","0","0","3周年記念カスタムマイページ3","1","9000094"
"0","20002","0","0","公式アートワークス Vol.3 発売記念アイテム1","1","9000095"
"0","20002","0","0","公式アートワークス Vol.3 発売記念アイテム2","1","9000096"
"0","20002","0","0","公式アートワークス Vol.3 発売記念アイテム3","1","9000097"
"0","20003","0","0","3.5周年記念カスタムマイページ1","1","9000098"
"0","20003","0","0","3.5周年記念カスタムマイページ2","1","9000099"
"0","30001","0","0","ミヤコ's キッチン 究極への道","1","9000100"
"0","20004","0","0","4周年記念カスタムマイページ","1","9000101"
"0","10005","0","0","Menu1NEXT","1","9000102"
"0","10005","0","0","Menu2NEXT","1","9000103"
"0","10005","0","0","Menu3NEXT","1","9000104"
"0","10005","0","0","Menu1scene1","1","9000105"
"0","10005","0","0","Menu1scene2","1","9000106"
"0","10005","0","0","Menu1scene3","1","9000107"
"0","10005","0","0","Menu1scene4","1","9000108"
"0","10005","0","0","Menu1scene5","1","9000109"
"0","10005","0","0","Menu1scene6","1","9000110"
"0","10005","0","0","Menu2scene1","1","9000111"
"0","10005","0","0","Menu2scene2","1","9000112"
"0","10005","0","0","Menu2scene3","1","9000113"
"0","10005","0","0","Menu2scene4","1","9000114"
"0","10005","0","0","Menu2scene5","1","9000115"
"0","10005","0","0","Menu2scene6","1","9000116"
"0","10005","0","0","Menu2scene7","1","9000117"
"0","10005","0","0","Menu2scene8","1","9000118"
"0","10005","0","0","Menu2scene9","1","9000119"
"0","10005","0","0","Menu3scene1","1","9000120"
"0","10005","0","0","Menu3scene2","1","9000121"
"0","10005","0","0","Menu3scene3","1","9000122"
"0","10005","0","0","Menu4scene1","1","9000123"
"0","10005","0","0","Menu4scene2","1","9000124"
"0","10005","0","0","Menu4scene3","1","9000125"
"0","10005","0","0","Menu4scene4","1","9000126"
"0","10005","0","0","Menu4scene5","1","9000127"
"0","10005","0","0","OPscene1","1","9000128"
"0","10005","0","0","OPscene2","1","9000129"
"0","10005","0","0","OPscene3","1","9000130"
"0","10005","0","0","OPscene4","1","9000131"
"0","10005","0","0","OPscene5","1","9000132"
"0","10005","0","0","EDscene1","1","9000133"
"0","10006","0","0","Menu5NEXT","1","9000135"
"0","10006","0","0","Menu6NEXT","1","9000136"
"0","10006","0","0","Menu7NEXT","1","9000137"
"0","10006","0","0","Menu8NEXT","1","9000138"
"0","10006","0","0","Menu5scene1","1","9000139"
"0","10006","0","0","Menu5scene2","1","9000140"
"0","10006","0","0","Menu5scene3","1","9000141"
