e8a62e6805609c683dde2bdd256d2311f1db46ce1357a8c75acf4d2c3f15b75a,768f2771784bb97634cabf679fd35e69c1cbaba8063b6a6862260ea452f64836,5c1472f9765181282db4b980c736dae7eb9aa079f8c3f8630478192ab1ca73a9,a74d654a12680654aedfccb10ff9478983d7eba61eb7107f0e868ef2a130b826,bba63f47bd68171eee789fdf6ca0c4225cbcc2305944c3bac85c3def7f0ed6b1,da0b9ed6fed481f9f81319f73c05eeac10f1829408d790abe57af74cc0fe74ef,010ca75b30d633fcecd0dbd507a6bdaa79f1a6bc177b1cb83369285b7cf714a8,2fdadf2f62041e0b15a6f72b5e3cfa8bd874c8f6017e911efa5402b7efc9ca9e,b914939856c63a11a2a3e240cf82275f47444f95d6b555c8d08b077a74ac9b5c
"0","401707405","1","8010","9","1","1","1","401707405"
"0","740051011","8000","8000","36","8000","8000","8000","74005101"
"0","740051021","8000","8000","36","8000","8000","8000","74005102"
"0","740051031","8000","8000","36","8000","8000","8000","74005103"
"0","740051041","8000","8000","36","8000","8000","8000","74005104"
"0","740051051","8000","8000","36","8000","8000","8000","74005105"
"0","740052011","8000","8000","36","8000","8000","8000","74005201"
"0","740052021","8000","8000","36","8000","8000","8000","74005202"
"0","740052031","8000","8000","36","8000","8000","8000","74005203"
"0","740052041","8000","8000","36","8000","8000","8000","74005204"
"0","740052051","8000","8000","36","8000","8000","8000","74005205"
"0","740061011","8000","8000","36","8000","8000","8000","74006101"
"0","740061021","8000","8000","36","8000","8000","8000","74006102"
"0","740061031","8000","8000","36","8000","8000","8000","74006103"
"0","740061041","8000","8000","36","8000","8000","8000","74006104"
"0","740061051","8000","8000","36","8000","8000","8000","74006105"
"0","740062011","8000","8000","36","8000","8000","8000","74006201"
"0","740062021","8000","8000","36","8000","8000","8000","74006202"
"0","740062031","8000","8000","36","8000","8000","8000","74006203"
"0","740062041","8000","8000","36","8000","8000","8000","74006204"
"0","740062051","8000","8000","36","8000","8000","8000","74006205"
"0","740065021","8030","8030","36","8030","8030","8030","74006502"
"0","740065031","8010","8010","36","8010","8010","8010","74006503"
"0","740065041","8020","8020","36","8020","8020","8020","74006504"
"0","740065051","8020","8020","36","8020","8020","8020","74006505"
"0","760300011","8010","8010","55","8010","8010","8010","760300011"
"0","760300021","8010","8010","55","8010","8010","8010","760300021"
"0","760300031","8010","8010","55","8010","8010","8010","760300031"
"0","760300041","8010","8010","55","8010","8010","8010","760300041"
"0","760300051","8010","8010","55","8010","8010","8010","760300051"
"0","810010011","8000","8000","43","8000","8010","8000","810010011"
"0","810010021","8000","8000","43","8000","8010","8000","810010021"
"0","810010031","8000","8000","43","8000","8010","8000","810010031"
"0","810010041","8000","8000","43","8000","8010","8000","810010041"
"0","810010051","8000","8000","43","8000","8010","8000","810010051"
"0","810010061","8000","8000","43","8000","8010","8000","810010061"
"0","810010071","8000","8000","43","8000","8010","8000","810010071"
"0","810010081","8000","8000","43","8000","8010","8000","810010081"
"0","810010091","8000","8000","43","8000","8010","8000","810010091"
"0","810010101","8000","8000","43","8000","8010","8000","810010101"
"0","810010111","8000","8000","43","8000","8010","8000","810010111"
"0","810010121","8000","8000","43","8000","8010","8000","810010121"
"0","810010131","8000","8000","43","8000","8010","8000","810010131"
"0","810010141","8000","8000","43","8000","8010","8000","810010141"
"0","810010151","8000","8000","43","8000","8010","8000","810010151"
"0","810010161","8000","8000","43","8000","8010","8000","810010161"
"0","810010171","8000","8000","43","8000","8010","8000","810010171"
"0","810010181","8000","8000","43","8000","8010","8000","810010181"
"0","810010191","8000","8000","43","8000","8010","8000","810010191"
"0","810010201","8000","8000","43","8000","8010","8000","810010201"
"0","810010211","8000","8000","43","8000","8010","8000","810010211"
"0","810010221","8000","8000","43","8000","8010","8000","810010221"
"0","810010231","8000","8000","43","8000","8010","8000","810010231"
"0","810010241","8000","8000","43","8000","8010","8000","810010241"
"0","810010251","8000","8000","43","8000","8010","8000","810010251"
"0","810010261","8000","8000","43","8000","8010","8000","810010261"
