23b99314c66ef3cec8e7ed5af73040cb8227aeecd1d75e0581c2b09e8c042b35,a9d8535650c45785d8cbffa9c21f4b2f07b23109e9884d7cc19f7aa7edafbbba,e9af902af162eba1fb6d9d47a8c0e29158819c0c974d3c97aa107eca266b1c42,c03dfecb07157ea38f821fae557e8d157c449a0f65197b64ee25c08ae6eec117,547ab5334c1679f46bd5f346ec2ab4754deb6c63723136fb7e2bfa99cff90170,b444c80c713f13606ad37aefa712f376235a1352ed62f396c8aa874550e6b7e6,589c4ebe906a6ad3b204b81b8652948430d6eb5b20e8a9cd5cf8857ab3cafd9a,6e2febc1372b796e169eaddeb3a352e51e53c60b1c92ed5e66f0928c61cb25f3,30fae98cc724147737e49631ba1b86c8f1aca2dab12c7c0d06023c05ad410428,457ac8060176ed7671295e45eab933b71e455cc9bb369818ec1979dd9e0a100a,4e78fc3c0a9341cf8225abaffae5d7c13ffc4013ff1dddc69f64737d6fbbbf2c
"2018/02/28 14:59:59","380000","1","0","1","380000","30001","0","0","2015/04/01 15:00:00","0"
"2018/03/15 14:59:59","380000","2","0","1","380000","30002","0","0","2018/02/28 15:00:00","0"
"2018/03/31 14:59:59","380000","3","0","1","380000","30003","0","0","2018/03/15 15:00:00","0"
"2018/04/16 14:59:59","380000","4","0","1","380000","30004","0","0","2018/03/31 15:00:00","0"
"2018/04/30 11:59:59","380000","5","0","1","380000","30005","0","0","2018/04/16 15:00:00","0"
"2018/05/15 14:59:59","380000","6","0","1","380000","30006","0","0","2018/04/30 12:00:00","0"
"2018/05/31 11:59:59","380000","7","0","1","380000","30007","0","0","2018/05/15 15:00:00","0"
"2018/06/15 14:59:59","380000","8","0","1","380000","30008","0","0","2018/05/31 12:00:00","0"
"2018/06/30 11:59:59","380000","9","0","1","380000","30009","0","0","2018/06/15 15:00:00","0"
"2018/07/17 14:59:59","380000","10","0","1","380000","30010","0","0","2018/06/30 12:00:00","0"
"2018/07/31 11:59:59","380000","11","0","1","380000","30011","0","0","2018/07/17 15:00:00","0"
"2018/08/21 14:59:59","380000","12","0","1","380000","30012","0","0","2018/07/31 12:00:00","0"
"2018/08/31 12:00:59","380000","13","0","1","380000","30014","0","0","2018/08/31 12:00:00","0"
"2018/08/31 11:59:59","380000","14","0","1","380000","40001","0","0","2018/08/21 15:00:00","0"
"2018/09/18 14:59:59","380000","15","0","1","380000","30014","0","0","2018/08/31 12:01:00","0"
"2018/09/30 11:59:59","380000","16","0","1","380000","30015","0","0","2018/09/18 15:00:00","0"
"2018/10/18 14:59:59","380000","17","0","1","380000","30016","0","0","2018/09/30 12:00:00","0"
"2018/10/31 11:59:59","380000","18","0","1","380000","30017","0","0","2018/10/18 15:00:00","0"
"2018/11/03 18:59:59","0","19","380000","2","380000","50018","0","0","2018/10/31 12:00:00","380000"
"2018/11/19 14:59:59","380000","20","0","1","380000","30019","0","0","2018/11/03 19:00:00","0"
"2018/11/30 11:59:59","380000","21","0","1","380000","30020","0","0","2018/11/19 15:00:00","0"
