5553d1caf2039f58465748fb1f6d392cdc39284f48685f2aae5cfa24a28e6769,31b51026e92e0cc084d8ff881cfeb9b0d0499f031c6c7d632b44563a9cd9dca8,7b86a2ddbe02343272f71462ab4b5fd05670d34c1b4b4f0c1276a048b1dd43fb,d24d1ac6f78fb905cd787e532766635d23388a9429cc2464d6126e03ab5c52d2
"2025/03/31 12:00:00","1020301","10203","104001"
"2025/03/31 12:00:00","1020302","10203","126401"
"2025/04/15 15:00:00","1020303","10203","134701"
"2025/03/31 12:00:00","1020304","10203","126501"
"2025/03/31 12:00:00","1020305","10203","127801"
"2025/05/15 15:00:00","1020401","10204","132501"
"2025/05/03 19:00:00","1020402","10204","132301"
"2025/04/30 12:00:00","1020403","10204","100901"
"2025/04/30 12:00:00","1020404","10204","102701"
"2025/04/30 12:00:00","1020405","10204","101301"
"2025/04/30 12:00:00","1020406","10204","105101"
"2025/04/30 12:00:00","1020407","10204","105601"
"2025/06/10 12:00:00","1020501","10205","134901"
"2025/05/31 12:00:00","1020502","10205","105401"
"2025/05/31 12:00:00","1020503","10205","113901"
"2025/05/31 12:00:00","1020504","10205","117401"
"2025/05/31 12:00:00","1020505","10205","134801"
"2025/05/31 12:00:00","1020506","10205","106501"
"2025/05/31 12:00:00","1020507","10205","104501"
"2025/05/31 12:00:00","1020508","10205","129701"
"2025/06/30 12:00:00","1020601","10206","129001"
"2025/06/30 12:00:00","1020602","10206","106401"
"2025/06/30 12:00:00","1020603","10206","126101"
"2025/07/31 12:00:00","1020701","10207","129601"
"2025/07/31 12:00:00","1020702","10207","126001"
"2025/07/31 12:00:00","1020703","10207","106001"
"2025/07/31 12:00:00","1020704","10207","103001"
"2025/07/31 12:00:00","1020705","10207","129701"
"2025/07/31 12:00:00","1020706","10207","125801"
"2025/08/31 12:00:00","1020801","10208","135501"
"2025/09/08 12:00:00","1020802","10208","135601"
"2025/08/31 12:00:00","1020803","10208","100101"
"2025/08/31 12:00:00","1020804","10208","100301"
"2025/10/10 12:00:00","1020901","10209","135901"
"2025/09/30 12:00:00","1020902","10209","135801"
"2025/09/30 12:00:00","1020903","10209","133101"
"2025/09/30 12:00:00","1020904","10209","133001"
"2025/09/30 12:00:00","1020905","10209","100701"
"2025/10/31 12:00:00","1021001","10210","136001"
"2025/10/31 12:00:00","1021002","10210","101401"
"2025/11/14 12:00:00","1021003","10210","136201"
"2025/10/31 12:00:00","1021004","10210","134901"
"2025/10/31 12:00:00","1021005","10210","129701"
"2025/10/31 12:00:00","1021006","10210","134701"
"2025/10/31 12:00:00","1021007","10210","134801"
"2025/11/30 12:00:00","1021101","10211","118201"
"2025/11/30 12:00:00","1021102","10211","100201"
"2025/11/30 12:00:00","1021103","10211","101201"
"2025/11/30 12:00:00","1021104","10211","104301"
"2025/12/31 12:00:00","1021201","10212","104901"
"2025/12/31 12:00:00","1021202","10212","106801"
"2025/12/31 12:00:00","1021203","10212","101101"
"2025/12/31 12:00:00","1021301","10213","133101"
"2025/12/31 12:00:00","1021302","10213","129701"
"2025/12/31 12:00:00","1021303","10213","105801"
"2025/12/31 12:00:00","1021304","10213","126501"
"2026/02/28 12:00:00","1021401","10214","103801"
"2026/02/28 12:00:00","1021402","10214","130101"
"2026/02/28 12:00:00","1021403","10214","104801"
"2026/02/28 12:00:00","1021404","10214","103401"
"2026/03/31 12:00:00","1021501","10215","103601"
"2026/03/31 12:00:00","1021502","10215","133001"
"2026/03/31 12:00:00","1021503","10215","133101"
"2026/05/11 12:00:00","1021601","10216","139401"
"2026/04/30 12:00:00","1021602","10216","139301"
"2026/04/30 12:00:00","1021603","10216","139201"
"2026/04/30 12:00:00","1021604","10216","106001"
"2026/04/30 12:00:00","1021605","10216","105901"
"2026/04/30 12:00:00","1021606","10216","106401"
"2026/04/30 12:00:00","1021607","10216","105801"
"2026/04/30 12:00:00","1021608","10216","106701"
"2026/04/30 12:00:00","1021609","10216","106801"
"2026/05/31 12:00:00","1021701","10217","126001"
"2026/05/31 12:00:00","1021702","10217","126101"
"2026/05/31 12:00:00","1021703","10217","125801"
