trial_mission_id,disp_group,description,mission_condition,quest_id,condition_value,condition_num,mission_reward_id
"110001","111","通关滴水嘴兽（简单）吧","70000","90110001","0","1","110001"
"110002","112","通关滴水嘴兽（普通）吧","70000","90110002","0","1","110001"
"110003","113","通关滴水嘴兽（困难）吧","70000","90110003","0","1","110001"
"110004","114","通关滴水嘴兽（高难）吧","70000","90110004","0","1","110001"
"110005","115","通关滴水嘴兽（极难）吧","70000","90110005","0","1","110001"
"120001","121","通关法师滴水嘴兽（简单）吧","70000","90120001","0","1","110001"
"120002","122","通关法师滴水嘴兽（普通）吧","70000","90120002","0","1","110001"
"120003","123","通关法师滴水嘴兽（困难）吧","70000","90120003","0","1","110001"
"120004","124","通关法师滴水嘴兽（高难）吧","70000","90120004","0","1","110001"
"120005","125","通关法师滴水嘴兽（极难）吧","70000","90120005","0","1","110001"
"130001","131","通关持盾滴水嘴兽（简单）吧","70000","90130001","0","1","110001"
"130002","132","通关持盾滴水嘴兽（普通）吧","70000","90130002","0","1","110001"
"130003","133","通关持盾滴水嘴兽（困难）吧","70000","90130003","0","1","110001"
"130004","134","通关持盾滴水嘴兽（高难）吧","70000","90130004","0","1","110001"
"130005","135","通关持盾滴水嘴兽（极难）吧","70000","90130005","0","1","110001"
"140001","141","通关滴水嘴兽·炸裂（简单）吧","70000","90140001","0","1","110001"
"140002","142","通关滴水嘴兽·炸裂（普通）吧","70000","90140002","0","1","110001"
"140003","143","通关滴水嘴兽·炸裂（困难）吧","70000","90140003","0","1","110001"
"140004","144","通关滴水嘴兽·炸裂（高难）吧","70000","90140004","0","1","110001"
"140005","145","通关滴水嘴兽·炸裂（极难）吧","70000","90140005","0","1","110001"
"150001","151","通关滴水嘴兽·魔能（简单）吧","70000","90150001","0","1","110001"
"150002","152","通关滴水嘴兽·魔能（普通）吧","70000","90150002","0","1","110001"
"150003","153","通关滴水嘴兽·魔能（困难）吧","70000","90150003","0","1","110001"
"150004","154","通关滴水嘴兽·魔能（高难）吧","70000","90150004","0","1","110001"
"150005","155","通关滴水嘴兽·魔能（极难）吧","70000","90150005","0","1","110001"
