id,name,new_line_name,rarity,value,reset_value,appraise_flag,description
"53001","平凡的未鉴定宝藏","平凡的\n未鉴定宝藏","1","200","100","1","无法辨别的神秘宝物。拿去公会管理协会分会的话，花凛会帮忙进行鉴定。经过鉴定后，稀有度可能会上升。"
"53002","珍贵的未鉴定宝藏","珍贵的\n未鉴定宝藏","2","400","200","1","无法辨别的神秘宝物。拿去公会管理协会分会的话，花凛会帮忙进行鉴定。经过鉴定后，稀有度可能会上升。"
"53003","至高无上的未鉴定宝藏","至高无上的\n未鉴定宝藏","3","800","400","1","无法辨别的神秘宝物。拿去公会管理协会分会的话，花凛会帮忙进行鉴定。"
"53004","平凡的天然宝石","平凡的天然宝石","1","200","100","0","平凡的宝藏。拿到公会管理协会分会的话，能兑换少量的驾车游币。"
"53005","珍贵的天然宝石","珍贵的天然宝石","2","400","200","0","稀有的宝藏。拿到公会管理协会分会的话，能兑换驾车游币。"
"53006","至高无上的天然宝石","至高无上的天然宝石","3","800","400","0","非常稀有的宝藏。拿到公会管理协会分会的话，能兑换大量的驾车游币。"
"53007","平凡的铸锭","平凡的铸锭","1","200","100","0","平凡的宝藏。拿到公会管理协会分会的话，能兑换少量的驾车游币。"
"53008","珍贵的铸锭","珍贵的铸锭","2","400","200","0","稀有的宝藏。拿到公会管理协会分会的话，能兑换驾车游币。"
"53009","至高无上的铸锭","至高无上的铸锭","3","800","400","0","非常稀有的宝藏。拿到公会管理协会分会的话，能兑换大量的驾车游币。"
"53010","平凡的卷轴","平凡的卷轴","1","200","100","0","平凡的宝藏。拿到公会管理协会分会的话，能兑换少量的驾车游币。"
"53011","珍贵的卷轴","珍贵的卷轴","2","400","200","0","稀有的宝藏。拿到公会管理协会分会的话，能兑换驾车游币。"
"53012","至高无上的卷轴","至高无上的卷轴","3","800","400","0","非常稀有的宝藏。拿到公会管理协会分会的话，能兑换大量的驾车游币。"
"53013","平凡的头冠","平凡的头冠","1","200","100","0","平凡的宝藏。拿到公会管理协会分会的话，能兑换少量的驾车游币。"
"53014","珍贵的头冠","珍贵的头冠","2","400","200","0","稀有的宝藏。拿到公会管理协会分会的话，能兑换驾车游币。"
"53015","至高无上的头冠","至高无上的头冠","3","800","400","0","非常稀有的宝藏。拿到公会管理协会分会的话，能兑换大量的驾车游币。"
"53016","平凡的符石","平凡的符石","1","200","100","0","平凡的宝藏。拿到公会管理协会分会的话，能兑换少量的驾车游币。"
"53017","珍贵的符石","珍贵的符石","2","400","200","0","稀有的宝藏。拿到公会管理协会分会的话，能兑换驾车游币。"
"53018","至高无上的符石","至高无上的符石","3","800","400","0","非常稀有的宝藏。拿到公会管理协会分会的话，能兑换大量的驾车游币。"
"53019","平凡的王冠","平凡的王冠","1","200","100","0","平凡的宝藏。拿到公会管理协会分会的话，能兑换少量的驾车游币。"
"53020","珍贵的王冠","珍贵的王冠","2","400","200","0","稀有的宝藏。拿到公会管理协会分会的话，能兑换驾车游币。"
"53021","至高无上的王冠","至高无上的王冠","3","800","400","0","非常稀有的宝藏。拿到公会管理协会分会的话，能兑换大量的驾车游币。"
"53022","平凡的神器","平凡的神器","1","200","100","0","平凡的宝藏。拿到公会管理协会分会的话，能兑换少量的驾车游币。"
"53023","贵重的神器","贵重的神器","2","400","200","0","稀有的宝藏。拿到公会管理协会分会的话，能兑换驾车游币。"
"53024","至高无上的神器","至高无上的神器","3","800","400","0","非常稀有的宝藏。拿到公会管理协会分会的话，能兑换大量的驾车游币。"
