gauge_id,trigger_score,completion_detail,unlock_story_id,reward_type,reward_id,reward_count
"1","2500","获得2500pt累积分数吧","5126700","12","94002","50000"
"1","5000","获得5000pt累积分数吧","0","12","94002","50000"
"1","7500","获得7500pt累积分数吧","0","12","94002","50000"
"1","10000","获得10000pt累积分数吧","5126701","7","2839","1"
"1","12500","获得12500pt累积分数吧","0","12","94002","80000"
"1","15000","获得15000pt累积分数吧","0","12","94002","80000"
"1","17500","获得17500pt累积分数吧","0","12","94002","80000"
"1","20000","获得20000pt累积分数吧","5126702","8","91002","25"
"1","22500","获得22500pt累积分数吧","0","12","94002","100000"
"1","25000","获得25000pt累积分数吧","0","12","94002","100000"
"1","27500","获得27500pt累积分数吧","0","8","91002","100"
"1","30000","获得30000pt累积分数吧","5126703","15","11001262","1"
"2","2500","获得2500pt累积分数吧","5126710","12","94002","50000"
"2","5000","获得5000pt累积分数吧","0","12","94002","50000"
"2","7500","获得7500pt累积分数吧","0","12","94002","50000"
"2","10000","获得10000pt累积分数吧","5126711","7","2840","1"
"2","12500","获得12500pt累积分数吧","0","12","94002","80000"
"2","15000","获得15000pt累积分数吧","0","12","94002","80000"
"2","17500","获得17500pt累积分数吧","0","12","94002","80000"
"2","20000","获得20000pt累积分数吧","5126712","8","91002","25"
"2","22500","获得22500pt累积分数吧","0","12","94002","100000"
"2","25000","获得25000pt累积分数吧","0","12","94002","100000"
"2","27500","获得27500pt累积分数吧","0","8","91002","100"
"2","30000","获得30000pt累积分数吧","5126713","15","11001263","1"
