sub_story_id,original_event_id,title,condition_quest_id,condition_boss_id,reward_type,reward_id,reward_count
"5120061","10120","ボクのギルド仲間の美しさ","10120115","1012001","8","91002","20"
"5120062","10120","【美食殿】の美しさ","10120115","1012001","8","91002","20"
"5120063","10120","【トゥインクルウィッシュ】\n の美しさ","10120115","1012001","8","91002","20"
"5120064","10120","【ラビリンス】の美しさ","10120115","1012001","8","91002","20"
"5120065","10120","【カルミナ】の美しさ","10120115","1012001","8","91002","20"
"5120066","10120","【リトルリリカル】の美しさ","10120115","1012001","8","91002","20"
"5120067","10120","【フォレスティエ】の美しさ","10120115","1012001","8","91002","20"
"5120068","10120","【悪魔偽王国軍（ディアボロス）】\n の美しさ","10120115","1012001","8","91002","20"
"5120069","10120","【王宮騎士団（NIGHTMARE）】\n の美しさ","10120115","1012001","8","91002","20"
"5120070","10120","【サレンディア救護院】の美しさ","10120115","1012001","8","91002","20"
"5120071","10120","【自警団（カォン）】の美しさ","10120115","1012001","8","91002","20"
"5120072","10120","【牧場（エリザベスパーク）】\n の美しさ","10120115","1012001","8","91002","20"
"5120073","10120","【メルクリウス財団】の美しさ","10120115","1012001","8","91002","20"
"5120074","10120","【トワイライトキャラバン】\n の美しさ","10120115","1012001","8","91002","20"
"5120075","10120","【ルーセント学院】の美しさ","10120115","1012001","8","91002","20"
"5120076","10120","【聖テレサ女学院（なかよし部）】\n の美しさ","10120115","1012001","8","91002","20"
"5120077","10120","【ドラゴンズネスト】の美しさ","10120115","1012001","8","91002","20"
"5120078","10120","？？？の美しさ　その１","10120115","1012001","8","91002","20"
"5120079","10120","？？？の美しさ　その２","10120115","1012001","8","91002","20"
"5120080","10120","？？？の美しさ　その３","10120115","1012001","8","91002","20"
