de7650f3878f330128244ec81157161f06100c63eeb5947d6a020bed28b7e865,6744b1b3537da969f13c8e212340adf46f4321211042ae2a961fc51962069d1c,43f5b20a88b0b82b09bafb914fb5958415c671689d4048b112b46beeec934161,9fba3ea6b8d23eee9fccbf666bb3f3ccdfba1f0fd130ea040040e77c8b7e1419,ea2dda6067322476d4cbc08075ed668d5f4fa454ece782c03d8de7bfb3ee990a,672fcb30b05f88d8a1e79ec4cc50aed61e906059612a218904f8588178fc88eb,c2461d697c678047bf697cde021e4b25e0a4c4e7af74b3c51ea003b56003e27d,09aa6b552d46a62e74ce6b03912fdd5b3225a37f62ea4f7d5d998b70c682abd1,25b9d4330949e31fd10afaa2aee40258616d742509ecc7e3221f768c64d91664,8248e5d00724052bb25c9b31dafb1c1dd74c2705e0343c3afd2d77d6734a7ffb
"2110001","BUG","0","BUK","0","HUG","0","PUG","0","1"
"2110003","Technology","0","Technician","0","Techie","0","Technical","0","1"
"2110005","雪崩","0","暴风雪","0","地震","0","海啸","0","1"
"2110006","磁石","0","化石","0","黑曜石","0","大理石","0","1"
"2110007","ocean","0","river","0","gulf","0","mist","0","1"
"2110008","at","0","lat","0","bat","0","cut","0","1"
"2110010","能照到太阳的地方","0","照不到太阳的地方","0","总是很凉爽的地方","0","建筑物内部","0","1"
"2110011","更新","0","更换","0","更改","0","更变","0","1"
"2110012","暴风雪","0","狂风雪","0","强风雪","0","巨风雪","0","1"
"2110014","太阳","0","月亮","0","地球","0","火星","0","1"
"2110016","地平线","0","抛物线","0","电话线","0","新干线","0","1"
"2110018","黑历史","0","白历史","0","红历史","0","蓝历史","0","1"
"2110019","酱油","0","味精","0","醋","0","辣油","0","1"
"2110021","后背","0","肚子","0","掌心","0","脸","0","1"
"2110022","鹿","0","羊","0","驴","0","牛","0","1"
"2110023","声音","0","弓箭","0","猎人","0","老虎","0","1"
"2110024","首秀","0","作秀","0","神秀","0","独秀","0","1"
"2110025","硬币","0","圭币","0","寄币","0","杯币","0","1"
"2110026","校服","0","便服","0","汉服","0","朝服","0","1"
"2110028","水印","0","水标","0","水章","0","水号","0","1"
"2110031","火","0","水","0","木","0","土","0","1"
"2110032","一","0","二","0","三","0","四","0","1"
"2110034","翼","0","翅","0","脚","0","手","0","1"
"2110035","薪","0","草","0","叶","0","树","0","1"
"2110036","三","0","一","0","二","0","四","0","1"
"2110037","钉","0","发","0","帕","0","镜","0","1"
"2110038","前途","0","光明","0","极乐","0","天国","0","1"
"2110039","馅饼","0","包子","0","馒头","0","米饭","0","1"
"2110040","雨","0","雷","0","风","0","霜","0","1"
"2110041","眼","0","耳","0","口","0","鼻","0","1"
"2110042","水","0","风","0","火","0","土","0","1"
"2110043","冷","0","寒","0","霜","0","水","0","1"
"2110044","朝","0","韩","0","散","0","胁","0","1"
"2110045","日月如梭","0","度日如年","0","日落西山","0","日新月异","0","1"
"2110046","宣誓","0","玄石","0","选时","0","悬师","0","1"
"2110047","起床","0","启创","0","气床","0","凄怆","0","1"
"2110049","不","0","非","0","无","0","未","0","1"
"2110050","非","0","不","0","无","0","未","0","1"
"2110051","无","0","不","0","非","0","未","0","1"
"2110052","未","0","不","0","非","0","无","0","1"
"2110053","三天打鱼","0","置若罔闻","0","一日三秋","0","有名无实","0","1"
"2110054","算盘","0","键盘","0","卡尺","0","剪刀","0","1"
"2110056","一帆风顺","0","一波三折","0","一泄千里","0","一劳永逸","0","1"
"2110058","百","0","十","0","千","0","万","0","1"
"2110060","十","0","九","0","八","0","七","0","1"
"2111001","雪菲","0","风菲","0","雨菲","0","云菲","0","1"
"2111002","嘟噜噜噜噜★","0","切噜☆","0","超棒的对吧★","0","梦想是做大明星☆☆★","0","1"
"2111003","尖尖的长耳朵","0","有野兽的耳朵和尾巴","0","人口最多","0","头上长有两个角","0","1"
"2111004","真步","0","慎步","0","值步","0","直步","0","1"
"2111005","成长","0","闪耀","0","高价","0","教育","0","1"
"2120002","银","0","铜","0","铁","0","金","0","1"
"2120004","liver","0","lover","0","heart","0","internal","0","1"
"2120005","PTSD","0","MBTI","0","LGBT","0","NBCS","0","1"
"2120006","梅雨","0","阵雨","0","小雨","0","雷雨","0","1"
"2120009","铁","0","银","0","铜","0","金","0","1"
"2120011","顶梁柱","0","顶房柱","0","顶楼柱","0","顶屋柱","0","1"
"2120012","电报","0","电车","0","电源","0","电灯","0","1"
"2120013","盐","0","酱油","0","醋","0","味精","0","1"
"2120014","茶多酚","0","茶多胺","0","茶多盼","0","茶多醛","0","1"
"2120016","不谋而合","0","背道而驰","0","南辕北辙","0","分道扬镳","0","1"
"2120017","盘","0","肨","0","板","0","盼","0","1"
"2120018","Freeway","0","Long Way","0","Fly Away","0","Railway","0","1"
"2120021","竹篮","0","饭碗","0","盘子","0","铁锅","0","1"
"2120022","公鸡","0","母鸡","0","鸭子","0","大鹅","0","1"
"2120023","弹琴","0","说话","0","念经","0","唱歌","0","1"
"2120025","戏","0","剧","0","诗","0","事","0","1"
"2120026","凤","0","凰","0","龙","0","虎","0","1"
"2120027","一朝一夕","0","一鸟一石","0","一长一短","0","一兆一亿","0","1"
"2120028","无法无天","0","无影无踪","0","无拘无束","0","无牵无挂","0","1"
"2120029","hello","0","hallo","0","herro","0","harro","0","1"
"2120031","优柔寡断","0","埋头苦干","0","忽好忽坏","0","日新月异","0","1"
"2120033","星期五","0","星期四","0","星期天","0","星期一","0","1"
"2120034","星期三","0","星期五","0","星期四","0","星期二","0","1"
"2120035","Dying Message","0","Dubbing Message","0","Dancing Message","0","Diving Message","0","1"
"2120036","马","0","牛","0","狗","0","虎","0","1"
"2120037","厕所","0","卧房","0","壁橱","0","厨房","0","1"
"2120038","遥","0","谷","0","圭","0","壮","0","1"
"2120039","趁","0","真","0","简","0","几","0","1"
"2120042","是非","0","真假","0","黑白","0","好坏","0","1"
"2120045","移","0","威","0","舌","0","它","0","1"
"2120046","姑","0","哇","0","瓜","0","乌","0","1"
"2120047","巧","0","桥","0","翘","0","敲","0","1"
"2120048","九死一生","0","三头六臂","0","四分五裂","0","五花八门","0","1"
"2120049","千载难逢","0","百口莫辩","0","四面楚歌","0","一网打尽","0","1"
"2120050","一无所有","0","一丝不苟","0","一目了然","0","一厢情愿","0","1"
"2120051","惊天动地","0","呆头呆脑","0","悬崖绝壁","0","念念有词","0","1"
"2120053","蓝","0","红","0","黑","0","白","0","1"
"2120054","三分","0","五分","0","七分","0","二分","0","1"
"2120055","敌人","0","家人","0","情侣","0","师徒","0","1"
"2120056","春笋","0","松茸","0","香菇","0","芦笋","0","1"
"2120057","风水","0","天气","0","工作","0","性命","0","1"
"2120058","营","0","旅","0","师","0","团","0","1"
"2120059","眼睛","0","耳朵","0","额头","0","脖子","0","1"
"2120060","马","0","牛","0","狗","0","猫","0","1"
"2120061","狐","0","狸","0","猫","0","兔","0","1"
"2121001","告别孤单团","0","直接累倒团","0","我们的防卫团","0","一直在打工团","0","1"
"2121002","修特帕鲁","0","修特帕噜","0","休特帕鲁","0","修特怕鲁","0","1"
"2121003","绝对妻君","0","誓约女君","0","圣夜女君","0","凶猛女君","0","1"
"2121004","杏奈","0","姓奈","0","木奈","0","杏捺","0","1"
"2121005","1000000","0","10000000","0","1000","0","100000000","0","1"
"2130004","无名指","0","拇指","0","小指","0","中指","0","1"
"2130005","中指","0","无名指","0","拇指","0","食指","0","1"
"2130006","食指","0","中指","0","无名指","0","拇指","0","1"
"2130007","酒","0","肉","0","菜","0","米","0","1"
"2130008","养尊处优的人","0","穷人","0","顽固的人","0","不会做菜的人","0","1"
"2130009","床","0","病","0","原","0","尾","0","1"
"2130011","南","0","东","0","西","0","北","0","1"
"2130014","厨房","0","厕所","0","客厅","0","仓房","0","1"
"2130015","九","0","七","0","六","0","八","0","1"
"2130016","迷魂","0","孟婆","0","鸡","0","鸭","0","1"
"2130018","天衣无法","0","三番五次","0","千变万化","0","马耳东风","0","1"
"2130019","重","0","太","0","木","0","海","0","1"
"2130020","飞","0","好","0","茄","0","弹","0","1"
"2130021","死尸遍野","0","无所不能","0","身无长物","0","沉冤昭雪","0","1"
"2130022","秋","0","春","0","夏","0","冬","0","1"
"2130023","伴","0","半","0","陪","0","随","0","1"
"2130024","叹","0","败","0","无","0","感","0","1"
"2130025","麦","0","稻","0","光","0","剑","0","1"
"2130026","一","0","夷","0","以","0","义","0","1"
"2130027","道德经","0","论语","0","孙子兵法","0","诗经","0","1"
"2130028","管风琴","0","手风琴","0","口琴","0","钢琴","0","1"
"2130029","素描画","0","油画","0","水彩画","0","水墨画","0","1"
"2130030","过于小心","0","认错事物","0","太不小心","0","视觉灵敏","0","1"
"2130031","围棋","0","象棋","0","麻将","0","蹴鞠","0","1"
"2130033","钓鱼","0","郊游","0","吃饭","0","喝酒","0","1"
"2130034","凤","0","凰","0","龙","0","蛇","0","1"
"2130035","苏轼","0","苏洵","0","苏辙","0","苏武","0","1"
"2130036","莲花","0","菊花","0","蔷薇","0","百合","0","1"
"2130037","黄花","0","红花","0","梅花","0","杏花","0","1"
"2130039","一线生机","0","长生不老","0","生命垂危","0","苟且偷生","0","1"
"2130041","自己的想法","0","自己的怀抱","0","下面的怀抱","0","下等的想法","0","1"
"2130044","黄雀","0","麻雀","0","乌鸦","0","喜鹊","0","1"
"2130045","翻书","0","翻钱","0","翻滚","0","翻面","0","1"
"2130046","罗隐","0","高适","0","李白","0","李贺","0","1"
"2130047","鸟","0","鸭","0","鹅","0","鸡","0","1"
"2130048","苔","0","霉","0","草","0","芽","0","1"
"2130049","西游记","0","红楼梦","0","水浒传","0","三国演义","0","1"
"2130050","翼","0","刀","0","车","0","狮","0","1"
"2130052","铩羽而归","0","凯旋而归","0","满载而归","0","怏怏而归","0","1"
"2130053","笔耕不辍","0","笔耕不断","0","笔耕不停","0","笔耕不消","0","1"
"2130054","封神演义","0","三国演义","0","隋唐演义","0","西汉演义","0","1"
"2130055","诗人","0","诗集","0","诗歌","0","写诗","0","1"
"2130058","无花果","0","枇杷","0","野木瓜","0","石榴","0","1"
"2130059","史","0","志","0","豚","0","止","0","1"
"2130061","刘禹锡","0","李商隐","0","柳宗元","0","孟浩然","0","1"
"2131001","咲恋","0","美空","0","望","0","栞","0","1"
"2131002","666","0","777","0","888","0","999","0","1"
"2131003","我的心情好复杂","0","我不知道说什么","0","我实在太高兴了","0","我真没想到","0","1"
"2131004","爱好","0","内心","0","工作","0","爱语","0","1"
"2131005","露营","0","巡游","0","斗争","0","赛跑","0","1"
"2210001","蝌蚪","0","泥鳅","0","水虿","0","龙虱","0","1"
"2210003","角","0","翅膀","0","尾巴","0","耳朵","0","1"
"2210004","蚂蚱","0","蟋蟀","0","蜻蜓","0","蝉","0","1"
"2210005","乌鸦","0","鹈鹕","0","鹳","0","鹦鹉","0","1"
"2210006","百辣云","0","半夏","0","皮牙子","0","姜黄","0","1"
"2210007","牛油果","0","芒果","0","榴莲","0","红毛丹","0","1"
"2210008","香菜","0","香葱","0","香椿","0","香菇","0","1"
"2210009","胡萝卜","0","青椒","0","白菜","0","黄瓜","0","1"
"2210011","鱼类","0","哺乳类","0","鸟类","0","爬虫类","0","1"
