id,name,constrain_group,condition_type_1,condition_type_2,condition_type_3,condition_value_1,condition_value_2,condition_value_3
"1","独一无二的","0","1","2","3","1","1","1"
"2","完美无缺的","0","1","2","3","1","1","1"
"3","兰德索尔最快的","1","1","2","3","1","1","1"
"4","明镜止水的","0","1","2","3","1","1","1"
"5","有史以来最快的","0","1","2","3","1","1","1"
"6","最强最快的","0","1","2","3","1","1","1"
"7","终极","2","1","2","3","1","1","1"
"8","满分一百","0","1","2","3","1","1","1"
"9","最优秀","0","1","2","3","1","1","1"
"10","一骑当千的","0","1","2","3","1","1","1"
"11","独一无二的","0","1","2","3","1","1","1"
"12","天下无双的","0","1","2","3","1","1","1"
"13","泰然自若的","0","1","2","3","1","1","0"
"14","超越的","0","1","2","3","1","1","0"
"15","光速的","0","1","2","3","1","1","0"
"16","稀世的","0","1","2","3","1","1","0"
"17","极限的","0","1","2","3","1","1","0"
"18","至高无上的","0","1","2","3","1","1","0"
"19","辉煌","0","1","2","3","1","1","0"
"20","千锤百炼的","0","1","2","3","1","1","0"
"21","疾风迅雷的","0","1","2","3","1","1","0"
"22","电光火石的","0","1","2","3","1","1","0"
"23","变幻自如的","0","1","2","3","1","0","1"
"24","空前绝后的","0","1","2","3","1","0","1"
"25","象征","0","1","2","3","1","0","1"
"26","音速的","0","1","2","3","1","0","1"
"27","不符合常识的","0","1","2","3","1","0","1"
"28","气势汹汹的","0","1","2","3","1","0","1"
"29","勇猛果敢的","2","1","2","3","1","0","1"
"30","威风凛凛的","2","1","2","3","1","0","1"
"31","欲速则不达","0","1","2","3","1","0","1"
"32","心无杂念","0","1","2","3","1","0","1"
"33","梦想","0","1","2","3","1","0","0"
"34","漂亮","0","1","2","3","1","0","0"
"35","一般般的","0","1","2","3","1","0","0"
"36","新手上路的","2","1","2","3","1","0","0"
"37","未来可期的","0","1","2","3","1","0","0"
"38","生手","0","1","2","3","1","0","0"
"39","初出茅庐的","0","1","2","3","1","0","0"
"40","一点点的","0","1","2","3","1","0","0"
"41","新锐的","0","1","2","3","1","0","0"
"42","百折不挠的","0","1","2","3","1","0","0"
"43","千锤百炼的","0","1","2","3","1","0","0"
"44","加油","0","1","2","3","1","0","0"
"45","被选中的","0","1","2","3","2","1","1"
"46","终极","2","1","2","3","2","1","1"
"47","海洋蓝","1","1","2","3","2","1","1"
"48","被大海爱着的","2","1","2","3","2","1","1"
"49","统领大海的","2","1","2","3","2","1","1"
"50","传说中的","0","1","2","3","2","1","1"
"51","震动世界的","2","1","2","3","2","1","1"
"52","超级狂野","1","1","2","3","2","1","1"
"53","如有神助的","0","1","2","3","2","1","1"
"54","遥遥领先的","2","1","2","3","2","1","1"
"55","无法阻挡的","1","1","2","3","2","1","0"
"56","热血沸腾的","2","1","2","3","2","1","0"
"57","巨型","0","1","2","3","2","1","0"
"58","与生俱来的","1","1","2","3","2","1","0"
"59","大海上的","0","1","2","3","2","1","0"
"60","肾上腺素全开的","1","1","2","3","2","1","0"
"61","大间产的","0","1","2","3","2","1","0"
"62","老练的","0","1","2","3","2","1","0"
"63","久经沙场的","0","1","2","3","2","1","0"
"64","得心应手的","0","1","2","3","2","1","0"
"65","超越极限的","0","1","2","3","2","1","0"
"66","非同小可","2","1","2","3","2","0","1"
"67","勇猛的","0","1","2","3","2","0","1"
"68","不停奔跑的","0","1","2","3","2","0","1"
"69","快到看不见的","2","1","2","3","2","0","1"
"70","激浪的","0","1","2","3","2","0","1"
"71","惊涛骇浪的","0","1","2","3","2","0","1"
"72","不服输的","2","1","2","3","2","0","1"
"73","生长旺盛的","0","1","2","3","2","0","1"
"74","打破常规的","0","1","2","3","2","0","1"
"75","胡闹的","0","1","2","3","2","0","1"
"76","狂风暴雨的","0","1","2","3","2","0","1"
"77","传说中的","0","1","2","3","2","0","0"
"78","海滩边的","2","1","2","3","2","0","0"
"79","朝气蓬勃的","2","1","2","3","2","0","0"
"80","驰骋常夏的","2","1","2","3","2","0","0"
"81","肌肉","0","1","2","3","2","0","0"
"82","波光粼粼的","0","1","2","3","2","0","0"
"83","天生的","2","1","2","3","2","0","0"
"84","造成骚动的","0","1","2","3","2","0","0"
"85","未知数的","0","1","2","3","2","0","0"
"86","超猛的","0","1","2","3","2","0","0"
"87","不要输","0","1","2","3","2","0","0"
"88","光速","2","1","2","3","3","1","1"
"89","专业","1","1","2","3","3","1","1"
"90","顶级","0","1","2","3","3","1","1"
"91","金牌","2","1","2","3","3","1","1"
"92","终极","2","1","2","3","3","1","1"
"93","最好的","0","1","2","3","3","1","1"
"94","完美","2","1","2","3","3","1","1"
"95","百年一遇的","1","1","2","3","3","1","1"
"96","传奇","2","1","2","3","3","1","1"
"97","超一流的","0","1","2","3","3","1","1"
"98","世界级的","0","1","2","3","3","1","1"
"99","被选中的","0","1","2","3","3","1","1"
"100","矫健","2","1","2","3","3","1","0"
"101","伟大","0","1","2","3","3","1","0"
"102","超音速","1","1","2","3","3","1","0"
"103","究极","0","1","2","3","3","1","0"
"104","MVP的","0","1","2","3","3","1","0"
"105","全体的","0","1","2","3","3","1","0"
"106","全能","2","1","2","3","3","1","0"
"107","银牌","2","1","2","3","3","1","0"
"108","神圣的","0","1","2","3","3","1","0"
"109","极好的","2","1","2","3","3","1","0"
"110","一流的","0","1","2","3","3","1","0"
"111","非凡的","0","1","2","3","3","1","0"
"112","超级","0","1","2","3","3","0","1"
"113","抢跑","0","1","2","3","3","0","1"
"114","伟大的","0","1","2","3","3","0","1"
"115","势不可挡的","1","1","2","3","3","0","1"
"116","领袖魅力","0","1","2","3","3","0","1"
"117","万能","0","1","2","3","3","0","1"
"118","新一代的","0","1","2","3","3","0","1"
"119","光荣","0","1","2","3","3","0","1"
"120","大放异彩","0","1","2","3","3","0","1"
"121","深藏不露的","0","1","2","3","3","0","1"
"122","天下的","0","1","2","3","3","0","1"
"123","冲啊","0","1","2","3","3","0","0"
"124","很好","0","1","2","3","3","0","0"
"125","跳·步·","1","1","2","3","3","0","0"
"126","还有成长空间的","2","1","2","3","3","0","0"
"127","铜牌","2","1","2","3","3","0","0"
"128","令人期待的","0","1","2","3","3","0","0"
"129","跳跃","2","1","2","3","3","0","0"
"130","新时代的","0","1","2","3","3","0","0"
"131","懂的人才知道的","2","1","2","3","3","0","0"
