travel_quest_id,travel_area_id,travel_quest_name,limit_unit_num,need_power,travel_time,travel_time_decrease_limit,travel_decrease_flag,main_reward_1,main_reward_2,main_reward_3,main_reward_4,main_reward_5,icon_id,icon_x,icon_y,situation_group_id
"11001001","11001","堤俄涅\n树林","10","100000","43200","7200","1","4101351","4104351","4101401","4104401","4201401","11001001","-470","108","1"
"11001002","11001","赫里克巨木","10","100000","43200","7200","1","4106351","4110351","4106401","4110401","4203401","11001002","-235","90","2"
"11001003","11001","伊俄卡斯忒\n岩山","10","100000","43200","7200","1","4102351","4105351","4102401","4105401","4201401","11001003","0","108","3"
"11001004","11001","哈耳帕吕\n大瀑布","10","100000","43200","7200","1","4108351","4109351","4108401","4109401","4203401","11001004","235","90","4"
"11001005","11001","谟涅墨河","10","100000","43200","7200","1","4103351","4107351","4103401","4107401","4201401","11001005","470","108","5"
"11002001","11002","阿尔巴堤坝","10","100000","43200","7200","1","4301351","4101401","4104401","4201401","4301401","11002003","-470","108","6"
"11002002","11002","虚宿一\n沙滩","10","100000","43200","7200","1","4305351","4106401","4110401","4203401","4305401","11002002","-235","90","7"
"11002003","11002","达利克\n巨岩","10","100000","43200","7200","1","4302351","4102401","4105401","4201401","4302401","11002001","0","108","8"
"11002004","11002","安卡尔河","10","100000","43200","7200","1","4304351","4108401","4109401","4203401","4304401","11001005","235","90","9"
"11002005","11002","达克比亚\n森林","10","100000","43200","7200","1","4303351","4103401","4107401","4201401","4303401","11001001","470","108","10"
