level_id,degree,free_reward_type,free_reward_id,free_reward_num,charge_reward_type_1,charge_reward_id_1,charge_reward_num_1,charge_reward_type_2,charge_reward_id_2,charge_reward_num_2,event_id
"1","1","2","90005","5","8","91002","50","4","140001","10","10005"
"2","0","2","23001","10","2","23001","20","0","0","0","10005"
"3","0","2","22003","10","2","22003","20","0","0","0","10005"
"4","0","2","20004","5","2","20004","10","0","0","0","10005"
"5","1","8","91002","30","2","24001","1","2","23001","100","10005"
"6","0","50","1005002","3","50","1005002","5","0","0","0","10005"
"7","0","12","94002","200000","12","94002","500000","0","0","0","10005"
"8","0","51","93002","50","51","93002","100","0","0","0","10005"
"9","0","50","1002001","2","50","1002001","5","0","0","0","10005"
"10","1","8","91002","30","50","1002001","10","8","91002","50","10005"
"11","0","2","90005","5","2","90005","10","0","0","0","10005"
"12","0","2","23001","10","2","23001","20","0","0","0","10005"
"13","0","0","0","0","50","1005002","5","0","0","0","10005"
"14","0","12","94002","200000","12","94002","500000","0","0","0","10005"
"15","1","2","24001","1","2","24001","1","2","22003","50","10005"
"16","0","2","22003","10","2","22003","20","0","0","0","10005"
"17","0","2","20004","5","2","20004","10","0","0","0","10005"
"18","0","0","0","0","51","93002","100","0","0","0","10005"
"19","0","50","1002001","2","50","1002001","5","0","0","0","10005"
"20","1","8","91002","30","2","24001","1","2","90005","10","10005"
"21","0","2","23001","10","2","23001","20","0","0","0","10005"
"22","0","0","0","0","12","94002","500000","0","0","0","10005"
"23","0","0","0","0","51","93002","100","0","0","0","10005"
"24","0","2","22003","10","2","22003","20","0","0","0","10005"
"25","1","8","91002","30","8","91002","50","2","20004","30","10005"
"26","0","2","20004","5","2","20004","10","0","0","0","10005"
"27","0","0","0","0","50","1005002","5","0","0","0","10005"
"28","0","0","0","0","12","94002","500000","0","0","0","10005"
"29","0","50","1002001","2","50","1002001","5","0","0","0","10005"
"30","1","2","24001","1","2","24001","1","2","22003","50","10005"
"31","0","2","90005","5","2","90005","10","0","0","0","10005"
"32","0","0","0","0","2","23001","20","0","0","0","10005"
"33","0","0","0","0","2","22003","10","0","0","0","10005"
"34","0","12","94002","200000","12","94002","500000","0","0","0","10005"
"35","1","50","1002001","5","50","1002001","10","8","91002","50","10005"
"36","0","51","93002","50","51","93002","100","0","0","0","10005"
"37","0","0","0","0","2","20004","10","0","0","0","10005"
"38","0","0","0","0","50","1005002","5","0","0","0","10005"
"39","0","2","23001","10","2","23001","20","0","0","0","10005"
"40","1","50","1002001","5","2","90005","10","2","20004","30","10005"
"41","0","2","22003","5","2","22003","10","0","0","0","10005"
"42","0","0","0","0","12","94002","500000","0","0","0","10005"
"43","0","0","0","0","50","1002001","5","0","0","0","10005"
"44","0","2","20004","5","2","20004","10","0","0","0","10005"
"45","1","50","1002001","5","2","90005","10","8","91002","50","10005"
"46","0","2","90005","5","2","90005","10","0","0","0","10005"
"47","0","0","0","0","2","23001","20","0","0","0","10005"
"48","0","0","0","0","2","22003","10","0","0","0","10005"
"49","0","50","1005002","3","50","1005002","5","0","0","0","10005"
"50","1","8","91002","30","2","24001","1","4","140001","10","10005"
"51","0","12","94002","200000","12","94002","500000","0","0","0","10005"
"52","0","0","0","0","50","1002001","5","0","0","0","10005"
"53","0","0","0","0","2","20004","10","0","0","0","10005"
"54","0","51","93002","50","51","93002","100","0","0","0","10005"
"55","1","50","1005002","5","50","1005003","1","50","1005003","1","10005"
"56","0","2","90005","5","2","90005","10","0","0","0","10005"
"57","0","0","0","0","50","1005004","5","0","0","0","10005"
"58","0","0","0","0","50","1002001","5","0","0","0","10005"
"59","0","2","23001","10","2","23001","20","0","0","0","10005"
"60","1","50","1002001","5","50","1002001","10","8","91002","50","10005"
"61","0","2","22003","10","2","22003","10","0","0","0","10005"
