id,priority,reward_type,reward_id,name
"1","1","1","112001","凯露（新年）"
"1","2","1","111801","佩可莉姆（新年）"
"1","3","1","111901","可可萝（新年）"
"1","4","1","115001","似似花（新年）"
"1","5","1","108801","优衣（新年）"
"1","6","1","108701","日和莉（新年）"
"2","1","1","116401","优妮（圣学祭）"
"2","2","1","121301","胡桃（舞台）"
"2","3","1","121401","美咲（舞台）"
"2","4","1","121601","祈梨（怪盗）"
"2","5","1","122001","忍（海盗）"
"2","6","1","121901","杏奈（海盗）"
"2","7","1","122201","由加莉（露营）"
"2","8","1","122301","斑比"
"3","1","1","122601","优衣（夏日）"
"3","2","1","122701","镜华（夏日）"
"3","3","1","123101","真步（探索者）"
"3","4","1","123201","绫音（探索者）"
"3","5","1","123701","七七香（万圣节）"
"3","6","1","123901","茉莉（狂野）"
"3","7","1","124201","纯（圣诞节）"
"4","1","1","121001","佩可莉姆（超负荷）"
"4","2","1","121101","凯露（超负荷）"
"4","3","1","115501","可可萝（礼服）"
"4","4","1","109101","静流（情人节）"
"5","1","1","107501","佩可莉姆（夏日）"
"5","2","1","107801","凯露（夏日）"
"5","3","1","110301","咲恋（夏日）"
"5","4","1","110001","铃奈（夏日）"
"6","1","1","107701","铃莓（夏日）"
"6","2","1","107901","珠希（夏日）"
"6","3","1","110601","真步（夏日）"
"6","4","1","110401","真琴（夏日）"
"7","1","1","117201","望（夏日）"
"7","2","1","117001","惠理子（夏日）"
"7","3","1","113101","流夏（夏日）"
"7","4","1","113401","初音（夏日）"
