sub_story_id,original_event_id,title,contents_type,condition_quest_id,condition_boss_id,read_condition
"1006401","10064","개회식","4","10091104","0","0"
"1006402","10064","개회식","3","10091104","0","0"
"1006403","10064","달리기 경주","1","10091104","0","1006402"
"1006404","10064","달리기 경주","4","10091104","0","1006402"
"1006405","10064","달리기 경주","2","10091104","0","1006402"
"1006406","10064","기마전","2","10091104","0","1006405"
"1006407","10064","기마전","4","10091104","0","1006405"
"1006408","10064","점심시간","3","10091106","0","1006406"
"1006409","10064","점심시간","4","10091106","0","1006406"
"1006410","10064","각종 학술 문화 박람회","3","10091106","0","1006408"
"1006411","10064","각종 학술 문화 박람회","4","10091106","0","1006408"
"1006412","10064","각종 학술 문화 박람회","1","10091106","0","1006408"
"1006413","10064","메이드풍 카페","4","10091108","0","1006410"
"1006414","10064","메이드풍 카페","3","10091108","0","1006410"
"1006415","10064","종합 릴레이","3","10091113","0","1006414"
"1006416","10064","종합 릴레이","4","10091113","0","1006414"
"1006417","10064","세리머니 스테이지","1","10091115","1009101","1006415"
"1006418","10064","세리머니 스테이지","4","10091115","1009101","1006415"
"1006419","10064","세리머니 스테이지","2","10091115","1009101","1006415"
"1006420","10064","폐회식","3","10091115","1009101","1006419"
"1006421","10064","폐회식","4","10091115","1009101","1006419"
"1006422","10064","컴플리트 연출","4","10091115","1009101","1006420"
