8f800099514ba9e67e612634f7e0569152c6aba2615a72b4fb526666b6d863a4,c7781f1a1b0af9ebb61a53478614fcbc69f00c89783186b4433378893b75f3c1,d792532e04f4f6d811029a32cf1237a08d4fd8cd7186433adbdae7c4885843a2,cb8a1dd5eff79e924c33cc13068f7bcc46ea37e5dcab075d698eee5ba914bd52,2e5a662bd466a21671351f29b6f354e6583dc053833aa795cb520aced273ad05,f42b007ccabaa65556cd6c993bacbf18f11c9e65c02a1b3605dc3b5e291223ab,e9d8e86b89f8dcbec975ee55ec8cfb453f5263635cac48d521a25dd4c96886ad,b1ee56da6abafea9b37b025cfd2597bfae96e65baa210713edbc45b0396b26aa,f5653a52beed7aac2b5403448dc08925d9fbb8a17a44d5fc2548a00983e444bf,3f94d5e524e155a812b4e831fd380a34cc684308265aae37ac34de57ed6c6dae,d6779b7e1b08e52dae425050d5d74d01ee517c9980d97f9475c4256374e20e19,911e8feec23b5fb7a72e726df653e8cd58f4480c5699e41f2a235efd2b953e3e,68a87d9767b30efc6d92a3d956f4b9eaa1cb8685dbc2a22419640bce03ddfd01,6fad76fe4dce1c0b06a9040084613621728d6cfea9507abce90d50f5cd8d71e3,ba29105aa7c0c9aa9f9b2b829c0134f775240ff3ba75984ac95a4e892bf6f593,d81b6d8e6eed09b12d430bbd86cd914496edc56bbcfa661f48bc3d33e3cfc375,f95eb6bddba2b4d55d05aec0049a02eb066365c6fd7ae291c253f42bd3800857,38927d7b34583426b7cc729258cf96c05d3cf33cfd0539972ff83097286036e5,87db2b26caa2f29f92ba763a3b0cbb09aa97f6269c127282095a73c365c8f4db
"100101","28","0","1900","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0"
"100101","29","0","1900","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0"
"100201","28","0","0","1900","0","0","0","0","0","0","0","0","0","0","0","10","0","0"
"100201","29","0","0","1900","0","0","0","0","0","0","0","0","0","0","0","10","0","0"
"100301","28","0","1900","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0"
"100301","29","0","1900","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0"
"100401","28","0","1900","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0"
"100401","29","0","1900","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0"
"100501","28","0","1900","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0"
"100501","29","0","1900","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0"
"100601","28","0","0","1900","0","0","0","0","0","0","0","0","0","0","0","10","0","0"
"100601","29","0","0","1900","0","0","0","0","0","0","0","0","0","0","0","10","0","0"
"100701","28","0","1900","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0"
"100701","29","0","1900","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0"
"100801","28","0","0","1900","0","0","0","0","0","0","0","0","0","0","0","10","0","0"
"100801","29","0","0","1900","0","0","0","0","0","0","0","0","0","0","0","10","0","0"
"100901","28","0","0","1900","0","0","0","0","0","0","0","0","0","0","0","10","0","0"
"100901","29","0","0","1900","0","0","0","0","0","0","0","0","0","0","0","10","0","0"
"101001","28","0","0","1900","0","0","0","0","0","0","0","0","0","0","0","10","0","0"
"101001","29","0","0","1900","0","0","0","0","0","0","0","0","0","0","0","10","0","0"
"101101","28","0","1900","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0"
"101101","29","0","1900","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0"
"101201","28","0","0","1900","0","0","0","0","0","0","0","0","0","0","0","10","0","0"
"101201","29","0","0","1900","0","0","0","0","0","0","0","0","0","0","0","10","0","0"
"101301","28","0","0","1900","0","0","0","0","0","0","0","0","0","0","0","10","0","0"
"101301","29","0","0","1900","0","0","0","0","0","0","0","0","0","0","0","10","0","0"
"101401","28","0","0","1900","0","0","0","0","0","0","0","0","0","0","0","10","0","0"
"101401","29","0","0","1900","0","0","0","0","0","0","0","0","0","0","0","10","0","0"
"101501","28","0","0","1900","0","0","0","0","0","0","0","0","0","0","0","10","0","0"
"101501","29","0","0","1900","0","0","0","0","0","0","0","0","0","0","0","10","0","0"
