id,sekai_id,add_times,add_times_limit,add_times_time,duration
"100","10002","6","10","2024/04/01","0"
"101","10002","2","10","2024/04/01 2:00:00","120"
"102","10002","2","10","2024/04/01 4:00:00","120"
"103","10002","2","10","2024/04/01 6:00:00","120"
"104","10002","2","10","2024/04/01 8:00:00","120"
"105","10002","2","10","2024/04/01 10:00:00","120"
"106","10002","2","10","2024/04/01 12:00:00","120"
"107","10002","2","10","2024/04/01 14:00:00","120"
"108","10002","2","10","2024/04/01 16:00:00","120"
"109","10002","2","10","2024/04/01 18:00:00","120"
"110","10002","2","10","2024/04/01 20:00:00","120"
"111","10002","2","10","2024/04/01 22:00:00","120"
