mission_id,campaign_id,type,disp_group,category_icon,description,mission_condition,condition_value_1,condition_value_2,condition_value_3,condition_value_4,condition_value_5,condition_value_6,condition_value_7,condition_value_8,condition_value_9,condition_value_10,condition_num,campaign_mission_reward_id,system_id,start_time,end_time,min_level,max_level,title_color_id,visible_flag,mark_flag
"30109001","1","9","100","107","기간 중에 4일간 로그인하자","8011","1","0","0","0","0","0","0","0","0","0","4","30109001","0","2021-01-18 15:00:00","2021-02-02 04:59:59","0","0","0","1","0"
"30109002","1","9","101","107","메인 스토리 제1장 제1화를 열람하자","8008","2001001","0","0","0","0","0","0","0","0","0","1","30109002","801","2021-01-18 15:00:00","2021-02-02 04:59:59","0","0","0","1","1"
"30109003","1","9","102","107","기간 중에 서포트 캐릭터를 빌려 퀘스트를 클리어하자","1012","1","0","0","0","0","0","0","0","0","0","1","30109003","101","2021-01-18 15:00:00","2021-02-02 04:59:59","0","0","0","1","1"
"30109004","1","9","103","107","메인 퀘스트 6-1 (NORMAL)을 클리어하자","1001","11006001","0","0","0","0","0","0","0","0","0","1","30109004","101","2021-01-18 15:00:00","2021-02-02 04:59:59","0","0","0","1","1"
"30109005","1","9","104","107","플레이어 Lv을 40로 만들자","8002","0","0","0","0","0","0","0","0","0","0","40","30109005","101","2021-01-18 15:00:00","2021-02-02 04:59:59","0","0","0","1","1"
"30109006","1","9","105","107","기간 중에 초보자 미션을 전부 클리어하자","8010","1","9","0","0","0","0","0","0","0","0","5","30109006","0","2021-01-18 15:00:00","2021-02-02 04:59:59","0","0","0","1","0"
"30110001","1","10","200","107","기간 중에 초보 플레이어 1명과 친구가 되자","6017","0","0","0","0","0","0","0","0","0","0","1","30110001","907","2021-01-18 15:00:00","2021-02-02 04:59:59","0","0","0","1","0"
"30110002","1","10","200","107","기간 중에 초보 플레이어 2명과 친구가 되자","6017","0","0","0","0","0","0","0","0","0","0","2","30110001","907","2021-01-18 15:00:00","2021-02-02 04:59:59","0","0","0","1","0"
"30110003","1","10","200","107","기간 중에 초보 플레이어 3명과 친구가 되자","6017","0","0","0","0","0","0","0","0","0","0","3","30110001","907","2021-01-18 15:00:00","2021-02-02 04:59:59","0","0","0","1","0"
"30110004","1","10","200","107","기간 중에 초보 플레이어 4명과 친구가 되자","6017","0","0","0","0","0","0","0","0","0","0","4","30110001","907","2021-01-18 15:00:00","2021-02-02 04:59:59","0","0","0","1","0"
"30110005","1","10","200","107","기간 중에 초보 플레이어 5명과 친구가 되자","6017","0","0","0","0","0","0","0","0","0","0","5","30110001","907","2021-01-18 15:00:00","2021-02-02 04:59:59","0","0","0","1","0"
"30110006","1","10","210","107","기간 중에 친구가 된 초보 플레이어의 초보자 미션 달성을 지켜보자(1명째)","6018","1","0","0","0","0","0","0","0","0","0","1","30110006","0","2021-01-18 15:00:00","2021-02-08 14:59:59","0","0","0","1","0"
"30110007","1","10","210","107","기간 중에 친구가 된 초보 플레이어의 초보자 미션 달성을 지켜보자(2명째)","6018","1","0","0","0","0","0","0","0","0","0","2","30110006","0","2021-01-18 15:00:00","2021-02-08 14:59:59","0","0","0","1","0"
"30110008","1","10","210","107","기간 중에 친구가 된 초보 플레이어의 초보자 미션 달성을 지켜보자(3명째)","6018","1","0","0","0","0","0","0","0","0","0","3","30110006","0","2021-01-18 15:00:00","2021-02-08 14:59:59","0","0","0","1","0"
"30110009","1","10","210","107","기간 중에 친구가 된 초보 플레이어의 초보자 미션 달성을 지켜보자(4명째)","6018","1","0","0","0","0","0","0","0","0","0","4","30110006","0","2021-01-18 15:00:00","2021-02-08 14:59:59","0","0","0","1","0"
"30110010","1","10","210","107","기간 중에 친구가 된 초보 플레이어의 초보자 미션 달성을 지켜보자(5명째)","6018","1","0","0","0","0","0","0","0","0","0","5","30110006","0","2021-01-18 15:00:00","2021-02-08 14:59:59","0","0","0","1","0"
