sub_story_id,original_event_id,title,sub_title,unit_id,read_condition_time,condition_quest_id,condition_boss_id,read_condition,reward_type,reward_id,reward_count
"1007401","10074","젊음과 미열","유이의 진료 차트 1","100201","2022/09/29 15:00:00","10101106","0","0","8","91002","20"
"1007402","10074","이 가슴의 두근거림을","유이의 진료 차트 2","100201","2022/09/29 15:00:00","10101112","0","1007401","8","91002","20"
"1007403","10074","미칠 듯한 병의 이름은","유이의 진료 차트 3","100201","2022/10/01 5:00:00","10101115","0","1007402","8","91002","30"
"1007404","10074","예기치 못한 방문자","유니의 진료 차트 1","111001","2022/09/29 15:00:00","10101106","0","0","8","91002","20"
"1007405","10074","약 먹을 시간","유니의 진료 차트 2","111001","2022/09/29 15:00:00","10101112","0","1007404","8","91002","20"
"1007406","10074","친애하는 당신에게","유니의 진료 차트 3","111001","2022/10/02 5:00:00","10101115","0","1007405","8","91002","30"
"1007407","10074","기묘한 외래 환자","스즈메의 진료 차트 1","102501","2022/09/29 15:00:00","10101108","0","0","8","91002","20"
"1007408","10074","두려운 증상","스즈메의 진료 차트 2","102501","2022/09/29 15:00:00","10101114","0","1007407","8","91002","20"
"1007409","10074","현대 의학의 한계","스즈메의 진료 차트 3","102501","2022/10/03 5:00:00","10101115","0","1007408","8","91002","30"
"1007410","10074","밤을 통치하는 자의 수난","이리야의 진료 차트 1","104401","2022/09/29 15:00:00","10101108","0","0","8","91002","20"
"1007411","10074","아름다운 프로듀스","이리야의 진료 차트 2","104401","2022/09/29 15:00:00","10101114","0","1007410","8","91002","20"
"1007412","10074","아름다움의 레슨","이리야의 진료 차트 3","104401","2022/10/04 5:00:00","10101115","0","1007411","8","91002","30"
"1007413","10074","보이지 않는 적","안나의 진료 차트 1","100901","2022/09/29 15:00:00","10101110","0","0","8","91002","20"
"1007414","10074","봉인된 마법","안나의 진료 차트 2","100901","2022/09/29 15:00:00","10101115","1010101","1007413","8","91002","20"
"1007415","10074","척안의 악마 특별 진찰","안나의 진료 차트 3","100901","2022/10/05 5:00:00","10101115","1010101","1007414","8","91002","30"
"1007416","10074","스컬 서프라이즈","시노부의 진료 차트 1","103101","2022/09/29 15:00:00","10101110","0","0","8","91002","20"
"1007417","10074","방황하는 소녀에게 구원의 손길을","시노부의 진료 차트 2","103101","2022/09/30 5:00:00","10101115","1010101","1007416","8","91002","30"
