sre_battle_bonus_id,type,sre_boss_id,sre_id,phase,condition_hp,condition_time,sre_battle_effect_id,duration,title,description,battle_bonus_story_id
"3001","2","3001","3","1","0","-1","3001","0","TP 250 증가","배틀 시작 시 아군의 TP가 250 증가","0"
"3002","2","3002","3","1","0","-1","3002","0","TP 250 증가","배틀 시작 시 아군의 TP가 250 증가","0"
"3003","2","3003","3","1","0","-1","3003","0","TP 250 증가","배틀 시작 시 아군의 TP가 250 증가","0"
"3004","2","3004","3","1","0","-1","3004","0","TP 250 증가","배틀 시작 시 아군의 TP가 250 증가","0"
"3006","2","3006","3","3","0","-1","3006","0","TP 1000 증가","배틀 시작 시 아군의 TP가 1000 증가","0"
"3007","2","3007","3","3","0","-1","3007","0","TP 1000 증가","배틀 시작 시 아군의 TP가 1000 증가","0"
"30011","3","3001","3","1","962500000000","25200","30011","0","물리 공격 증가 90초","배틀 시작부터 90초간 아군의 물리 공격력이 증가","9006503"
"30012","3","3001","3","1","660000000000","72000","30012","0","물리 방어 감소 90초","배틀 시작부터 90초간 적의 물리 방어력이 감소","9006504"
"30021","3","3002","3","1","650000000000","39600","30021","0","매초 HP 회복 90초","배틀 시작부터 90초간 아군의 HP가 매초 회복","9006506"
"30022","3","3002","3","1","325000000000","72000","30022","0","매초 TP 증가 90초","배틀 시작부터 90초간 아군의 TP가 매초 증가","9006507"
"30031","3","3003","3","1","638000000000","43200","30031","0","무적 15초","배틀 시작부터 15초간 아군이 무적 상태가 된다","9006509"
"30032","3","3003","3","1","440000000000","72000","30032","0","마법 공격 감소 90초","배틀 시작부터 90초간 적의 마법 공격력이 감소","9006510"
"30041","3","3004","3","1","910000000000","32400","30041","0","스턴 15초","배틀 시작부터 15초간 적이 스턴 상태가 된다","9006512"
"30042","3","3004","3","1","650000000000","43200","30042","0","물리 방어 감소 90초","배틀 시작부터 90초간 적의 물리 방어력이 감소","9006513"
"30051","3","3005","3","2","2900000000000","43200","30051","0","마법 공격 증가 90초","배틀 시작부터 90초간 아군의 마법 공격력이 증가","9006516"
"30061","3","3006","3","3","1925000000000","21600","30061","0","매초 TP 증가 90초","배틀 시작부터 90초간 아군의 TP가 매초 증가","9006519"
"30062","3","3006","3","3","1100000000000","43200","30062","0","마법 방어 감소 90초","배틀 시작부터 90초간 적의 마법 방어력이 감소","9006520"
"30071","3","3007","3","3","2362500000000","43200","30071","0","물리 공격 증가 90초","배틀 시작부터 90초간 아군의 물리 공격력이 증가","9006522"
"30072","3","3007","3","3","275000000000","64800","30072","0","무적 15초","배틀 시작부터 15초간 아군이 무적 상태가 된다","9006523"
"300101","1","3001","3","1","1067000000000","-1","300101","36000","물리 공격 감소 90초","배틀 시작부터 90초간 적의 물리 공격력이 감소","0"
"300102","1","3001","3","1","1023000000000","-1","300102","36000","물리 공격 감소 90초","배틀 시작부터 90초간 적의 물리 공격력이 감소","0"
"300103","1","3001","3","1","990000000000","-1","300103","36000","물리 방어 감소 90초","배틀 시작부터 90초간 적의 물리 방어력이 감소","0"
"300104","1","3001","3","1","957000000000","-1","300104","36000","물리 공격 감소 90초","배틀 시작부터 90초간 적의 물리 공격력이 감소","0"
"300105","1","3001","3","1","924000000000","-1","300105","36000","물리 방어 감소 90초","배틀 시작부터 90초간 적의 물리 방어력이 감소","0"
"300106","1","3001","3","1","847000000000","-1","300106","36000","마법 방어 감소 90초","배틀 시작부터 90초간 적의 마법 방어력이 감소","0"
"300107","1","3001","3","1","814000000000","-1","300107","36000","물리 방어 감소 90초","배틀 시작부터 90초간 적의 물리 방어력이 감소","0"
"300108","1","3001","3","1","781000000000","-1","300108","36000","마법 방어 감소 90초","배틀 시작부터 90초간 적의 마법 방어력이 감소","0"
"300109","1","3001","3","1","737000000000","-1","300109","36000","매초 HP 회복 90초","배틀 시작부터 90초간 아군의 HP가 매초 회복","0"
"300110","1","3001","3","1","704000000000","-1","300110","36000","물리 공격 감소 90초","배틀 시작부터 90초간 적의 물리 공격력이 감소","0"
"300111","1","3001","3","1","660000000000","-1","300111","36000","물리 공격 감소 90초","배틀 시작부터 90초간 적의 물리 공격력이 감소","0"
"300112","1","3001","3","1","627000000000","-1","300112","36000","물리 방어 감소 90초","배틀 시작부터 90초간 적의 물리 방어력이 감소","0"
"300113","1","3001","3","1","594000000000","-1","300113","36000","물리 공격 감소 90초","배틀 시작부터 90초간 적의 물리 공격력이 감소","0"
"300114","1","3001","3","1","517000000000","-1","300114","36000","물리 방어 감소 90초","배틀 시작부터 90초간 적의 물리 방어력이 감소","0"
"300115","1","3001","3","1","484000000000","-1","300115","36000","마법 방어 감소 90초","배틀 시작부터 90초간 적의 마법 방어력이 감소","0"
"300116","1","3001","3","1","451000000000","-1","300116","36000","물리 방어 감소 90초","배틀 시작부터 90초간 적의 물리 방어력이 감소","0"
"300117","1","3001","3","1","407000000000","-1","300117","36000","마법 방어 감소 90초","배틀 시작부터 90초간 적의 마법 방어력이 감소","0"
"300118","1","3001","3","1","374000000000","-1","300118","36000","매초 HP 회복 90초","배틀 시작부터 90초간 아군의 HP가 매초 회복","0"
"300119","1","3001","3","1","341000000000","-1","300119","36000","물리 공격 감소 90초","배틀 시작부터 90초간 적의 물리 공격력이 감소","0"
"300120","1","3001","3","1","297000000000","-1","300120","36000","물리 공격 감소 90초","배틀 시작부터 90초간 적의 물리 공격력이 감소","0"
"300121","1","3001","3","1","264000000000","-1","300121","36000","물리 방어 감소 90초","배틀 시작부터 90초간 적의 물리 방어력이 감소","0"
"300122","1","3001","3","1","231000000000","-1","300122","36000","물리 공격 감소 90초","배틀 시작부터 90초간 적의 물리 공격력이 감소","0"
"300123","1","3001","3","1","198000000000","-1","300123","36000","물리 방어 감소 90초","배틀 시작부터 90초간 적의 물리 방어력이 감소","0"
"300124","1","3001","3","1","154000000000","-1","300124","36000","TP 150 증가","배틀 시작 시 아군의 TP가 150 증가","0"
