sre_mission_id,sre_id,category_id,disp_group,description,mission_condition,sre_boss_id,condition_value,condition_num,mission_reward_id,start_time,end_time
"31000101","3","1000","10","1회 배틀하자","7003","0","0","1","31000101","2024/01/15 16:00:00","2024/01/22 15:59:59"
"31000102","3","1000","10","5회 배틀하자","7003","0","0","5","31000102","2024/01/15 16:00:00","2024/01/22 15:59:59"
"31000103","3","1000","10","10회 배틀하자","7003","0","0","10","31000103","2024/01/15 16:00:00","2024/01/22 15:59:59"
"31000104","3","1000","10","15회 배틀하자","7003","0","0","15","31000104","2024/01/15 16:00:00","2024/01/22 15:59:59"
"31000105","3","1000","10","20회 배틀하자","7003","0","0","20","31000105","2024/01/15 16:00:00","2024/01/22 15:59:59"
"31000106","3","1000","10","25회 배틀하자","7003","0","0","25","31000106","2024/01/15 16:00:00","2024/01/22 15:59:59"
"31000107","3","1000","10","30회 배틀하자","7003","0","0","30","31000107","2024/01/15 16:00:00","2024/01/22 15:59:59"
"31000108","3","1000","10","35회 배틀하자","7003","0","0","35","31000108","2024/01/15 16:00:00","2024/01/22 15:59:59"
"31000109","3","1000","10","40회 배틀하자","7003","0","0","40","31000109","2024/01/15 16:00:00","2024/01/22 15:59:59"
"31001101","3","1001","10","흑의 왕 재버워크에게 누적 500만 데미지를 주자","7004","3001","0","5000000","31001101","2024/01/15 16:00:00","2024/01/22 15:59:59"
"31001102","3","1001","10","흑의 왕 재버워크에게 누적 750만 데미지를 주자","7004","3001","0","7500000","31001102","2024/01/15 16:00:00","2024/01/22 15:59:59"
"31001103","3","1001","10","흑의 왕 재버워크에게 누적 1000만 데미지를 주자","7004","3001","0","10000000","31001103","2024/01/15 16:00:00","2024/01/22 15:59:59"
"31001111","3","1001","11","흑의 왕 재버워크에게 1번의 배틀에서 250만 데미지를 주자","7005","3001","2500000","1","31001111","2024/01/15 16:00:00","2024/01/22 15:59:59"
"31001112","3","1001","11","흑의 왕 재버워크에게 1번의 배틀에서 500만 데미지를 주자","7005","3001","5000000","1","31001112","2024/01/15 16:00:00","2024/01/22 15:59:59"
"31001201","3","1001","20","폭주한 이노센트 보우에게 누적 500만 데미지를 주자","7004","3002","0","5000000","31001201","2024/01/15 16:00:00","2024/01/22 15:59:59"
"31001202","3","1001","20","폭주한 이노센트 보우에게 누적 750만 데미지를 주자","7004","3002","0","7500000","31001202","2024/01/15 16:00:00","2024/01/22 15:59:59"
"31001203","3","1001","20","폭주한 이노센트 보우에게 누적 1000만 데미지를 주자","7004","3002","0","10000000","31001203","2024/01/15 16:00:00","2024/01/22 15:59:59"
"31001211","3","1001","21","폭주한 이노센트 보우에게 1번의 배틀에서 250만 데미지를 주자","7005","3002","2500000","1","31001211","2024/01/15 16:00:00","2024/01/22 15:59:59"
"31001212","3","1001","21","폭주한 이노센트 보우에게 1번의 배틀에서 500만 데미지를 주자","7005","3002","5000000","1","31001212","2024/01/15 16:00:00","2024/01/22 15:59:59"
"31001301","3","1001","30","팬텀바론에게 누적 500만 데미지를 주자","7004","3003","0","5000000","31001301","2024/01/15 16:00:00","2024/01/22 15:59:59"
"31001302","3","1001","30","팬텀바론에게 누적 750만 데미지를 주자","7004","3003","0","7500000","31001302","2024/01/15 16:00:00","2024/01/22 15:59:59"
"31001303","3","1001","30","팬텀바론에게 누적 1000만 데미지를 주자","7004","3003","0","10000000","31001303","2024/01/15 16:00:00","2024/01/22 15:59:59"
"31001311","3","1001","31","팬텀바론에게 1번의 배틀에서 250만 데미지를 주자","7005","3003","2500000","1","31001311","2024/01/15 16:00:00","2024/01/22 15:59:59"
"31001312","3","1001","31","팬텀바론에게 1번의 배틀에서 500만 데미지를 주자","7005","3003","5000000","1","31001312","2024/01/15 16:00:00","2024/01/22 15:59:59"
"31001401","3","1001","40","텐타퍼스에게 누적 500만 데미지를 주자","7004","3004","0","5000000","31001401","2024/01/15 16:00:00","2024/01/22 15:59:59"
"31001402","3","1001","40","텐타퍼스에게 누적 750만 데미지를 주자","7004","3004","0","7500000","31001402","2024/01/15 16:00:00","2024/01/22 15:59:59"
"31001403","3","1001","40","텐타퍼스에게 누적 1000만 데미지를 주자","7004","3004","0","10000000","31001403","2024/01/15 16:00:00","2024/01/22 15:59:59"
"31001411","3","1001","41","텐타퍼스에게 1번의 배틀에서 250만 데미지를 주자","7005","3004","2500000","1","31001411","2024/01/15 16:00:00","2024/01/22 15:59:59"
"31001412","3","1001","41","텐타퍼스에게 1번의 배틀에서 500만 데미지를 주자","7005","3004","5000000","1","31001412","2024/01/15 16:00:00","2024/01/22 15:59:59"
"31002101","3","1002","10","고우신에게 누적 500만 데미지를 주자","7004","3005","0","5000000","31002101","2024/01/15 16:00:00","2024/01/22 15:59:59"
"31002102","3","1002","10","고우신에게 누적 750만 데미지를 주자","7004","3005","0","7500000","31002102","2024/01/15 16:00:00","2024/01/22 15:59:59"
"31002103","3","1002","10","고우신에게 누적 1000만 데미지를 주자","7004","3005","0","10000000","31002103","2024/01/15 16:00:00","2024/01/22 15:59:59"
"31002104","3","1002","10","고우신에게 누적 1억 1000만 데미지를 주자","7004","3005","0","110000000","31002104","2024/01/15 16:00:00","2024/01/22 15:59:59"
"31002111","3","1002","11","고우신에게 1번의 배틀에서 250만 데미지를 주자","7005","3005","2500000","1","31002111","2024/01/15 16:00:00","2024/01/22 15:59:59"
"31002112","3","1002","11","고우신에게 1번의 배틀에서 500만 데미지를 주자","7005","3005","5000000","1","31002112","2024/01/15 16:00:00","2024/01/22 15:59:59"
"31002113","3","1002","11","고우신에게 1번의 배틀에서 2200만 데미지를 주자","7005","3005","22000000","1","31002113","2024/01/15 16:00:00","2024/01/22 15:59:59"
"31003101","3","1003","10","알마＆올램에게 누적 500만 데미지를 주자","7004","3006","0","5000000","31003101","2024/01/15 16:00:00","2024/01/22 15:59:59"
"31003102","3","1003","10","알마＆올램에게 누적 750만 데미지를 주자","7004","3006","0","7500000","31003102","2024/01/15 16:00:00","2024/01/22 15:59:59"
"31003103","3","1003","10","알마＆올램에게 누적 1000만 데미지를 주자","7004","3006","0","10000000","31003103","2024/01/15 16:00:00","2024/01/22 15:59:59"
"31003104","3","1003","10","알마＆올램에게 누적 1억 데미지를 주자","7004","3006","0","100000000","31003104","2024/01/15 16:00:00","2024/01/22 15:59:59"
"31003111","3","1003","11","알마＆올램에게 1번의 배틀에서 250만 데미지를 주자","7005","3006","2500000","1","31003111","2024/01/15 16:00:00","2024/01/22 15:59:59"
"31003112","3","1003","11","알마＆올램에게 1번의 배틀에서 500만 데미지를 주자","7005","3006","5000000","1","31003112","2024/01/15 16:00:00","2024/01/22 15:59:59"
"31003113","3","1003","11","알마＆올램에게 1번의 배틀에서 2000만 데미지를 주자","7005","3006","20000000","1","31003113","2024/01/15 16:00:00","2024/01/22 15:59:59"
"31003201","3","1003","20","단짝X＆이름도 없는 예술에게 누적 500만 데미지를 주자","7004","3007","0","5000000","31003201","2024/01/15 16:00:00","2024/01/22 15:59:59"
"31003202","3","1003","20","단짝X＆이름도 없는 예술에게 누적 750만 데미지를 주자","7004","3007","0","7500000","31003202","2024/01/15 16:00:00","2024/01/22 15:59:59"
"31003203","3","1003","20","단짝X＆이름도 없는 예술에게 누적 1000만 데미지를 주자","7004","3007","0","10000000","31003203","2024/01/15 16:00:00","2024/01/22 15:59:59"
"31003204","3","1003","20","단짝X＆이름도 없는 예술에게 누적 1억 2000만 데미지를 주자","7004","3007","0","120000000","31003204","2024/01/15 16:00:00","2024/01/22 15:59:59"
"31003211","3","1003","21","단짝X＆이름도 없는 예술에게 1번의 배틀에서 250만 데미지를 주자","7005","3007","2500000","1","31003211","2024/01/15 16:00:00","2024/01/22 15:59:59"
