2a29c6a5d7026d8b8f3f125baef450cc846e435ddb559b9c1d31d5c968505487,cc9a55d598a898a97814a5f9ee07cfa8c9aec8916c7f11cbd1941c4fa4a66119,eeeee2434a1f49d82a1205a069ea801cf6b2899c028e63d7dfa4bd8cf71f40af,809abca616a27d301277454e08d04b83ef8bab98392520ec784660f7503d5515,d6ad846b7b7977a4f9c44c57ce64cc278992a77cd586e3959c7d931f3c0358dd,47e92082d492abb0e3cf985e7bb208e2f0dcd2e6c62768bb2baa0201397b535f,5b8906acf11336af30c11ada80fa9f422bf52d9f9dfba8cba0d7b642b5d04358,19c4ed6e089ec162811eb3665855904d310b512ebe2cd553f362ef2065bd832b,57ee7129e1dcf4b085a8190bf8dab21a4606e103f553630b730280b3b89672fa,037f0089143197f1622a3a35cca663dbad72881cd9edb9568b3548b5179e3afa,2cae0df1e7540e4d4da9448ce916e612ed3c731d06ad90ec9ee125306c4afa9a,7ea0d7ebfbdaaaa7ad5b3b72c40dd7f6ae554ffe2c63be168973b9d3087f4916,c1223bb57dbeb806cef9b655a9636a8f4206581e2bc6ea90218584ea44f9f9bb,8663a887b98215e51500fbcef65b067baf986d460b3d610fd1f2322094e8585b,166b1725518e41470397831e4a115bcb7500dcf312884e982f22bd1ad521f5c4
"1001","하루사키 히요리","2","1.4","0","0","0","1","히요리예요♪\n활기차게 힘내자♪","0","1","앗!\n저기 곤경에 처한 사람 발견!","0","1","저기~ 기사 군\!n같이 도와주자~"
"1002","쿠사노 유이","2","1.4","0","0","0","1","다른 사람처럼\n나도 강해져야해","0","1","소중한 사람을\n지킬 수 있게 되고 싶다…고","0","1","내 내가\n지금 뭐라고 한 거지\n아하하…"
"1003","시죠우 레이","2","1.4","0","0","0","1","펜싱을 배워보는 건 어때?","0","1","너에게 필요한 집중력과 감성을","0","1","조금은 갈고 닦을 수 있을거야"
"1004","호다카 미소기","2","1.5","0","0","0","1","저기 오빠!","0","1","오늘은 뭐 하고 놀까?","0","1","미소기는 말이지~\n술래잡기하고 싶어!"
"1006","카제미야 아카리","2","1.4","0","0","0","1","카제미야 아카리예요","0","1","저기…","0","1","나랑 같이…\n안 갈래?"
"1007","이즈모 미야코","2","1.5","0","0","0","1","이즈모 미야코인거야~","0","1","푸딩 먹고 싶은거야~","0","1","먹을 거에 관한 원한은 무서운거야~"
"1008","니지무라 유키","2","1.4","0","0","0","1","난 니지무라 유키","0","1","너도 내 미모에\n끌린 거구나","0","1","좋아\n시선을 끄는 것도 운명이지…"
"1009","히이라기 안나","2","1.4","0","0","0","1","훗… 듣고 후회하거라!","0","1","나의 진명은\n안네로제 폰 슈테히파름!","0","1","이름하여 「질풍의 명희」로다!!"
"1010","히메미야 마호","2","1.5","0","0","0","1","마호마호 왕국의 공주\n마호 공주이옵니다","0","1","토끼 씨\n운명의 왕자님과 만나게 해주셔서","0","1","정말로 감사드리옵니다~♪"
"1011","이노사키 리노","2","1.4","0","0","0","1","이노사키 리노입니다!","0","1","생이별한 오빠 찾아\n삼만세계!","0","1","백수는 외나무다리에서 만난다더니!"
"1012","카시와자키 하츠네","2","1.4","0","0","0","1","난 하츠네\n꽤 강하다구\n반짜~악☆","0","1","초 초능력이라니…\n무슨 얘기일까~?","0","1","…아니야 부탁할게!\n아무한테도 말하지 말아줘~!"
"1016","미나미 스즈나","2","1.4","0","0","0","1","안녕!\n미나미 스즈나야~♪","0","1","일단은 카리스마 독자 모델 여고생입니닷!","0","1","히데사이\n레알 느낌 좋아~♪"
"1017","컁 카오리","2","1.4","0","0","0","1","안녀~엉\n컁 카오리야~","0","1","도쿄는 놀이공원 같은 곳이네~","0","1","하지만 오키나와도 좋은 곳이야~"
"1018","하세쿠라 이오","2","1.4","0","0","0","1","하세쿠라 이오예요","0","1","선생님이라 불리는 건\n쑥스러우니까","0","1","이오라고 불러줘~"
"1020","아카네 미미","2","1.5","0","0","0","1","후에…?\n미미 어려운 건\n잘 몰라…","0","1","아!/\오빠~\n기다려~","0","1","미미를 두고 가지 마~"
"1021","쿠리바야시 쿠루미","2","1.5","0","0","0","1","저… 저기… 그러니까…\n쿠리…바야시… 쿠루미…예요……","0","1","저기……\n흐에……","0","1","흐에에에에엥……"
"1022","카제미야 요리","2","1.4","0","0","0","1","카제미야 요리입니다\n아아아아아!","0","1","이런 저에게\n귀중한 시간을 써주시다니","0","1","너무나도 감사합니다!"
"1023","호죠 아야네","2","1.5","0","0","0","1","난 아야네!\n푸우키치랑 같이 따라다녀 줄게!","0","1","오빠는 어디 가?\n뭐?","0","1","난 여기 가고 싶어~\오빠 빨리빨리~"
"1025","아마노 스즈메","2","1.4","0","0","0","1","저… 저… 저는\n아마노 스즈메라고 합니다!","0","1","마 많이 부족하지만\n부디 언제까지나… 앗","0","1","이건 뭔가 틀려…\n으아아 죄송합니다!"
"1027","쿠라이시 에리코","2","1.4","0","0","0","1","…쿡쿡… 저는\n쿠라이시 에리코……","0","1","당신은… 운명의……\n반려자……","0","1","놓치지 않겠어요…\n절대로!!"
"1028","사사키 사렌","2","1.4","0","0","0","1","사사키 사렌이야\n있잖아 이 세상에는 쓸데없는 것이\n너무 많다고 생각하지 않아?","0","1","그런 필요 없는 것들을 줄일 수 있다면\n더 여유 있는 생활이 가능해!","0","1","…그렇지??"
"1029","사쿠라이 노조미","2","1.4","0","0","0","1","사쿠라이 노조미야!\n잘 부탁해","0","1","음…\m너 나 몰라?!","0","1","아하하\n좀 더 열심히 해야겠네~"
"1030","니논 쥬베르","2","1.4","0","0","0","1","두구두구두구둥!","0","1","처음 뵙겠습니다\n나는 니논 쥬베르라고 하오입니다!","0","1","쇼군!\n저와 함께 천하통일한다입니다!"
"1031","카미키 시노부","2","1.4","0","0","0","1","카미키 시노부예요\n손에 든 해골이 아버지예요","0","1","그리고 제 옆에 있는……\n아 안 보인다고요?","0","1","이상하네요……"
"1033","노토 마히루","2","1.5","0","0","0","1","내 목표는 유명한\n개그우먼이 되는 거야!","0","1","하지만\n그러기엔 부족한 게…","0","1","그래\n내가 개그 치면 받아쳐 줄 파트너가…!"
"1034","아야세 유카리","2","1.4","0","0","0","1","저기… 난… 아야세 유카리예요…\n저기… 죄송합니다!","0","1","좀 긴장해서…","0","1","하…\n한 잔만 마시고 올게요…!"
"1036","히카와 쿄우카","2","1.5","0","0","0","1","히카와 쿄우카…예요","0","1","모르는 사람과는 이야기하면 안 되니까","0","1","이 이상 드릴 말씀은…\n없어요!"
"1038","카시와자키 시오리","2","1.4","0","0","0","1","카시와자키…시오리예요","0","1","……아 알람","0","1","전 몸이 약해서\n30분에 한 번 휴식하지 않으면\n안 돼요"
"1040","후타바 아오이","2","1.4","0","0","0","1","후 후타바 아오이예요","0","1","저 친구가 한 명도 없어서……","0","1","들에 핀 꽃이\n유일한 이야기 상대예요"
"1042","미스미 치카","2","1.4","0","0","0","1","미스미 치카입니다","0","1","제 노래로\n모두가 행복해지면 좋겠다고…","0","1","그렇게 생각하고 있어요"
"1043","아키 마코토","2","1.4","0","0","0","1","아키 마코토야","0","1","뭐?\n너도 저 녀석의 친구라고?","0","1","의 의심해서 미안해…"
"1044","이리야 온스타인","2","1.4","0","0","0","1","이 몸이야말로 밤을 통치하는 자!","0","1","살아 있는 모든 생물들이여!","0","1","짐의 위대한 힘 앞에\n무릎 꿇도록 하라!\n핫핫하!"
"1045","토오미 쿠우카","2","1.4","0","0","0","1","거기서 기사는 요정을 난폭하게……","0","1","그흐흐흐흐…… 앗!","0","1","쿠 쿠우카한테 무슨 볼일이라도?!"
"1046","미야사카 타마키","2","1.4","0","0","0","1","미야사카 타마키냥♪\n고양이 좋아하냥?","0","1","자유롭게♪\n자고 놀고 먹고 싸우고…","0","1","음~\n고양이는 정말 최고다냥~♪"
"1048","오오가미 미후유","2","1.4","0","0","0","1","오오가미 미후유야!","0","1","그럼 빨리 퀘스트를…","0","1","…하려고 했는데\n알바 시간이다!\n나중에 보자!"
"1049","호시노 시즈루","2","1.4","0","0","0","1","호시노 시즈루야!","0","1","퀘스트도 배틀도\n청소도 빨래도","0","1","누나가 전~부\n해줄테니까!"
"1050","타마이즈미 미사키","2","1.5","0","0","0","1","난 타마이즈미 미사키","0","1","보면 알겠지만\m섹시한 미소녀로","0","1","학교에서는 모두가 동경하는\n아이돌 같은 존재라구♪"
"1052","리마","2","1.4","0","0","0","1","???","0","1","????","0","1","????"
"1053","모니카 바이스빈트","2","1.5","0","0","0","1","모니카 바이스빈트다","0","1","과자로 꾀어내려 하다니\n치졸한 방법을……","0","1","그 그렇게까지 말한다면\n받아주지"
"1058","페코린느","2","1.5","0","0","0","1","모니카 바이스빈트다","0","1","과자로 꾀어내려 하다니\n치졸한 방법을……","0","1","그 그렇게까지 말한다면\n받아주지"
"1059","콧코로","2","1.5","0","0","0","1","모니카 바이스빈트다","0","1","과자로 꾀어내려 하다니\n치졸한 방법을……","0","1","그 그렇게까지 말한다면\n받아주지"
"1060","캬루","2","1.5","0","0","0","1","모니카 바이스빈트다","0","1","과자로 꾀어내려 하다니\n치졸한 방법을……","0","1","그 그렇게까지 말한다면\n받아주지"
