id,quest_id,icon_name,effect_name,description
"1","74001102","add_shadow","섀도우 1명 추가","지타의 섀도우가 추가된다."
"2","74001103","add_shadow","섀도우 3명 추가","지타, 사렌(여름), 아메스의 섀도우가 추가된다."
"3","74001104","star6_shadow","섀도우 ★6화","노조미의 섀도우가 ★6이 된다."
"4","74001104","add_shadow","섀도우 3명 추가","지타, 사렌(여름), 아메스의 섀도우가 추가된다."
"5","74001105","star6_shadow","섀도우 ★6화","노조미, 지타, 쿄우카의 섀도우가 ★6이 된\n다."
"6","74001105","add_shadow","섀도우 3명 추가","지타, 사렌(여름), 아메스의 섀도우가 추가된다."
"7","74001202","add_shadow","섀도우 1명 추가","유카리의 섀도우가 추가된다."
"8","74001203","add_shadow","섀도우 3명 추가","유카리, 무이미(새해), 유이의 섀도우가 추가된다."
"9","74001204","star6_shadow","섀도우 ★6화","유카리와 유이의 섀도우가 ★6이 된다."
"10","74001204","add_shadow","섀도우 3명 추가","유카리, 무이미(새해), 유이의 섀도우가 추가된다."
"11","74001205","star6_shadow","섀도우 ★6화","미야코, 유카리, 마호, 유이의섀도우가 ★6이 된다."
"12","74001205","add_shadow","섀도우 3명 추가","유카리, 무이미(새해), 유이의 섀도우가 추가된다."
"13","74001301","boss_magic_cut","보스 마법 데미지 컷","전투 시작 시, 보스 몬스터가 마법 데미지 20％ 컷 상태가 된다."
"14","74001302","boss_magic_cut","보스 마법 데미지 컷","전투 시작 시, 보스 몬스터가 마법 데미지 50％ 컷 상태가 된다."
"15","74001302","add_shadow","섀도우 1명 추가","시즈루(여름)의 섀도우가 추가된다."
"16","74001303","energy_recover","시작 시 TP 회복","전투 시작 시, 보스 몬스터가 적 전원의 TP를 (중) 증가시킨다."
"17","74001303","boss_magic_cut","보스 마법 데미지 컷","전투 시작 시, 보스 몬스터가 마법 데미지 50％ 컷 상태가 된다."
"18","74001303","add_shadow","섀도우 2명 추가","시즈루(여름)와 크리스티나의 섀도우가 추가된다."
"19","74001304","boss_ub_enhance","보스 UB 강화","보스 몬스터의 유니온 버스트가 강화된다."
"20","74001304","energy_recover","시작 시 TP 회복","전투 시작 시, 보스 몬스터가 적 전원의 TP를 (중) 증가시킨다."
"21","74001304","boss_magic_cut","보스 마법 데미지 컷","전투 시작 시, 보스 몬스터가 마법 데미지 70％ 컷 상태가 된다."
"22","74001304","add_shadow","섀도우 2명 추가","시즈루(여름)와 크리스티나의 섀도우가 추가된다."
"23","74001305","limit_time","전투 시간 제한","전투 시간이 60초가 된다."
"24","74001305","boss_ub_enhance","보스 UB 강화","보스 몬스터의 유니온 버스트가 강화된다."
"25","74001305","energy_recover","시작 시 TP 회복","전투 시작 시, 보스 몬스터가 적 전원의 TP를 (중) 증가시킨다."
"26","74001305","boss_magic_cut","보스 마법 데미지 컷","전투 시작 시, 보스 몬스터가 마법 데미지 100％ 컷 상태가 된다."
