training_id,clan_battle_id,battle_start_time,battle_end_time,interval_start_time,interval_end_time
"1038","1038","2022/05/22 12:00:00","2022/05/29 23:59:59","2022/05/30 00:00:00","2022/06/22 11:59:59"
"1039","1039","2022/06/22 12:00:00","2022/06/29 23:59:59","2022/06/30 00:00:00","2022/07/21 11:59:59"
"1040","1040","2022/07/21 12:00:00","2022/07/28 23:59:59","2022/07/29 00:00:00","2022/08/21 11:59:59"
"1041","1041","2022/08/21 12:00:00","2022/08/28 23:59:59","2022/08/29 00:00:00","2022/09/21 11:59:59"
"1042","1042","2022/09/21 12:00:00","2022/09/28 23:59:59","2022/09/29 00:00:00","2022/10/22 11:59:59"
"1043","1043","2022/10/22 12:00:00","2022/10/29 23:59:59","2022/10/30 00:00:00","2022/11/22 11:59:59"
"1044","1044","2022/11/22 12:00:00","2022/11/29 23:59:59","2022/11/30 00:00:00","2022/12/21 11:59:59"
"1045","1045","2022/12/21 12:00:00","2022/12/28 23:59:59","2022/12/29 00:00:00","2023/01/22 11:59:59"
"1046","1046","2023/01/22 12:00:00","2023/01/29 23:59:59","2023/01/30 00:00:00","2023/02/22 11:59:59"
"1047","1047","2023/02/22 12:00:00","2023/03/01 23:59:59","2023/03/02 00:00:00","2023/03/21 11:59:59"
"1048","1048","2023/03/21 12:00:00","2023/03/28 23:59:59","2023/03/29 00:00:00","2023/04/23 11:59:59"
"1049","1049","2023/04/23 12:00:00","2023/04/30 23:59:59","2023/05/01 00:00:00","2023/05/22 11:59:59"
"1050","1050","2023/05/22 12:00:00","2023/05/29 23:59:59","2023/05/30 00:00:00","2023/06/21 11:59:59"
"1051","1051","2023/06/21 12:00:00","2023/06/28 23:59:59","2023/06/29 00:00:00","2023/07/22 11:59:59"
