story_id,arcade_id,sub_title
"5021700","1003","카오리와 해변에서 대특훈!"
"5021701","1003","인사로 시작해 인사로 끝난다"
"5021710","1003","자신의 한계에 도전하라"
"5021711","1003","진짜가 제일"
"5027700","1004","다시 한번, 엘피스 섬으로!"
"5027701","1004","격렬해지는 싸움"
"5027702","1004","비장의 인물 등장"
"5027703","1004","싸움의 결과……"
"5027704","1004","더 높은 곳으로!"
"5040700","1005","치즈를 지키자!"
"5040701","1005","조그만 적과의 공방"
"5040702","1005","치즈의 유혹"
"5040703","1005","움트는 애정?"
"5040704","1005","노동은 계속된다 어디까지나"
"5080700","1008","궁극으로의 길"
"5080701","1008","푸딩은 계속된다, 어디까지나"
"9004201","1009","정답을 목표로 일치단결!"
