event_id,start_time,end_time,condition_story_id,condition_chara_id,condition_main_quest_id,condition_shiori_quest_id,original_event_id,original_start_time,gojuon_order,help_index
"20001","2021/04/12 15:00:00","2030/04/19 15:00:00","0","0","0","0","10001","2019/05/01 15:00:00","25","1"
"20002","2021/05/17 15:00:00","2030/04/19 15:00:00","0","0","0","0","10002","2019/05/29 15:00:00","3","1"
"20003","2021/06/15 15:00:00","2030/04/19 15:00:00","0","0","0","0","10003","2019/06/27 15:00:00","10","1"
"20004","2021/07/19 15:00:00","2030/04/19 15:00:00","0","0","0","0","10004","2019/07/30 15:00:00","1","1,2"
"20005","2021/08/17 15:00:00","2030/04/19 15:00:00","0","0","0","0","10005","2019/08/29 15:00:00","21","1,4"
"20006","2021/09/16 15:00:00","2030/04/19 15:00:00","0","0","0","0","10006","2019/10/01 15:00:00","27","1"
"20007","2021/10/21 15:00:00","2030/04/19 15:00:00","0","0","0","0","10007","2019/10/30 15:00:00","22","1,5"
"20008","2021/11/16 15:00:00","2030/04/19 15:00:00","0","0","0","0","10008","2019/11/28 15:00:00","23","1"
"20009","2021/12/21 15:00:00","2030/04/19 15:00:00","0","0","0","0","10009","2019/12/31 15:00:00","6","1,6"
"20010","2022/01/20 15:00:00","2030/04/19 15:00:00","0","0","0","0","10010","2020/01/30 15:00:00","15","1,7"
"20011","2022/02/14 15:00:00","2030/04/19 15:00:00","0","0","0","0","10011","2020/02/27 15:00:00","9","1,8"
"20012","2022/03/15 15:00:00","2030/04/19 15:00:00","0","0","0","0","10012","2020/04/01 15:00:00","17","1"
"20013","2022/04/19 15:00:00","2030/04/19 15:00:00","0","0","0","0","10013","2020/04/29 15:00:00","16","1,9"
"20014","2022/05/12 15:00:00","2030/04/19 15:00:00","0","0","0","0","10015","2020/05/28 15:00:00","12","1"
"20015","2022/06/20 15:00:00","2030/04/19 15:00:00","0","0","0","0","10019","2020/07/30 15:00:00","14","1,10"
"20016","2022/07/15 15:00:00","2030/04/19 15:00:00","0","0","0","0","10021","2020/08/31 15:00:00","26","1,11"
"20017","2022/08/12 15:00:00","2030/04/19 15:00:00","0","0","0","0","10023","2020/09/29 15:00:00","13","1"
"20018","2022/09/13 15:00:00","2030/04/19 15:00:00","0","0","0","0","10025","2020/10/29 15:00:00","4","1,12"
"20019","2022/10/19 15:00:00","2030/04/19 15:00:00","0","0","0","0","10027","2020/11/30 15:00:00","2","1"
"20020","2022/11/15 15:00:00","2030/04/19 15:00:00","0","0","0","0","10029","2020/12/29 15:00:00","24","1,13"
"20021","2022/12/15 15:00:00","2030/04/19 15:00:00","0","0","0","0","10031","2021/01/28 15:00:00","19","1,14"
"20022","2023/01/13 15:00:00","2030/04/19 15:00:00","0","0","0","0","10033","2021/03/02 15:00:00","5","1,15"
"20023","2023/02/14 15:00:00","2030/04/19 15:00:00","0","0","0","0","10038","2021/04/29 15:00:00","11","1"
"20024","2023/03/16 15:00:00","2030/04/19 15:00:00","0","0","0","0","10040","2021/05/31 15:00:00","7","1"
"20025","2023/04/13 15:00:00","2030/04/19 15:00:00","0","0","0","0","10042","2021/07/01 15:00:00","18","1,16"
"20026","2023/05/15 15:00:00","2030/04/19 15:00:00","0","0","0","0","10044","2021/08/02 15:00:00","20","1,17"
"20027","2023/06/13 15:00:00","2030/04/19 15:00:00","0","0","0","0","10046","2021/09/01 15:00:00","8","1,18"
