54bbb63db388b7cc404219614dfdd0e9e9dc421ec8b0fe7307aafb7cb5b28773,4e5c4b3e3827feddc9002b82b0fd952474934ccda25e4480348d98c8d6493955,1bc5f70f8947b3f533a4bfb65c4d4eaa189c43cb1f56412d93f9b46bfc89f26d,c30afd5129e4edb31c5873f2dde64a0dccb1cee1af69a1658308903e390888b0,8865b383e3754c6a0e8bf146cc6bc23b28726926436d33f41301e286051583b8,5b52ee9999258589e075f76c2a5473ea205a3826ae1cab656f08b25f5ab02961,e66e1ea5a6805ad7a42c7d28777c1dfd8dfbb4cdc0b9c10d488161f3050183a4,f152c3c15a34dafde8d1c6fb9c1b4591454ffc73d854bb9cf75f5ce2a6604e3d,72fbdd7c98a98ceb80a8e09179e525c5f8f42f8fc39e39ad25cb18a77bfb04c8,02878c7b10f2ff12aacf2a562e843b89d8432ae191cb17ddd73482ee6625624e,a1ab2328619da27c7bbaf9c9e8810e989132c18fc77c2008a3ff94f7a83ee158,63c2c3216346070e7df2cd9b2690e7e87b334bf48317dbfd7174aefd97d76897,b8095672ebb346a37ba34e2933aee27aeb5588cb45e00855e5ef33c4b5638810,b47c8085ab0d90b9e9255358bd3ec13f001e07e6bcaa75e76b18294efd7fd869,2d83853782662bce7bd34b5ac1c2e699ab127992475a67e5b205e0c9d09df901,db1496d557920c59065a649e7c0180125f492132a06ea61967b3a3f181b3e70e,9603628189860d8e44872a0589f46ed3e895fd39161c99292bf44a3b70d8eaa0,66ef8c63942f398c94b983ac87a4de9557326b08b28117d94bbe9c94ebe6689d,90525889c75bb41dba956a78a2e1a24d400ab5cb034419d380183ee182ceab8a,6d2d7db76f40734f4f9426f8112e67f7f790a69e09f1b044942b7c2e3f4ce74e,6520a36b71c33f7d809c75d3a086af921443ca20b908538605fc4c2f291781f5,3cb00550b456c223347c008055c23cd3dd610d0351959de41c91a9d333d1e743,0e874f3fd286a9994f69767679fa8e6c521d03fde466807b605b28b19296da40,a4cd480d6a41028c9d9014a3996cdd753f8a7f4664934f85249bf83b302818c9,7e58f2ece02ecb82720082d35d66776d3df8d8764fe1852d0d2fdb77cb475dad,e76d2fc5c1d46448113961d90819944464bc8c700def4c86a8fb35824e97a688,14b7ec0643f372764db260dbf52e53719ad7290ba9294e0e893b7af6dc1ea4c9,fe9f63f3a78cdd85cc77172278f3ff2a961711ad18cf18255739206aee0a82be,0f6ee94768991bbf83368d85db839424010430559ebde0692b33a14c51803f27,bec6286113e78aa8991d684bdd7a9827ca6cbc86935f39cf5837124cd337aaea,90389271c198450fbccae87f366662cc8be6f3200b5cbaab2dc872ecce4d5617,9fb02bbe4206a1ae3a4d68abb9b3a43945adaeea5c2b18112452dd8bb7eb5508,8559a9283fdc0dcca03129b91b58bf0fd5c688655d51005ebedf63bb37377b8c,681af04fe23130ec14d6b99a21edee6852ea32331a79d22b5fd4b285ca2bc57b,e594fddf6f74f65aea45b88d8179f0c1d1dbcbf5d3f2c94777efbb10901672f4,964a72b4195304de3d8e11e2634ff5a0e6d663289999342f51375aba5ff06818,ff12a2d323be4140b5b5f0e3db8f93c207d4d0594eff84913f280ebb8f5fbfcd,b445862d0ab66dcf0d21148e77310f8e2f88e53c87861cd1b30c6271489741b7,f87378e9e24ae2efb8645a58474f236d59d12d11de90e1e69a97e5a0ee9280fa,2b288359f831e310f3a332da2d17d573a0766f7c048fb825e3dc56fd9333e378
"10001","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10001","","0","0","2015/04/01 15:00:00","2019/03/27 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10002","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10002","","0","0","2019/03/27 15:00:00","2019/04/19 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10003","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10003","","0","0","2019/04/19 15:00:00","2019/05/02 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10004","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10004","","0","0","2019/05/02 15:00:00","2019/05/16 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10005","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10005","","0","0","2019/05/16 15:00:00","2019/05/29 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10006","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10006","","0","0","2019/05/29 15:00:00","2019/06/13 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10007","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10007","","0","0","2019/06/13 15:00:00","2019/06/27 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10008","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10008","","0","0","2019/06/27 15:00:00","2019/07/16 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10009","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10009","","0","0","2019/07/16 15:00:00","2019/07/30 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10010","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10010","","0","0","2019/07/30 15:00:00","2019/08/14 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10011","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10011","","0","0","2019/08/14 15:00:00","2019/08/29 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10012","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10012","","0","0","2019/08/29 15:00:00","2019/09/17 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10013","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10013","","0","0","2019/09/17 15:00:00","2019/10/01 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10014","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10014","","0","0","2019/10/01 15:00:00","2019/10/15 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10015","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10015","","0","0","2019/10/15 15:00:00","2019/10/30 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10016","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10016","","0","0","2019/10/30 15:00:00","2019/11/13 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10017","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10017","","0","0","2019/11/13 15:00:00","2019/11/28 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10018","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10018","","0","0","2019/11/28 15:00:00","2019/12/03 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10019","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10019","","0","0","2019/12/03 15:00:00","2019/12/17 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10020","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10020","","0","0","2019/12/17 15:00:00","2019/12/31 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10021","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10021","","0","0","2019/12/31 15:00:00","2020/01/16 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10022","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10022","","0","0","2020/01/16 15:00:00","2020/01/30 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10023","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10023","","0","0","2020/01/30 15:00:00","2020/02/03 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10024","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10024","","0","0","2020/02/03 15:00:00","2020/02/13 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10025","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10025","","0","0","2020/02/13 15:00:00","2020/02/27 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10026","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10026","","0","0","2020/02/27 15:00:00","2020/03/18 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10027","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10027","","0","0","2020/03/18 15:00:00","2020/04/01 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10028","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10028","","0","0","2020/04/01 15:00:00","2020/04/16 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10029","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10029","","0","0","2020/04/16 15:00:00","2020/04/29 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10030","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10030","","0","0","2020/04/29 15:00:00","2020/05/13 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10031","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10031","","0","0","2020/05/13 15:00:00","2020/05/28 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10032","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10032","","0","0","2020/05/28 15:00:00","2020/06/02 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10033","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10033","","0","0","2020/06/02 15:00:00","2020/06/09 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10034","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10034","","0","0","2020/06/09 15:00:00","2020/06/15 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10035","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10035","","0","0","2020/06/15 15:00:00","2020/06/17 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10036","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10036","","0","0","2020/06/17 15:00:00","2020/06/30 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10037","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10037","","0","0","2020/06/30 15:00:00","2020/07/15 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10038","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10038","","0","0","2020/07/15 15:00:00","2020/07/17 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10039","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10039","","0","0","2020/07/17 15:00:00","2020/07/30 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10040","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10040","","0","0","2020/07/30 15:00:00","2020/08/13 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10041","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10041","","0","0","2020/08/13 15:00:00","2020/08/18 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10042","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10042","","0","0","2020/08/18 15:00:00","2020/08/31 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10043","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10043","","0","0","2020/08/31 15:00:00","2020/09/10 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10044","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10044","","0","0","2020/09/10 15:00:00","2020/09/14 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10045","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10045","","0","0","2020/09/14 15:00:00","2020/09/25 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10046","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10046","","0","0","2020/09/25 15:00:00","2020/09/29 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10047","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10047","","0","0","2020/09/29 15:00:00","2020/10/02 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10048","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10048","","0","0","2020/10/02 15:00:00","2020/10/12 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10049","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10049","","0","0","2020/10/12 15:00:00","2020/10/15 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10050","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10050","","0","0","2020/10/15 15:00:00","2020/10/28 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10051","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10051","","0","0","2020/10/28 15:00:00","2020/10/29 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10052","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10052","","0","0","2020/10/29 15:00:00","2020/11/11 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10053","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10053","","0","0","2020/11/11 15:00:00","2020/11/16 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10054","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10054","","0","0","2020/11/16 15:00:00","2020/11/30 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10055","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10055","","0","0","2020/11/30 15:00:00","2020/12/11 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10056","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10056","","0","0","2020/12/11 15:00:00","2020/12/15 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10057","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10057","","0","0","2020/12/15 15:00:00","2020/12/29 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10058","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10058","","0","0","2020/12/29 15:00:00","2021/01/11 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10059","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10059","","0","0","2021/01/11 15:00:00","2021/01/18 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10060","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10060","","0","0","2021/01/18 15:00:00","2021/01/28 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10061","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10061","","0","0","2021/01/28 15:00:00","2021/01/31 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10062","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10062","","0","0","2021/01/31 15:00:00","2021/02/08 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10063","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10063","","0","0","2021/02/08 15:00:00","2021/02/15 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10064","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10064","","0","0","2021/02/15 15:00:00","2021/03/02 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10065","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10065","","0","0","2021/03/02 15:00:00","2021/03/12 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10066","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10066","","0","0","2021/03/12 15:00:00","2021/03/16 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10067","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10067","","0","0","2021/03/16 15:00:00","2021/03/26 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10068","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10068","","0","0","2021/03/26 15:00:00","2021/03/30 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10069","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10069","","0","0","2021/03/30 15:00:00","2021/04/12 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10070","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10070","","0","0","2021/04/12 15:00:00","2021/04/25 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10071","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10071","","0","0","2021/04/25 15:00:00","2021/04/29 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10072","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10072","","0","0","2021/04/29 15:00:00","2021/05/11 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10073","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10073","","0","0","2021/05/11 15:00:00","2021/05/17 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10074","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10074","","0","0","2021/05/17 15:00:00","2021/05/25 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10075","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10075","","0","0","2021/05/25 15:00:00","2021/05/31 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10076","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10076","","0","0","2021/05/31 15:00:00","2021/06/10 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10077","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10077","","0","0","2021/06/10 15:00:00","2021/06/15 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10078","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10078","","0","0","2021/06/15 15:00:00","2021/07/01 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10079","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10079","","0","0","2021/07/01 15:00:00","2021/07/04 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10080","노멀 뽑기","","아이템이나 메모리 피스를 GET!","","","","0","0","0","1","3","0","1","0","10","0","10080","","0","0","2021/07/04 15:00:00","2021/07/12 14:59:59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
