b8180fdd4f73965597cc5f0679d3650a6b8dd6b7c040ceb59565faec3377c585,6af349897696e5d70cd28e8656a0dcf2e36621a435aa84a166b272df6b5b4da1,7121a980e84730f8c43956f88ec10904bbfe692d0c0a7cad88d31ee97f3d6afd,1bb29b4c751b76ad22df18516fc7eb9d191fb71f0da6f454ab70f416733d5126,4b8ac6ed538c05dae0dcda97e08bb046a52bfa964f0f2c27dfcb6d7a006c2161,076efdefd00b11fe9eecda7fef2617e66b27bf8d06d86e5fc0f7c6f5baa2a9fd,16b5a9b0afb58ddf81d1f2a2c9e317af4922ec7ca987c97c1d87f317b5dca457,82cdc7d9c120949a408bfab0c7773f19875b20a5897968865a34284c4401577a,9abd8d1c0b26c29583e9eb011d9e188cc3cee71ee8dd483afb435e7f8f13d1a0,1d141ab1a906bb9b055ded3a0f59544c37acf288cce8ee9144a6baa61ce84d5d,f726cd89b82161e2b602f24ae41b4118e2fc28b30fe128a404545f579c158030,79608d20db44b28d5e0324bc03aeee84b72c4765fcd97d83fa6cd91c564cb73a,a20b0b191373f28a86cb1bd039cfc57991003440c768e841ea60126904effc55,78ab24c29540ee4e445e81818f2c735a5c55411d1d27a8f05477850e8f44132f,2e0cec4323a1d1810c1d3623ef63bd1a230d6007a1ee528af24246043cc6a3ec,6c7431b3cafa644427a8ea4bceb731317d5950c085f393de5068489ff02d169d
"1001001","100101","1","1","1","4","2","모두가 웃어준다면\n나도 웃을 수 있어!\n그러니까 자, 스마일 스마일!","0","0","0","0","0","0","0","0"
"1001002","100101","1","2","1","3","2","어려울 땐 서로 도와야지!\n무슨 일이 있거든 말해!\n도울 수 있는 일이 있을 테니까!","0","0","0","0","0","0","0","0"
"1001003","100101","1","3","1","7.5","2","언제든 건강이 최고!\n지쳤을 땐 푹 쉬어야해!\n난… 아직 괜찮은걸 ","0","0","0","0","0","0","0","0"
"1001004","100101","1","4","5","6","2","실은 말이지… 같이 있으면\n무척 즐거워!\n에헤헤… 고마워♪","0","0","0","0","0","0","0","0"
"1001005","100101","1","5","4","6","6","뭐랄까… 가끔\n가슴 한가운데가 뜨거워져\n혹시 감기라도 걸린 걸까?!","0","0","0","0","0","0","0","0"
"1001006","100131","1","1","1","0","1","강해질 거야…!\n나는 모두와 함께…\n항상 웃고 싶으니까! ","0","0","0","0","0","0","0","0"
"1001007","100131","1","2","1","0","1","상처투성이가 돼도 괜찮아!\n기댈 수 있는 사람이 있으니까…\n몇 번이든 일어설 거야!","0","0","0","0","0","0","0","0"
"1001008","100131","1","3","1","0","1","기사 군이 옆에 있어 주면\n기운이 100만 배는 강해진 느낌!\n… 과장이 좀 심했나?","0","0","0","0","0","0","0","0"
"1001009","100131","1","4","1","0","1","들려… 기사 군의 목소리가\n아무리 떨어져 있어도\n난 알 수 있어!","0","0","0","0","0","0","0","0"
"1001010","100131","1","5","1","0","1","누구를 상대해도\n지금은 질 것 같지 않아… !\n기댈 수 있는 그 사람이 있으니까!","0","0","0","0","0","0","0","0"
"1001011","100101","2","6","1","11.3","2","생일 축하해, 기사 군!\n선물은 뭐가 좋아?\n밥? 장비? 아니면…\n그렇지! 수행하는 걸 도와줄게!","0","0","0","0","0","0","0","0"
"1001012","100131","2","6","1","0","1","생일 축하해!\n자, 이거! 고양이 부적!\n내가 옆에 없을 때는\n분명히 대신해서 지켜줄 거야!","0","0","0","0","0","0","0","0"
"1001013","100161","1","1","1","0","1","으냐냐냐냐~!\n기사 군과 함께라면\n난 무적이지!\n간다~!","0","0","0","0","0","0","0","0"
"1001014","100161","1","2","1","0","1","어떤 위기라도 이제껏\n기사 군이랑 극복해왔어!\n함께 라면 앞으로도\n난 지지 않아~!","0","0","0","0","0","0","0","0"
"1001015","100161","1","3","1","0","1","지키고 싶은 미소가 있으니까\n난 싸울 수 있어!\n그러니까 기사 군,\n내 곁에 있어줘…!","0","0","0","0","0","0","0","0"
"1001016","100161","1","4","1","0","1","더욱더 두근거림을 느끼고 싶어!\n잘 모르겠지만\n그렇게 하면 기사 군과 뭐든\n할 수 있을 거 같으니까!","0","0","0","0","0","0","0","0"
"1001017","100161","1","5","1","0","1","나, 이렇게 강했었나?\n분명 기사 군 덕분이겠지!\n그러니까 계속 곁에 있어 줄래?\n왜, 왜냐면, 강해지고 싶으니까…","0","0","0","0","0","0","0","0"
"1002001","100201","1","1","4","6","5","저, 저기…\n내가 대화 상대여도\n정말 괜찮겠어?\n… 그래 고마워… !","0","0","0","0","0","0","0","0"
"1002002","100201","1","2","2","4","5","전투에서\n치료와 지원은 맡겨줘!\n공격은 저기…\n같이 힘내줄 수… 있지?","0","0","0","0","0","0","0","0"
"1002003","100201","1","3","4","4","8","부탁이야…\n그렇게 빤히 보지 말아 줘…\n부, 부끄러우니까… 아으으… ","0","0","0","0","0","0","0","0"
"1002004","100201","1","4","1","4","2","배 안 고파?\n밥 먹고 싶으면 말해\n간단한 거면 금방 만들 수 있으니까","0","0","0","0","0","0","0","0"
"1002005","100201","1","5","1","3","5","뭐라도 도와줄까?\n어디 가는 거라면 나도\n데려가 줬으면 좋겠는데… ","0","0","0","0","0","0","0","0"
"1002006","100231","1","1","1","0","1","내가 할 수 있는 일이 있다면\n뭐든지 말해\n살짝 다친 거면\n금방 고칠 수 있어","0","0","0","0","0","0","0","0"
"1002007","100231","1","2","1","0","1","기사 군을 위해서라면\n난… 더 많이\n노력할 거야!","0","0","0","0","0","0","0","0"
"1002008","100231","1","3","1","0","1","치유의 빛을…!\n보는 것만으로 치유된다니\n그런… 어쩐지\n부끄러워지는걸… ","0","0","0","0","0","0","0","0"
"1002009","100231","1","4","1","0","1","어떤 마법을 배워볼까…\n사랑이 이뤄지는 마법…\n그런 게 있을 리 없잖아!","0","0","0","0","0","0","0","0"
"1002010","100231","1","5","1","0","1","새롭게 익힌 마법은 말이지\n방염, 방한, 내열… 그리고\n목구멍에 생선 가시가 찔리지 않는\n마법… 비밀이야?","0","0","0","0","0","0","0","0"
"1002011","100201","2","6","1","7.9","5","기사 군, 생일 축하해\n저기… 이거 생일 케이크!\n그… 괜찮으면 먹어봐!\n그리고… 앞으로도 잘 부탁해!","0","0","0","0","0","0","0","0"
"1002012","100231","2","6","1","0","1","생일 축하해, 기사 군\n오늘은 케이크 이외에도\n다양한 요리를 준비했으니까\n다 함께 축하하자!","0","0","0","0","0","0","0","0"
"1002013","100261","1","1","1","0","1","기사 군이, 소중한 사람이\n다쳤을 때는 치료해주고 싶어…\n그게 지금의 내 소원","0","0","0","0","0","0","0","0"
"1002014","100261","1","2","1","0","1","기사 군, 아픈 곳은 없어?\n상처는 제대로 나았어?\n…다행이다. 이제 괜찮겠지","0","0","0","0","0","0","0","0"
"1002015","100261","1","3","1","0","1","부탁이야, 기사 군. 앞으로도\n나한테 용기를 줘…\n더욱 강하고, 다정해지기 위해서!","0","0","0","0","0","0","0","0"
"1002016","100261","1","4","1","0","1","마음이 가진 강한 힘이라면 나 역시…\n하지만 감정만으로는 안 되겠지\n확실히 행동으로 나타내지 않으면!","0","0","0","0","0","0","0","0"
"1002017","100261","1","5","1","0","1","기사 군을 좋아하는 마음이\n늘 나한테 용기를 줘…\n기사 군!? 방금 들었어…!?","0","0","0","0","0","0","0","0"
"1003001","100301","1","1","1","4","2","목적을 이루기 위해서라면\n어떠한 노력도 한다\n너도 그런 마음가짐을 가졌으면 좋겠어","0","0","0","0","0","0","0","0"
"1003002","100301","1","2","2","4.5","6","다음 수행 예정에 대해\n의논하고 싶은데, 괜찮아?\n장소는 어디로 할까… ","0","0","0","0","0","0","0","0"
"1003003","100301","1","3","1","4.5","2","강해지고 싶다…\n그 마음만 잊지 않는다면\n너도 반드시 강해질 수 있어","0","0","0","0","0","0","0","0"
"1003004","100301","1","4","6","2","2","어째서일까…\n너와 검을 맞대고 있으면\n춤추고 있는 것 같아","0","0","0","0","0","0","0","0"
"1003005","100301","1","5","1","4.5","2","다음에 같이 낚시하러 가지 않을래?\n혼자 가도 지루하진 않지만\n너랑 같이 가고 싶어","0","0","0","0","0","0","0","0"
"1003006","100331","1","1","1","0","1","자, 자세를 잡아!\n나한테 한 방 먹인다고 했잖아?\n느긋하게 있을 시간 없어!","0","0","0","0","0","0","0","0"
"1003007","100331","1","2","1","0","1","결코 포기하지 않는 그 눈빛…\n역시 넌 대단해\n내 안목이 맞았어","0","0","0","0","0","0","0","0"
"1003008","100331","1","3","1","0","1","넌 점점 강해질 거야\n이 정도가 한계일 리 없어\n… 그걸 증명해 봐","0","0","0","0","0","0","0","0"
"1003009","100331","1","4","1","0","1","(이상한 기분…\n계속하고 싶지만\n그럴 수는 없겠지)","0","0","0","0","0","0","0","0"
"1003010","100331","1","5","1","0","1","뭐든 들어준다고 했지만…\n파렴치한 부탁은\n안 된다고… ?","0","0","0","0","0","0","0","0"
"1003011","100301","2","6","2","2.6","5","생일 축하해\n실은 뭘 주면 좋아할지\n몰라서… 괜찮으면\n같이 고르러 가지 않을래?","0","0","0","0","0","0","0","0"
"1003012","100331","2","6","1","0","1","네 생일이구나, 축하해\n모처럼이니까 오늘 수업은\n하지 말자… 어라?\n왜 불만스러운 표정이지?","0","0","0","0","0","0","0","0"
"1003013","100361","1","1","1","0","1","네 마음이 날\n강하게 만들어주고 있지…\n나도 그 마음에 보답하겠어!","0","0","0","0","0","0","0","0"
"1003014","100361","1","2","1","0","1","놀랄 만큼 몸이 가벼워…\n이거라면 검술도\n평소보다 훨씬\n날카로워질 거야! 간다!","0","0","0","0","0","0","0","0"
"1003015","100361","1","3","1","0","1","이 힘은 너와 나의 인연의 힘…\n앞으로도 둘이서 함께\n한없이 강해지고 싶어!","0","0","0","0","0","0","0","0"
"1003016","100361","1","4","1","0","1","나한테 넌\n둘도 없이 소중한 존재야\n지금까지도, 앞으로도…","0","0","0","0","0","0","0","0"
"1003017","100361","1","5","1","0","1","내가 날 믿을 수 있는 건\n네가 날 믿어주니까…\n부탁할게… 계속 날 믿어줘","0","0","0","0","0","0","0","0"
"1004001","100401","1","1","1","2.5","2","앗, 오빠다~!\n저기, 있잖아\n미소기랑 뭐 하고 놀래?","0","0","0","0","0","0","0","0"
"1004002","100401","1","2","4","4","4","으~ 장난치려고 만든\n엄청 매운 캔디를\n내가 먹어버렸어… ","0","0","0","0","0","0","0","0"
"1004003","100401","1","3","1","6","6","좋아~ 함정 설치 완료!\n오빠를 걸려들게 해서…\n앗… 설마 봤어?","0","0","0","0","0","0","0","0"
"1004004","100401","1","4","1","4.5","2","미소기가 함정을 설치한다…\n오빠가 걸려든다…\n응, 최고의 콤비야!","0","0","0","0","0","0","0","0"
"1004005","100401","1","5","5","4","2","오빠, 더 많이 놀자\n약속이야!\n자, 새끼손가락 꼭꼭 걸고~♪","0","0","0","0","0","0","0","0"
"1004006","100431","1","1","1","0","1","미소기 탐험대, 전원 집합!\n미소기랑 오빠랑 단둘뿐이지만","0","0","0","0","0","0","0","0"
"1004007","100431","1","2","1","0","1","앞으로도 오빠를 가지고\n잔뜩 놀 수 있겠지!\n… 아, 오빠랑 놀고 싶다고\n말하려고 한 거였어","0","0","0","0","0","0","0","0"
"1004008","100431","1","3","1","0","1","오빠~!\n빨리빨리 탐험하러 가자!\n오빠를 기다리고 있었다고!","0","0","0","0","0","0","0","0"
"1004009","100431","1","4","1","0","1","좋아하는 오빠를 위해서\n함정을 잔뜩 준비해둬야지!","0","0","0","0","0","0","0","0"
"1004010","100431","1","5","1","0","1","미소기는 말이야\n진짜 오빠가 생긴 것 같아서\n지인짜 기뻐~♪","0","0","0","0","0","0","0","0"
"1004011","100401","2","6","1","7.6","2","생일 축하해, 오빠!\n자, 생일 선물!\n그리고 생일 케이크!\n빨리 열어봐! 먹어봐! 두근두근","0","0","0","0","0","0","0","0"
"1004012","100431","2","6","1","0","1","생일 축하해! 미소기\n오빠가 정말 좋아! 진짜야!\n음~ 장난만 쳐서 그런지\n믿어주질 않네…","0","0","0","0","0","0","0","0"
"1004013","100461","1","1","1","0","1","오빠!\n파워 업한 미소기의\n스페셜한 장난을\n절대로 놓치지 마!","0","0","0","0","0","0","0","0"
