guild_id,guild_name,description,guild_master,member1,member2,member3,member4,member5,member6,member7,member8,member9,member10,member11,member12,member13,member14,member15,member16,member17,member18,member19,member20,member21,member22,member23,member24,member25,member26,member27,member28,member29,member30
"1","미식전","특별한 음식점에 들어가기 위해 페코린느가 결성한 길드. 주요 목적은 맛집 탐방.","1058","1058","1059","1060","1075","1076","1078","1118","1119","1120","1804","1805","1806","1155","1210","1211","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2","트윙클 위시","길드 마스터인 히요리와 함께 사람을 돕는 활동을 중점적으로 하는 길드. 진정한 목적은 같은 꿈을 꾸는 세 사람이 모두 함께 바라는 「솔의 탑 정상에 도달」하는 것이다.","1001","1001","1002","1003","1087","1088","1089","1801","1802","1803","1140","1156","1224","1226","1225","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","라비린스","수수께끼의 인물ㆍ라비리스타가 결성한 세계의 수수께끼를 탐구하는 길드. 크레이프 가게를 운영하며 평범한 길드를 가장하고 있다 이른바 비밀결사.","1068","1068","1049","1011","1091","1129","1171","1193","1212","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4","카르미나","솔로 아이돌이었던 노조미가 결성한 노래하고 춤추고 (나날의 슬픈 마음과) 싸우는 아이돌 길드. 라이브 공연 같은 행사가 주요 활동 내용.","1029","1029","1042","1054","1116","1084","1139","1172","1173","1174","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5","리틀 리리컬","사이좋은 세 사람이 결성한 비공식 길드. 길드 흉내를 내며 그저 노는 것이 목적.","1020","1020","1004","1036","1113","1112","1111","1808","1229","1228","1227","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6","포레스티에","엘프족이 사는 숲을 관리하고 수호하는 긴 역사를 가진 길드. 엘프의 숲에만 나는 약초 관리나 숲의 가이드를 하고 있다.","1015","1015","1012","1040","1107","1135","1134","1167","1221","1807","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7","악마왕국군(디아볼로스)","이리야가 마족 소녀들과 결성한 길드. 길드명은 일찍이 신들을 상대로 투쟁을 벌인 이리야가 이끌었던 최강의 마족 군대와 같다.","1044","1044","1022","1006","1031","1007","1081","1082","1117","1199","1137","1138","1209","1220","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8","왕궁기사단(NIGHTMARE)","랜드솔의 국군이며 활동 목적은 「왕궁」 과 왕족의 호위 및 칙명을 받은 임무 달성이다. 거리의 치안을 지키는 경찰 조직의 성격도 강하다.","1047","1047","1071","1037","1005","1115","1136","1141","1143","1236","1238","1239","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9","사렌디아 구호원","고아원이지만 한편으론 장사도 하고 있다. 왕궁 경호를 하며 지내는 나날에 회의감이 든 사렌이 사람들의 도움이 되는 일을 하고 싶어 결성했다.","1028","1028","1025","1023","1021","1103","1077","1145","1085","1086","1121","1213","1809","1232","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10","자경단(카온)","마물의 위협으로부터 같은 【동물원】의 동료를 지키는 무도파 길드. 「섀도우」 등의 이변을 조사하거나 해결도 한다. 【왕궁기사단】과는 견원지간.","1010","1010","1043","1014","1017","1106","1104","1157","1105","1122","1160","1159","1177","1231","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11","목장(엘리자베스 파크)","산 위에 있는 목장 길드 활동 내용은 목장에서 소나 말 등을 사육한다. 수인족들이 휴가를 보내는 피크닉 장소이기도 하고, 환자들의 요양지이기도 하다.","1033","1033","1052","1038","1026","1123","1128","1127","1158","1807","1192","1235","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12","메르쿠리우스 재단","막대한 자금을 밑천으로 각종 사업의 융자와 매수를 하는 길드. 악덕한 방법으로 돈을 버는 상인들에게 본때를 보여주는 것이 이면의 활동 목적.","1032","1032","1048","1034","1046","1080","1079","1144","1146","1168","1169","1222","1809","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13","트와일라이트 캐러밴","위험한 의뢰도 맡는 해결사 길드로 어떠한 목적을 위해 결성되었다. 멤버 대부분이 또 다른 이름을 가지고 있다. 랜드솔에서 가장 위험한 길드라는 소문도.","1056","1056","1051","1027","1013","1009","1090","1131","1170","1133","1132","1175","1208","1219","1237","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14","루센트 학원","랜드솔에 있는 학교 중 하나. 길드 관리 협회가 운영하는 공립 교육기관. 공학이며, 통학하는 학생의 연령, 종족, 학력도 다양하다.","1018","1018","1050","1016","1083","1179","1100","1101","1190","1214","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15","바이스플뤼겔 랜드솔 지부","모니카를 길드 마스터로 결성된 길드. 언제나 멍청한 행동을 하기에 위기에 처하지만 스스로 화려하게 해결한다.","1053","1053","1008","1030","1045","1055","1176","1096","1095","1130","1142","1178","1191","1215","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"16","성 테레사 여학원(단짝부)","장학금 심사 통과를 목적으로, 그 달성 조건인 「친화성 높은 공동체」라는 사실을 어필하기 위해 분위기상 결성된 새로운 감각의 동아리 스타일 길드.","1110","1110","1108","1109","1164","1162","1163","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"17","드래곤즈 네스트","희소한 종족, 드래곤족의 발견과 보호를 목적으로 결성. 각지를 탐색하는 일을 하고 있지만, 이면으로는 갱단과 연결돼 있다는 안 좋은 소문이 끊이지 않는 길드.","1067","1067","1065","1066","1166","1165","1216","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"18","리치몬드 상공회","","1180","1180","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19","레이지ㆍ레기온","","1923","1181","1233","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100","뉴 제네레이션즈","","1124","1124","1125","1126","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
